county,year,Schulabgänger_mit_allgemeiner_Hochschulreife_inkar,Ausländeranteil_inkar
10044,1998,20.46,8.26
10044,1999,21.03,8.41
10044,2000,23.76,8.11
10044,2001,23.69,8.33
10044,2002,20.76,8.51
10044,2003,19.51,8.65
10044,2004,21.65,8.59
10044,2005,23.6,8.48
10044,2006,25.87,8.42
10044,2007,20.61,8.42
10044,2008,24.5,8.44
10044,2009,42.79,8.22
10044,2010,27.5,8.25
10044,2011,29.61,6.68
10044,2012,27.87,6.79
10044,2013,32.59,7.17
10044,2014,32.51,7.53
10044,2015,36.79,8.84
10044,2016,34.5,9.37
10044,2017,30.65,9.79
10044,2018,33.71,10.11
10044,2019,33.04,10.35
10044,2020,36.01,10.5
10044,2021,,
10045,1995,25.07,6.62
10045,1996,25.81,6.66
10045,1997,25.76,6.57
10045,1998,26.35,6.73
10045,1999,27.96,6.93
10045,2000,29.95,6.88
10045,2001,26.91,6.88
10045,2002,25.44,6.98
10045,2003,24.25,6.92
10045,2004,26.13,6.83
10045,2005,28.48,6.89
10045,2006,28.38,6.83
10045,2007,29.97,6.82
10045,2008,31.21,6.82
10045,2009,49.06,6.77
10045,2010,37.16,6.85
10045,2011,35.85,5.49
10045,2012,36.49,5.65
10045,2013,32.91,5.98
10045,2014,39.4,6.43
10045,2015,40.19,7.68
10045,2016,39.89,8.36
10045,2017,38.15,8.75
10045,2018,36.69,9.1
10045,2019,37.56,9.45
10045,2020,38.87,9.72
10045,2021,,
10046,1995,16.4,4.36
10046,1996,17.36,4.32
10046,1997,20.29,4.17
10046,1998,22.45,4.16
10046,1999,18.87,4.19
10046,2000,20.15,4.02
10046,2001,20.81,3.99
10046,2002,19.82,4.07
10046,2003,21.86,4.07
10046,2004,21.66,4.11
10046,2005,21.95,4.15
10046,2006,23.38,4.1
10046,2007,24.87,4.06
10046,2008,27,4.02
10046,2009,45.93,4.07
10046,2010,32.39,4.12
10046,2011,32.14,2.53
10046,2012,33.13,2.73
10046,2013,33.71,2.8
10046,2014,33.81,3.04
10046,2015,37.54,4.35
10046,2016,35.17,4.84
10046,2017,33.09,5.11
10046,2018,38.66,5.35
10046,2019,31.84,5.52
10046,2020,37.61,5.61
10046,2021,,
11000,1995,31.26,12.25
11000,1996,31.87,12.58
11000,1997,31.36,12.64
11000,1998,30.49,12.7
11000,1999,30.99,12.8
11000,2000,31.8,12.84
11000,2001,30.83,13.01
11000,2002,31.19,13.11
11000,2003,31.36,13.2
11000,2004,32.14,13.42
11000,2005,34.08,13.74
11000,2006,36.46,13.89
11000,2007,37.46,13.96
11000,2008,39.81,14
11000,2009,41.38,13.75
11000,2010,41.15,13.65
11000,2011,41.81,11.89
11000,2012,50.17,12.63
11000,2013,41.67,13.42
11000,2014,42.49,14.31
11000,2015,42.19,15.5
11000,2016,46.58,16.74
11000,2017,47.62,17.65
11000,2018,46.25,18.53
11000,2019,44.44,19.24
11000,2020,45.6,19.59
11000,2021,,
12051,1995,33.1,2.31
12051,1996,35.33,2.51
12051,1997,34.33,2.63
12051,1998,32.79,2.49
12051,1999,35.05,2.6
12051,2000,33.11,2.58
12051,2001,36.5,2.77
12051,2002,32.52,2.8
12051,2003,37.38,2.86
12051,2004,38.67,2.84
12051,2005,33.57,2.79
12051,2006,30.85,2.79
12051,2007,37.96,2.74
12051,2008,45.17,2.71
12051,2009,53.3,2.7
12051,2010,40.42,2.82
12051,2011,42.62,2.07
12051,2012,48.25,2.13
12051,2013,37.62,2.13
12051,2014,33.33,2.45
12051,2015,33.56,3.45
12051,2016,34.9,4.02
12051,2017,38.69,4.78
12051,2018,36.24,5.26
12051,2019,38.67,5.65
12051,2020,34.65,5.83
12051,2021,,
12052,1995,31.82,2.83
12052,1996,38.07,2.97
12052,1997,36.75,3.39
12052,1998,37.63,3.65
12052,1999,38.39,2.77
12052,2000,36.35,3.15
12052,2001,38.87,3.46
12052,2002,40.5,3.91
12052,2003,37.82,4.04
12052,2004,39.93,4.24
12052,2005,42.3,4.23
12052,2006,41.15,4
12052,2007,38.08,3.9
12052,2008,47.05,3.73
12052,2009,51.03,3.64
12052,2010,52.05,3.72
12052,2011,46.47,3.04
12052,2012,52.52,3.41
12052,2013,45.23,3.74
12052,2014,40.45,4.14
12052,2015,41.61,5.06
12052,2016,45.59,6.75
12052,2017,50.05,8.08
12052,2018,46.75,8.46
12052,2019,49.39,8.66
12052,2020,46.39,8.74
12052,2021,,
12053,1995,33.67,2.23
12053,1996,38.76,2.62
12053,1997,35.47,3.05
12053,1998,39.75,3.26
12053,1999,36.58,3.56
12053,2000,34.12,4.06
12053,2001,36.55,4.72
12053,2002,38.61,5.17
12053,2003,43.69,5.62
12053,2004,41.98,5.17
12053,2005,42.62,4.77
12053,2006,41.72,4.8
12053,2007,47.51,4.77
12053,2008,56.73,4.73
12053,2009,63.8,4.78
12053,2010,52.62,5.05
12053,2011,50.1,4.37
12053,2012,51.06,4.82
12053,2013,41.48,5.27
12053,2014,41.98,5.95
12053,2015,40.34,7.38
12053,2016,42.5,8.57
12053,2017,56.85,9.81
12053,2018,45.39,10.41
12053,2019,43.64,11.33
12053,2020,41.11,11.6
12053,2021,,
12054,1995,42.36,3.23
12054,1996,43.48,3.59
12054,1997,43.86,3.72
12054,1998,41.43,3.99
12054,1999,42.81,4.34
12054,2000,43.05,4.57
12054,2001,42.04,4.86
12054,2002,42.07,5.07
12054,2003,44.16,5.58
12054,2004,43.42,5.42
12054,2005,43.33,5.57
12054,2006,41.66,5.54
12054,2007,44.41,5.48
12054,2008,55.62,5.42
12054,2009,64.23,5.19
12054,2010,60.95,5.17
12054,2011,57.65,4.18
12054,2012,65.23,4.31
12054,2013,55.01,4.55
12054,2014,53.18,4.99
12054,2015,54.51,6.21
12054,2016,55.86,7.25
12054,2017,57.88,8.02
12054,2018,59.13,8.39
12054,2019,55.76,8.86
12054,2020,60.16,9.41
12054,2021,,
12060,1995,20.79,2.19
12060,1996,25.32,2.21
12060,1997,24.99,2.1
12060,1998,25.64,2.13
12060,1999,24.85,2.21
12060,2000,24.97,2.18
12060,2001,24.31,2.26
12060,2002,24.66,2.29
12060,2003,25.23,2.39
12060,2004,25.15,2.41
12060,2005,26.11,2.42
12060,2006,28.12,2.4
12060,2007,33.81,2.43
12060,2008,39.38,2.43
12060,2009,50.42,2.45
12060,2010,45.83,2.55
12060,2011,37.36,1.8
12060,2012,46.96,1.94
12060,2013,37.27,2.21
12060,2014,34.42,2.43
12060,2015,34.22,3.1
12060,2016,36.91,3.61
12060,2017,39.78,3.83
12060,2018,39.85,4.15
12060,2019,37.61,4.63
12060,2020,40.55,4.96
12060,2021,,
12061,1995,24.17,2.25
12061,1996,28.39,2.36
12061,1997,29.36,2.34
12061,1998,30.23,2.14
12061,1999,30.6,2.24
12061,2000,32.08,2.33
12061,2001,29.51,2.34
12061,2002,29.39,2.38
12061,2003,30.03,2.42
12061,2004,33.52,2.56
12061,2005,30.81,2.64
12061,2006,32.84,2.69
12061,2007,36.85,2.67
12061,2008,43.71,2.64
12061,2009,48.31,2.69
12061,2010,46.55,2.82
12061,2011,42.08,2.06
12061,2012,50.42,2.23
12061,2013,37.47,2.41
12061,2014,38.48,2.72
12061,2015,38.71,3.75
12061,2016,37.34,4.1
12061,2017,45.52,4.36
12061,2018,41.97,4.62
12061,2019,44.09,4.81
12061,2020,41.03,5.02
12061,2021,,
12062,1995,26.39,1.34
12062,1996,30.23,1.5
12062,1997,30.75,1.59
12062,1998,30.95,1.71
12062,1999,29.7,1.58
12062,2000,29.33,1.56
12062,2001,28.49,1.62
12062,2002,28.96,1.67
12062,2003,29.18,1.73
12062,2004,28.71,1.74
12062,2005,27.09,1.76
12062,2006,33.69,1.67
12062,2007,37.25,1.64
12062,2008,40.88,1.61
12062,2009,51.36,1.6
12062,2010,45.15,1.59
12062,2011,39.05,0.84
12062,2012,44.27,0.87
12062,2013,32.12,0.87
12062,2014,30.33,1.04
12062,2015,34.17,1.9
12062,2016,32.64,2.75
12062,2017,33.18,2.83
12062,2018,31.81,2.97
12062,2019,33.03,3.01
12062,2020,29.38,2.84
12062,2021,,
12063,1995,23.35,1.65
12063,1996,25.79,1.52
12063,1997,24.2,1.55
12063,1998,24.96,1.59
12063,1999,21.98,1.67
12063,2000,24.86,1.68
12063,2001,23.15,1.74
12063,2002,26.12,1.77
12063,2003,26.45,1.7
12063,2004,27.53,1.59
12063,2005,27.52,1.64
12063,2006,27.05,1.63
12063,2007,34.46,1.62
12063,2008,27.92,1.62
12063,2009,47.43,1.67
12063,2010,47.82,1.69
12063,2011,43.41,1.61
12063,2012,49.12,1.71
12063,2013,41.98,1.91
12063,2014,39.26,2.24
12063,2015,40.57,3.12
12063,2016,44.54,3.65
12063,2017,46.69,4.04
12063,2018,46.36,4.41
12063,2019,48.45,4.66
12063,2020,43.58,4.96
12063,2021,,
12064,1995,21.18,2
12064,1996,23.3,2.17
12064,1997,24.37,2.12
12064,1998,21.49,2.08
12064,1999,22.45,2.13
12064,2000,22.62,1.98
12064,2001,25.23,2.04
12064,2002,23.4,2.12
12064,2003,22.55,2.19
12064,2004,25.47,2.17
12064,2005,17.94,2.17
12064,2006,26.22,2.19
12064,2007,29.12,2.18
12064,2008,37.71,2.18
12064,2009,49.54,2.21
12064,2010,44.13,2.33
12064,2011,35.2,1.31
12064,2012,41.59,1.41
12064,2013,30.57,1.58
12064,2014,28.89,1.8
12064,2015,31.53,2.56
12064,2016,31.02,2.63
12064,2017,35.35,2.84
12064,2018,33.18,3.15
12064,2019,31.57,3.41
12064,2020,31.18,3.69
12064,2021,,
12065,1995,17.44,1.33
12065,1996,21.14,1.48
12065,1997,20.78,1.32
12065,1998,19.04,1.34
12065,1999,19.69,1.47
12065,2000,20.33,1.5
12065,2001,21.43,1.62
12065,2002,22.7,1.67
12065,2003,20.31,1.73
12065,2004,23.03,1.75
12065,2005,21.49,1.78
12065,2006,24.73,1.75
12065,2007,30.41,1.74
12065,2008,38.11,1.74
12065,2009,44.89,1.78
12065,2010,42.4,1.85
12065,2011,34.77,1.57
12065,2012,43.32,1.73
12065,2013,35.42,1.92
12065,2014,32.58,2.24
12065,2015,33.07,2.96
12065,2016,36.11,3.29
12065,2017,41,3.63
12065,2018,40.32,3.93
12065,2019,40.66,4.07
12065,2020,41.89,4.25
12065,2021,,
12066,1995,21.91,2.33
12066,1996,25.48,2.39
12066,1997,26.02,2.42
12066,1998,26.89,2.28
12066,1999,27.28,2.54
12066,2000,25.72,2.54
12066,2001,25.93,2.66
12066,2002,25.63,2.83
12066,2003,22.57,2.6
12066,2004,26.74,2.61
12066,2005,27.03,2.58
12066,2006,26.84,2.54
12066,2007,35.9,2.52
12066,2008,38.66,2.46
12066,2009,46.09,2.47
12066,2010,42.13,2.55
12066,2011,30.8,0.99
12066,2012,36.46,1.15
12066,2013,29.16,1.39
12066,2014,26.06,1.75
12066,2015,23.16,2.44
12066,2016,26.05,3.02
12066,2017,29.56,3.22
12066,2018,29.37,3.52
12066,2019,25.77,3.48
12066,2020,24.17,3.59
12066,2021,,
12067,1995,22.1,2.58
12067,1996,25.46,2.89
12067,1997,25.76,2.94
12067,1998,24.3,3.11
12067,1999,25.26,3.05
12067,2000,25.52,3.15
12067,2001,25.41,3.27
12067,2002,28.72,3.28
12067,2003,25.63,3.2
12067,2004,27.02,3.28
12067,2005,28.32,3.26
12067,2006,30.32,3.29
12067,2007,39.16,3.36
12067,2008,45.12,3.29
12067,2009,49.2,3.3
12067,2010,45.53,3.46
12067,2011,40.38,1.79
12067,2012,43.52,1.97
12067,2013,33.65,2.36
12067,2014,33.84,3.06
12067,2015,33.11,5.56
12067,2016,34.04,4.07
12067,2017,36.82,3.9
12067,2018,36.94,4.19
12067,2019,35.49,4.21
12067,2020,36.9,4.41
12067,2021,,
12068,1995,22.44,1.25
12068,1996,26.79,1.91
12068,1997,28.12,1.98
12068,1998,25.77,1.87
12068,1999,26.34,1.94
12068,2000,27.05,1.86
12068,2001,27.04,1.84
12068,2002,29.2,1.99
12068,2003,27.34,1.97
12068,2004,28.11,2
12068,2005,31.1,2.03
12068,2006,32.04,1.93
12068,2007,36.26,1.93
12068,2008,43.56,1.94
12068,2009,47.91,1.94
12068,2010,45.12,1.99
12068,2011,35.62,0.99
12068,2012,44.23,1.09
12068,2013,31.77,1.35
12068,2014,32.26,1.7
12068,2015,29.9,2.44
12068,2016,33.48,3.09
12068,2017,35.65,3.48
12068,2018,34.4,3.59
12068,2019,32.78,3.65
12068,2020,32.57,3.83
12068,2021,,
12069,1995,24.23,2.63
12069,1996,26.19,2.7
12069,1997,30.48,2.57
12069,1998,29.79,2.57
12069,1999,28.92,2.52
12069,2000,29.88,2.53
12069,2001,29.35,2.54
12069,2002,28.59,2.58
12069,2003,32.24,2.38
12069,2004,33.55,2.28
12069,2005,33.93,2.33
12069,2006,35.5,2.3
12069,2007,41.83,2.31
12069,2008,47.13,2.19
12069,2009,55.94,2.17
12069,2010,48.26,2.23
12069,2011,42.59,1.86
12069,2012,51.98,2.13
12069,2013,42.16,2.46
12069,2014,42.39,2.76
12069,2015,44.38,3.58
12069,2016,44.36,3.81
12069,2017,52.29,3.98
12069,2018,51.22,4.2
12069,2019,50.96,4.47
12069,2020,47.85,4.68
12069,2021,,
12070,1995,21.53,1.15
12070,1996,25.27,1.4
12070,1997,23.44,0.96
12070,1998,24.7,1.08
12070,1999,23.33,1.21
12070,2000,21.88,1.27
12070,2001,22.99,1.31
12070,2002,20.9,1.33
12070,2003,21.51,1.32
12070,2004,17.05,1.36
12070,2005,23.8,1.19
12070,2006,27.13,1.33
12070,2007,30.77,1.28
12070,2008,39.36,1.18
12070,2009,45.79,1.25
12070,2010,40.48,1.35
12070,2011,34.05,1.08
12070,2012,35.96,1.2
12070,2013,33.2,1.5
12070,2014,26,1.81
12070,2015,30.74,2.83
12070,2016,27.42,3.98
12070,2017,34.8,4.17
12070,2018,30.67,4.13
12070,2019,32.94,4.36
12070,2020,30.48,4.71
12070,2021,,
12071,1995,16.51,2.39
12071,1996,24.21,2.47
12071,1997,21.94,2.48
12071,1998,23.35,2.58
12071,1999,22.3,2.61
12071,2000,27.45,2.59
12071,2001,27.94,2.61
12071,2002,28.53,2.61
12071,2003,25.59,2.67
12071,2004,29.19,2.77
12071,2005,29.8,2.68
12071,2006,31.12,2.66
12071,2007,42.27,2.65
12071,2008,52.82,2.66
12071,2009,58.28,2.71
12071,2010,51.98,2.8
12071,2011,42.75,1.25
12071,2012,44.14,1.41
12071,2013,32.05,1.6
12071,2014,32.38,1.87
12071,2015,28.21,2.71
12071,2016,36.16,3.15
12071,2017,39.17,3.2
12071,2018,39.23,3.33
12071,2019,31.32,3.51
12071,2020,35.86,3.72
12071,2021,,
12072,1995,24.81,1.73
12072,1996,24.37,1.93
12072,1997,26.21,1.86
12072,1998,27.28,1.92
12072,1999,24.81,2.02
12072,2000,25.49,2.02
12072,2001,25.29,2.1
12072,2002,26.56,2.13
12072,2003,26.5,2.17
12072,2004,26.81,2.11
12072,2005,25.47,2.14
12072,2006,25.52,2.11
12072,2007,30.62,2.1
12072,2008,37.76,2.11
12072,2009,45.09,2.21
12072,2010,44.65,2.2
12072,2011,37.02,1.85
12072,2012,43.96,2.09
12072,2013,35.61,2.38
12072,2014,32.32,2.69
12072,2015,31.26,3.55
12072,2016,32.57,4.1
12072,2017,36.5,4.79
12072,2018,35.63,5.25
12072,2019,32.34,5.79
12072,2020,32.99,6.13
12072,2021,,
12073,1995,26.49,1.87
12073,1996,29.11,2
12073,1997,30.01,2.12
12073,1998,30.29,2.14
12073,1999,29.13,2.26
12073,2000,27.12,2.31
12073,2001,27.51,2.33
12073,2002,27.77,2.45
12073,2003,21.72,2.54
12073,2004,25.96,2.56
12073,2005,27.65,2.51
12073,2006,29.87,2.59
12073,2007,32.22,2.62
12073,2008,38.15,2.7
12073,2009,42.02,2.82
12073,2010,39.26,3.1
12073,2011,33.51,1.63
12073,2012,38.5,1.82
12073,2013,28.94,2.01
12073,2014,28.1,2.31
12073,2015,30.43,3.22
12073,2016,29.22,3.76
12073,2017,31.88,4.04
12073,2018,31.59,4.22
12073,2019,30.38,4.26
12073,2020,28.96,4.26
12073,2021,,
13003,1995,32.24,2.86
13003,1996,28.88,2.8
13003,1997,34.52,2.02
13003,1998,33.6,2.38
13003,1999,34.51,2.6
13003,2000,32.12,2.99
13003,2001,7.67,3.24
13003,2002,30.98,3.61
13003,2003,30.48,3.87
13003,2004,31.73,3.74
13003,2005,35.98,3.72
13003,2006,38.31,3.86
13003,2007,40,3.87
13003,2008,60.58,3.88
13003,2009,53.01,3.48
13003,2010,46.8,3.54
13003,2011,41.28,3.28
13003,2012,44.41,3.46
13003,2013,43.35,3.66
13003,2014,45.46,3.84
13003,2015,47.24,4.41
13003,2016,43.21,5.33
13003,2017,45.63,5.85
13003,2018,47.01,6.21
13003,2019,48.1,6.6
13003,2020,48.9,6.87
13003,2021,,
13004,1995,30.13,1.85
13004,1996,26.23,1.85
13004,1997,28.19,2.2
13004,1998,28.74,2.47
13004,1999,29.95,2.67
13004,2000,28.37,3.19
13004,2001,3.8,3.47
13004,2002,27.35,4.05
13004,2003,28.85,4.32
13004,2004,28.45,4.51
13004,2005,29.11,4.48
13004,2006,32.84,4.24
13004,2007,38.49,4.01
13004,2008,60.42,3.94
13004,2009,48.02,3.77
13004,2010,37.84,3.71
13004,2011,38.76,3.54
13004,2012,42.45,3.55
13004,2013,43.46,3.8
13004,2014,44.91,4.21
13004,2015,49.87,8.73
13004,2016,47.94,8.17
13004,2017,48.52,8.79
13004,2018,44.34,9.33
13004,2019,40.43,9.42
13004,2020,47.71,9.51
13004,2021,,
13071,1995,23.66,0.96
13071,1996,23.06,1.15
13071,1997,23.54,1.32
13071,1998,23.14,1.42
13071,1999,20.96,1.44
13071,2000,23.4,1.47
13071,2001,,1.58
13071,2002,22.61,1.68
13071,2003,22.7,1.78
13071,2004,25.31,1.77
13071,2005,25.38,1.75
13071,2006,25.41,1.77
13071,2007,34.51,1.71
13071,2008,55.29,1.71
13071,2009,43.38,1.72
13071,2010,36.02,1.8
13071,2011,33.86,1.15
13071,2012,33.15,1.18
13071,2013,33.52,1.3
13071,2014,35.31,1.63
13071,2015,35.65,2.55
13071,2016,36.17,3.02
13071,2017,37.71,3.1
13071,2018,36.82,3.18
13071,2019,36.41,3.19
13071,2020,38.28,3.26
13071,2021,,
13072,1995,20.22,1.3
13072,1996,19.07,1.29
13072,1997,18.6,1.23
13072,1998,18.85,1.19
13072,1999,18.57,1.33
13072,2000,19.83,1.36
13072,2001,,1.47
13072,2002,18.69,1.6
13072,2003,18.97,1.77
13072,2004,20.23,1.78
13072,2005,21.8,1.82
13072,2006,23.32,1.81
13072,2007,27.89,1.74
13072,2008,48.96,1.68
13072,2009,37.6,1.69
13072,2010,32.61,1.72
13072,2011,28.18,1.1
13072,2012,28.87,1.16
13072,2013,29.05,1.38
13072,2014,30.77,1.83
13072,2015,29.95,2.6
13072,2016,33.23,2.74
13072,2017,31.39,3.02
13072,2018,35,3.14
13072,2019,31.93,3.29
13072,2020,34.16,3.36
13072,2021,,
13073,1995,21.14,1.09
13073,1996,20.36,1.22
13073,1997,20.91,1.19
13073,1998,20.49,1.18
13073,1999,19.34,1.28
13073,2000,20.43,1.34
13073,2001,,1.33
13073,2002,16.86,1.38
13073,2003,19.4,1.46
13073,2004,19.89,1.49
13073,2005,21.32,1.48
13073,2006,22.5,1.49
13073,2007,27.25,1.53
13073,2008,48.25,1.55
13073,2009,36.78,1.5
13073,2010,31.25,1.52
13073,2011,28.37,1.04
13073,2012,27.58,1.2
13073,2013,24.75,1.51
13073,2014,26.41,2.12
13073,2015,30.09,3.11
13073,2016,28.84,3.59
13073,2017,28.8,3.94
13073,2018,31.3,4.17
13073,2019,28.93,4.28
13073,2020,31.52,4.38
13073,2021,,
13074,1995,18.86,2.56
13074,1996,18.65,2.24
13074,1997,19.31,1.87
13074,1998,18.16,1.74
13074,1999,17.38,1.96
13074,2000,17.85,2.09
13074,2001,,2.07
13074,2002,18.07,2.18
13074,2003,18.82,2.31
13074,2004,18.97,2.34
13074,2005,22.66,2.41
13074,2006,22.04,2.35
13074,2007,27.14,2.4
13074,2008,50.13,2.43
13074,2009,33.84,2.37
13074,2010,29.35,2.46
13074,2011,30.61,1.66
13074,2012,31.41,1.81
13074,2013,30.94,1.86
13074,2014,31.91,2.2
13074,2015,35.1,2.84
13074,2016,34.86,3.16
13074,2017,34.79,3.39
13074,2018,35.14,3.42
13074,2019,34.01,3.71
13074,2020,35.25,3.76
13074,2021,,
13075,1995,21.23,1.72
13075,1996,20.16,1.91
13075,1997,21.01,1.94
13075,1998,21.58,1.88
13075,1999,21.28,2.06
13075,2000,20.44,2.1
13075,2001,,2.3
13075,2002,19.71,2.47
13075,2003,19.24,2.61
13075,2004,21.76,2.64
13075,2005,22.47,2.66
13075,2006,23.49,2.75
13075,2007,28.64,2.92
13075,2008,50.04,2.95
13075,2009,35.89,3.01
13075,2010,34.58,3.1
13075,2011,33.16,1.99
13075,2012,28.23,2.25
13075,2013,28.72,2.56
13075,2014,32.26,2.95
13075,2015,34.11,3.79
13075,2016,35.11,3.88
13075,2017,34.27,4.11
13075,2018,33.25,4.36
13075,2019,33.25,4.37
13075,2020,35.43,4.52
13075,2021,,
13076,1995,21.3,1.22
13076,1996,21.45,1.36
13076,1997,21.06,1.36
13076,1998,20.33,1.41
13076,1999,18.75,1.6
13076,2000,20.33,1.67
13076,2001,,1.7
13076,2002,18.9,1.71
13076,2003,19.6,1.77
13076,2004,20.28,1.72
13076,2005,21.71,1.76
13076,2006,24.11,1.84
13076,2007,27.69,1.93
13076,2008,51.23,1.97
13076,2009,36.64,2.08
13076,2010,32.36,2.12
13076,2011,30.02,1.61
13076,2012,31.8,1.85
13076,2013,30.16,2.35
13076,2014,28.99,3
13076,2015,32.85,4.29
13076,2016,34.01,4.18
13076,2017,32.42,4.61
13076,2018,32.11,5.03
13076,2019,33.43,5.14
13076,2020,33.02,5.35
13076,2021,,
14511,1995,32.09,3.19
14511,1996,31.92,3.24
14511,1997,33.24,3.48
14511,1998,30.34,3.6
14511,1999,30.84,3.71
14511,2000,31.47,3.93
14511,2001,27.89,4.16
14511,2002,29.13,4.34
14511,2003,28.14,4.4
14511,2004,27.33,4.43
14511,2005,30.07,4.5
14511,2006,30.36,4.68
14511,2007,32.23,4.73
14511,2008,41.4,4.62
14511,2009,38.48,4.69
14511,2010,34.75,4.82
14511,2011,31.72,2.97
14511,2012,32.16,3.36
14511,2013,32.44,3.82
14511,2014,31.98,4.58
14511,2015,36.36,6.88
14511,2016,34.59,6.6
14511,2017,33.48,7.42
14511,2018,33.89,8.3
14511,2019,34.88,8.54
14511,2020,29.92,8.71
14511,2021,,
14521,1995,22.22,0.95
14521,1996,22.44,0.98
14521,1997,22.39,1.05
14521,1998,21.88,1.04
14521,1999,21.23,1.1
14521,2000,20.29,1.08
14521,2001,20.93,1.09
14521,2002,18.31,1.13
14521,2003,18.87,1.15
14521,2004,20.03,1.13
14521,2005,22.03,1.11
14521,2006,23.1,1.09
14521,2007,24.96,1.09
14521,2008,33.17,1.05
14521,2009,34.51,1.02
14521,2010,25.64,1.08
14521,2011,24.98,0.85
14521,2012,23.69,0.9
14521,2013,22.98,1
14521,2014,23.37,1.51
14521,2015,24.04,1.96
14521,2016,24.3,1.96
14521,2017,26.73,1.87
14521,2018,25.34,1.96
14521,2019,28.26,2.11
14521,2020,23.81,2.24
14521,2021,,
14522,1995,24.51,1.11
14522,1996,27.94,1.38
14522,1997,26.56,1.54
14522,1998,27.16,1.57
14522,1999,24.94,1.63
14522,2000,24.19,1.64
14522,2001,24.57,1.72
14522,2002,22.17,1.74
14522,2003,23.54,1.76
14522,2004,23.96,1.66
14522,2005,24.89,1.64
14522,2006,27.75,1.63
14522,2007,32.23,1.6
14522,2008,38,1.53
14522,2009,38.9,1.57
14522,2010,30.72,1.59
14522,2011,29.55,1.28
14522,2012,29.1,1.41
14522,2013,27.47,1.57
14522,2014,28.42,1.89
14522,2015,32.59,2.75
14522,2016,30.72,2.96
14522,2017,30.94,3.13
14522,2018,30.83,3.37
14522,2019,28.79,3.53
14522,2020,32.3,3.61
14522,2021,,
14523,1995,26.13,1.24
14523,1996,25.17,1.43
14523,1997,24.7,1.39
14523,1998,25.92,1.48
14523,1999,26.1,1.5
14523,2000,23.31,1.5
14523,2001,25.49,1.56
14523,2002,22.63,1.61
14523,2003,20.92,1.69
14523,2004,23.42,1.65
14523,2005,25.74,1.61
14523,2006,26.78,1.52
14523,2007,29.27,1.51
14523,2008,39.6,1.44
14523,2009,36.37,1.45
14523,2010,28.12,1.49
14523,2011,29.89,1.18
14523,2012,28.65,1.3
14523,2013,27.58,1.42
14523,2014,29.96,1.69
14523,2015,31.83,2.54
14523,2016,29.29,2.94
14523,2017,31.6,3.33
14523,2018,31.53,3.57
14523,2019,30.02,3.79
14523,2020,30.47,4
14523,2021,,
14524,1995,27.17,1.37
14524,1996,27.32,1.42
14524,1997,25.66,1.46
14524,1998,26.88,1.47
14524,1999,28.7,1.54
14524,2000,26.68,1.54
14524,2001,25.87,1.59
14524,2002,25.3,1.65
14524,2003,26.55,1.64
14524,2004,25.55,1.67
14524,2005,29.08,1.66
14524,2006,31.24,1.64
14524,2007,33.65,1.6
14524,2008,37.15,1.54
14524,2009,37.8,1.56
14524,2010,30.4,1.61
14524,2011,32.52,1.24
14524,2012,30.69,1.37
14524,2013,31.21,1.51
14524,2014,32.58,1.79
14524,2015,33.57,2.57
14524,2016,33.61,2.87
14524,2017,34.85,3.1
14524,2018,35.82,3.34
14524,2019,32.62,3.52
14524,2020,33.83,3.71
14524,2021,,
14612,1995,32.52,3.29
14612,1996,32.11,3.37
14612,1997,32.62,3.49
14612,1998,32.38,3.41
14612,1999,32.91,3.61
14612,2000,31.89,3.67
14612,2001,31.71,3.91
14612,2002,29.34,4.29
14612,2003,29.5,4.65
14612,2004,32.86,4.97
14612,2005,31.53,5.22
14612,2006,34.39,5.42
14612,2007,35.52,4.8
14612,2008,43.2,4.65
14612,2009,45.34,4.57
14612,2010,35.55,4.72
14612,2011,36.28,3.66
14612,2012,37.99,3.99
14612,2013,37,4.25
14612,2014,37.99,4.7
14612,2015,40.13,5.71
14612,2016,40.29,6.31
14612,2017,41.11,6.97
14612,2018,42.05,7.57
14612,2019,43.01,7.98
14612,2020,41.57,8.27
14612,2021,,
14625,1995,22.8,1.17
14625,1996,24.67,1.3
14625,1997,23.84,1.34
14625,1998,24,1.35
14625,1999,23.8,1.36
14625,2000,24.37,1.4
14625,2001,23.46,1.43
14625,2002,22.12,1.52
14625,2003,22.09,1.58
14625,2004,23.02,1.6
14625,2005,22.68,1.64
14625,2006,25.19,1.6
14625,2007,30.15,1.59
14625,2008,36.74,1.55
14625,2009,39.62,1.56
14625,2010,31.68,1.59
14625,2011,30.61,0.97
14625,2012,27.27,1.02
14625,2013,28.84,1.09
14625,2014,30.02,1.3
14625,2015,30.58,1.96
14625,2016,30.97,2.08
14625,2017,32.68,1.98
14625,2018,32.88,2.08
14625,2019,31.66,2.25
14625,2020,31.63,2.39
14625,2021,,
14626,1995,23.33,1.79
14626,1996,25.56,2.04
14626,1997,24.56,2.08
14626,1998,23.57,1.96
14626,1999,24.84,1.85
14626,2000,23.72,1.78
14626,2001,23.53,1.71
14626,2002,22.63,1.8
14626,2003,21.22,1.9
14626,2004,22.46,1.98
14626,2005,23.29,1.87
14626,2006,25.24,1.88
14626,2007,29.2,1.94
14626,2008,32.89,1.98
14626,2009,33.59,2.13
14626,2010,25.37,2.08
14626,2011,22.97,1.81
14626,2012,24.04,1.95
14626,2013,23.2,2.19
14626,2014,23.37,2.43
