county,year,Schulabgänger_mit_allgemeiner_Hochschulreife_inkar,Ausländeranteil_inkar
1001,1995,32.79,7.76
1001,1996,30.4,8.33
1001,1997,32.42,10.23
1001,1998,28.48,8.45
1001,1999,32.88,8.65
1001,2000,33.91,8.32
1001,2001,30.59,8.24
1001,2002,31.77,8.17
1001,2003,31.04,8.14
1001,2004,32.74,8.21
1001,2005,35.79,8.23
1001,2006,33.81,8.15
1001,2007,36.11,8.05
1001,2008,38.46,8.18
1001,2009,41.8,7.83
1001,2010,42.76,7.72
1001,2011,45.06,6.29
1001,2012,42.28,6.52
1001,2013,42.51,7.02
1001,2014,40.97,7.92
1001,2015,44.16,9.68
1001,2016,59.3,11.72
1001,2017,47.4,13.27
1001,2018,42.96,14.19
1001,2019,45.48,15.21
1001,2020,43.82,15.79
1001,2021,,
1002,1995,30.26,8.32
1002,1996,29.8,8.51
1002,1997,31.39,8.24
1002,1998,28.39,9.25
1002,1999,29.87,9.47
1002,2000,30.87,9.42
1002,2001,32.79,9.73
1002,2002,31.75,9.62
1002,2003,30.95,9.55
1002,2004,28.75,9.29
1002,2005,30.97,9.35
1002,2006,30.01,9.23
1002,2007,31.44,9.21
1002,2008,36.66,8.9
1002,2009,36.13,8.74
1002,2010,38.88,8.71
1002,2011,39.18,7.23
1002,2012,38.55,7.57
1002,2013,41.45,8.06
1002,2014,41.71,8.68
1002,2015,44.86,9.84
1002,2016,54.35,10.73
1002,2017,46.46,11.26
1002,2018,45.64,11.54
1002,2019,43.07,11.99
1002,2020,43.26,12.15
1002,2021,,
1003,1995,24.88,8.41
1003,1996,22.14,8.75
1003,1997,21.6,8.79
1003,1998,20.75,9.14
1003,1999,24.04,9.12
1003,2000,23.41,9.11
1003,2001,24.78,9.04
1003,2002,21.33,8.93
1003,2003,23.47,8.78
1003,2004,22.94,8.47
1003,2005,22.85,8.48
1003,2006,23.56,8.1
1003,2007,24.53,7.99
1003,2008,27.02,7.62
1003,2009,27.66,6.99
1003,2010,29.72,6.94
1003,2011,28.92,6.37
1003,2012,31.2,6.59
1003,2013,30.67,7.07
1003,2014,33.35,7.59
1003,2015,33.99,8.45
1003,2016,48.31,9.18
1003,2017,36.81,9.67
1003,2018,39.73,10.12
1003,2019,38.23,10.62
1003,2020,38.9,10.84
1003,2021,,
1004,1995,28.26,6.95
1004,1996,27.73,7.15
1004,1997,25.83,7.47
1004,1998,25.41,7.46
1004,1999,26.88,7.63
1004,2000,28.86,7.36
1004,2001,27.16,7.17
1004,2002,28.16,7.04
1004,2003,24.04,7.07
1004,2004,23.97,6.96
1004,2005,25.09,6.87
1004,2006,27.65,6.98
1004,2007,31.17,6.82
1004,2008,31.21,6.24
1004,2009,35.84,6.21
1004,2010,35.07,6.17
1004,2011,36.68,6.1
1004,2012,37.05,5.87
1004,2013,36.71,6.08
1004,2014,44.01,7.06
1004,2015,43.71,9.36
1004,2016,52.61,10.67
1004,2017,44.51,11.01
1004,2018,44.58,11.59
1004,2019,46.01,12.74
1004,2020,47.69,13.17
1004,2021,,
1051,1995,18.23,2.51
1051,1996,18.33,2.69
1051,1997,18.31,2.54
1051,1998,15.97,2.75
1051,1999,16.8,2.88
1051,2000,17.8,2.92
1051,2001,17.39,2.87
1051,2002,15.97,2.93
1051,2003,15.99,2.97
1051,2004,17.34,3.05
1051,2005,14.99,3.11
1051,2006,16.23,3.14
1051,2007,19.62,3.22
1051,2008,20.4,3.23
1051,2009,20.89,3.33
1051,2010,24.36,3.42
1051,2011,21.55,2.47
1051,2012,23.66,2.72
1051,2013,22.86,3.02
1051,2014,24.76,3.51
1051,2015,25.85,4.26
1051,2016,43.56,5.23
1051,2017,30.01,5.56
1051,2018,26.06,5.7
1051,2019,27.27,5.96
1051,2020,25.34,6.15
1051,2021,,
1053,1995,17.82,5.1
1053,1996,17.09,5.2
1053,1997,16.32,4.76
1053,1998,16.2,5.2
1053,1999,15.56,5.31
1053,2000,16.72,5.24
1053,2001,16.73,5.18
1053,2002,15.48,5.14
1053,2003,16.51,5.12
1053,2004,15.83,5.09
1053,2005,16.47,5.1
1053,2006,18.57,5.06
1053,2007,18.53,4.99
1053,2008,20.71,4.92
1053,2009,19.97,4.84
1053,2010,26.75,4.85
1053,2011,23.19,4.16
1053,2012,24.85,4.45
1053,2013,28.03,4.79
1053,2014,23.87,5.24
1053,2015,31.05,6.2
1053,2016,42.62,7.07
1053,2017,33.6,7.5
1053,2018,33.33,7.81
1053,2019,34.27,8.21
1053,2020,33.16,8.54
1053,2021,,
1054,1995,13.58,3.75
1054,1996,16.29,3.93
1054,1997,14.77,3.45
1054,1998,14.35,4.14
1054,1999,14.41,4.21
1054,2000,15.05,4.26
1054,2001,13.74,4.29
1054,2002,14.35,4.24
1054,2003,15.38,4.23
1054,2004,13.48,4.19
1054,2005,15.1,4.2
1054,2006,16.32,4.2
1054,2007,15.03,4.23
1054,2008,18.59,4.14
1054,2009,18.25,4.1
1054,2010,22.6,4.25
1054,2011,20.63,3.22
1054,2012,21.61,3.45
1054,2013,22.33,3.84
1054,2014,22.35,4.31
1054,2015,22.25,5.7
1054,2016,36.67,6.52
1054,2017,26.25,6.85
1054,2018,21.01,7.03
1054,2019,26.45,7.31
1054,2020,28.07,7.48
1054,2021,,
1055,1995,20.34,3.67
1055,1996,15.67,3.81
1055,1997,19.08,3.51
1055,1998,16.92,3.86
1055,1999,16.27,3.94
1055,2000,19.71,3.98
1055,2001,17.88,4.07
1055,2002,16.2,4.09
1055,2003,17.52,4.02
1055,2004,17.97,3.97
1055,2005,16.74,4.06
1055,2006,17.62,3.99
1055,2007,19.42,3.96
1055,2008,22.94,3.96
1055,2009,20.31,3.99
1055,2010,28.15,3.84
1055,2011,26.23,2.72
1055,2012,23.13,3.04
1055,2013,26.77,3.24
1055,2014,26.53,3.6
1055,2015,27.87,4.36
1055,2016,38.92,5.27
1055,2017,30.75,5.47
1055,2018,24.58,5.7
1055,2019,29.4,5.83
1055,2020,29.38,5.98
1055,2021,,
1056,1995,28.24,6.71
1056,1996,28.08,6.93
1056,1997,28.56,7.39
1056,1998,26.07,7.12
1056,1999,26.18,7.08
1056,2000,26.13,7.02
1056,2001,25.91,7.09
1056,2002,25.64,7.15
1056,2003,27.44,7.2
1056,2004,25.64,7.17
1056,2005,25.93,7.22
1056,2006,25.92,7.27
1056,2007,26.22,7.32
1056,2008,28.86,7.12
1056,2009,33.31,7.03
1056,2010,36.36,7.06
1056,2011,33.99,6.45
1056,2012,36.27,6.71
1056,2013,34.98,7.09
1056,2014,37.8,7.63
1056,2015,39.13,8.43
1056,2016,48.08,9.5
1056,2017,39.81,10.09
1056,2018,39.51,10.61
1056,2019,38.21,11.12
1056,2020,38.49,11.41
1056,2021,,
1057,1995,24.34,2.64
1057,1996,21.14,2.67
1057,1997,22.57,2.38
1057,1998,21.99,2.78
1057,1999,20.47,2.88
1057,2000,18.97,2.94
1057,2001,17.24,2.88
1057,2002,18.93,2.87
1057,2003,16.33,2.92
1057,2004,18.56,2.89
1057,2005,16.24,3.04
1057,2006,16.02,3.02
1057,2007,17.42,3.01
1057,2008,21.97,2.93
1057,2009,19.97,2.9
1057,2010,24.9,2.93
1057,2011,21.7,2.17
1057,2012,22.28,2.23
1057,2013,23.11,2.43
1057,2014,23.51,2.7
1057,2015,24.89,3.68
1057,2016,38.59,4.43
1057,2017,26.72,4.73
1057,2018,21.76,4.76
1057,2019,27.76,4.9
1057,2020,31.99,4.95
1057,2021,,
1058,1995,18.81,3.25
1058,1996,19.54,3.37
1058,1997,17.54,2.92
1058,1998,19.44,3.41
1058,1999,19.02,3.48
1058,2000,20.79,3.46
1058,2001,19.64,3.43
1058,2002,18.93,3.41
1058,2003,16.62,3.41
1058,2004,16.36,3.38
1058,2005,17.06,3.38
1058,2006,18.39,3.34
1058,2007,18.88,3.36
1058,2008,22.37,3.28
1058,2009,22.13,3.21
1058,2010,26.72,3.18
1058,2011,22.61,2.38
1058,2012,29.05,2.49
1058,2013,26.54,2.7
1058,2014,27.78,3.05
1058,2015,30.87,3.76
1058,2016,44.73,4.66
1058,2017,37.11,5.01
1058,2018,36.21,5.08
1058,2019,35.64,5.48
1058,2020,36.46,5.69
1058,2021,,
1059,1995,13.17,2.97
1059,1996,13.86,3.14
1059,1997,11.74,2.68
1059,1998,12.45,3.21
1059,1999,11.57,3.36
1059,2000,11.86,3.37
1059,2001,13.25,3.44
1059,2002,13.2,3.54
1059,2003,11.57,3.59
1059,2004,10.8,3.61
1059,2005,12.16,3.64
1059,2006,12.9,3.64
1059,2007,14.15,3.63
1059,2008,14.73,3.58
1059,2009,15.85,3.59
1059,2010,17.5,3.64
1059,2011,19.54,2.64
1059,2012,21.77,2.71
1059,2013,23.88,2.94
1059,2014,21.49,3.32
1059,2015,21.64,3.96
1059,2016,36.02,5.02
1059,2017,27.07,5.14
1059,2018,22.82,5.21
1059,2019,25.82,5.33
1059,2020,25.99,5.46
1059,2021,,
1060,1995,20.81,4.95
1060,1996,19.57,5.1
1060,1997,20.71,5.68
1060,1998,16.71,5.2
1060,1999,18.84,5.29
1060,2000,21.76,5.3
1060,2001,18.38,5.29
1060,2002,15.81,5.25
1060,2003,17.53,5.11
1060,2004,16.08,4.93
1060,2005,20.04,4.94
1060,2006,18.69,4.91
1060,2007,19.96,4.89
1060,2008,24.5,4.66
1060,2009,26.09,4.63
1060,2010,28.48,4.66
1060,2011,26.04,4.38
1060,2012,28.31,4.59
1060,2013,28.69,4.85
1060,2014,26.5,5.28
1060,2015,32.71,6.12
1060,2016,43.24,7.63
1060,2017,35.51,8.09
1060,2018,33.56,8.67
1060,2019,33.37,8.88
1060,2020,34.15,9.01
1060,2021,,
1061,1995,15.61,4.05
1061,1996,16.4,4.23
1061,1997,15.06,2.93
1061,1998,13.95,4.33
1061,1999,14.97,4.43
1061,2000,14.97,4.5
1061,2001,15.32,4.67
1061,2002,12.94,4.67
1061,2003,11.87,4.72
1061,2004,14.21,4.71
1061,2005,14.26,4.78
1061,2006,13.73,4.74
1061,2007,14.29,4.72
1061,2008,17.71,4.75
1061,2009,22.59,4.67
1061,2010,21.8,4.75
1061,2011,20.9,3.09
1061,2012,23.94,3.24
1061,2013,26.93,3.49
1061,2014,25.72,3.95
1061,2015,30.06,5.37
1061,2016,42.38,6.4
1061,2017,33.97,6.65
1061,2018,32.41,6.78
1061,2019,34.74,6.93
1061,2020,31.25,7.03
1061,2021,,
1062,1995,28.26,4.08
1062,1996,28.74,4.22
1062,1997,27.63,4.52
1062,1998,27.79,4.21
1062,1999,30.51,4.29
1062,2000,28.71,4.29
1062,2001,28.04,4.32
1062,2002,29.75,4.28
1062,2003,29.15,4.25
1062,2004,30,4.26
1062,2005,31.65,4.28
1062,2006,32.29,4.29
1062,2007,33.89,4.25
1062,2008,33.68,4.21
1062,2009,35.94,4.27
1062,2010,40.48,4.4
1062,2011,39.99,3.98
1062,2012,39.7,4.21
1062,2013,45.28,4.5
1062,2014,45.31,4.96
1062,2015,45.97,5.84
1062,2016,58.52,6.65
1062,2017,50.88,6.99
1062,2018,49.88,7.34
1062,2019,49.58,7.68
1062,2020,51.26,7.94
1062,2021,,
2000,1995,34.36,14.89
2000,1996,33.61,15.19
2000,1997,33.05,15.24
2000,1998,30.44,15.18
2000,1999,32.42,15.36
2000,2000,32.76,15.27
2000,2001,32.87,15.12
2000,2002,32.43,14.76
2000,2003,32.02,14.57
2000,2004,31.45,14.09
2000,2005,33.47,14.22
2000,2006,34.37,14.15
2000,2007,36.02,14.31
2000,2008,39.51,13.84
2000,2009,44.56,13.49
2000,2010,59.79,13.55
2000,2011,51.58,12.73
2000,2012,52.51,13.05
2000,2013,58.14,13.4
2000,2014,55,13.91
2000,2015,55.14,14.67
2000,2016,55.59,15.58
2000,2017,52.84,16.18
2000,2018,52.75,16.42
2000,2019,53.87,16.54
2000,2020,53.2,16.83
2000,2021,,
3101,1995,36.3,8.35
3101,1996,36.12,8.99
3101,1997,33.27,9.32
3101,1998,34.43,8.74
3101,1999,34.33,9.09
3101,2000,36.13,9.35
3101,2001,37.12,9.65
3101,2002,37.04,9.79
3101,2003,36.17,10
3101,2004,27,10
3101,2005,38.49,10.04
3101,2006,38.1,10.04
3101,2007,40.31,9.88
3101,2008,42.47,9.5
3101,2009,42.68,9.45
3101,2010,44.44,9.51
3101,2011,56.42,7.37
3101,2012,46.04,7.63
3101,2013,46.28,7.94
3101,2014,47.99,8.48
3101,2015,48.97,9.71
3101,2016,47.01,9.21
3101,2017,45.3,9.68
3101,2018,49.73,10.2
3101,2019,51.2,10.9
3101,2020,23.21,11.15
3101,2021,,
3102,1995,15.79,11.93
3102,1996,15.64,12.24
3102,1997,15.56,12.44
3102,1998,15.26,10.96
3102,1999,14.97,10.85
3102,2000,15.14,10.88
3102,2001,18.69,10.71
3102,2002,13.35,10.62
3102,2003,16.71,10.52
3102,2004,12.36,10.35
3102,2005,16.74,10.36
3102,2006,16.4,10.21
3102,2007,18.14,10.16
3102,2008,16.76,10.22
3102,2009,19.27,10.14
3102,2010,21.66,10.11
3102,2011,28.34,8.92
3102,2012,21.06,9.11
3102,2013,20.47,9.6
3102,2014,22.58,10.65
3102,2015,23.8,12.71
3102,2016,20.32,15.47
3102,2017,24.65,16.94
3102,2018,19.2,17.98
3102,2019,23.99,18.35
3102,2020,4.83,19.15
3102,2021,,
3103,1995,28.32,11.12
3103,1996,26.81,11.44
3103,1997,28.22,11.43
3103,1998,29.1,10.98
3103,1999,28.56,11.39
3103,2000,26.64,11.41
3103,2001,28.52,11.73
3103,2002,28.25,12.01
3103,2003,27.07,12.16
3103,2004,20.15,11.97
3103,2005,29.89,11.84
3103,2006,26.64,11.91
3103,2007,30.63,11.81
3103,2008,32.45,11.81
3103,2009,35.96,11.74
3103,2010,39.92,11.73
3103,2011,46.66,9.62
3103,2012,40.45,10.04
3103,2013,38.12,10.8
3103,2014,38.45,11.72
3103,2015,38.84,13.17
3103,2016,40.11,13.81
3103,2017,40.6,14.3
3103,2018,42.12,15.01
3103,2019,43.54,15.68
3103,2020,23.79,15.81
3103,2021,,
3151,1995,15.73,5.82
3151,1996,15.88,5.88
3151,1997,13.91,5.89
3151,1998,13.37,5.66
3151,1999,15.61,5.7
3151,2000,12.78,5.6
3151,2001,13.46,5.62
3151,2002,14.43,5.6
3151,2003,13.88,5.49
3151,2004,10.34,5.4
3151,2005,15.74,5.28
3151,2006,16.71,5.16
3151,2007,17.51,5.07
3151,2008,16.82,4.95
3151,2009,21.72,4.93
3151,2010,24.46,4.94
3151,2011,34.66,3.9
3151,2012,25.59,4.08
3151,2013,25.78,4.41
3151,2014,26.12,4.81
3151,2015,29.69,5.63
3151,2016,27.67,5.96
3151,2017,28.14,6.22
3151,2018,29.75,6.54
3151,2019,37.26,6.82
3151,2020,6.38,7.01
3151,2021,,
3153,1995,25.66,6.63
3153,1996,22.7,6.69
3153,1997,23.24,6.57
3153,1998,20.11,5.82
3153,1999,23.93,5.91
3153,2000,23,5.82
3153,2001,22.47,5.87
3153,2002,21.85,5.85
3153,2003,19.58,5.93
3153,2004,15.08,5.96
3153,2005,19.95,5.91
3153,2006,21.1,5.7
3153,2007,19.21,5.61
3153,2008,18.73,5.5
3153,2009,21.8,5.49
3153,2010,26.31,5.55
3153,2011,36.4,4.85
3153,2012,23.57,5.12
3153,2013,27.25,5.53
3153,2014,23.15,5.96
3153,2015,25.25,7.42
3153,2016,28.68,8.17
3153,2017,26.91,8.9
3153,2018,25.46,9.52
3153,2019,28.52,9.99
3153,2020,2.77,9.75
3153,2021,,
3154,1995,16.31,5.53
3154,1996,21.01,5.6
3154,1997,17.95,5.6
3154,1998,20.3,5.41
3154,1999,20.22,5.57
3154,2000,19.19,5.61
3154,2001,18.62,5.68
3154,2002,18.07,5.73
3154,2003,18.56,5.75
3154,2004,15.84,5.76
3154,2005,20.43,5.74
3154,2006,20.79,5.74
3154,2007,25.74,5.64
3154,2008,23.91,5.54
3154,2009,27.54,5.54
3154,2010,29.16,5.6
3154,2011,40.79,3.4
3154,2012,32.9,3.6
3154,2013,31.41,3.87
3154,2014,32.63,4.4
3154,2015,33.21,5.32
3154,2016,37.66,6.4
3154,2017,33.7,6.62
3154,2018,38.11,6.68
3154,2019,36.1,6.8
3154,2020,7.93,7.01
3154,2021,,
3155,1995,20.65,7.25
3155,1996,20.43,7.38
3155,1997,21.04,7.51
3155,1998,18.91,7.03
3155,1999,19.86,7.2
3155,2000,20.14,7.11
3155,2001,19.92,7
3155,2002,17.46,7.06
3155,2003,17.82,7.06
3155,2004,14.44,7.03
3155,2005,20.75,7.03
3155,2006,21.78,6.99
3155,2007,25.37,6.94
3155,2008,27.09,6.92
3155,2009,31.02,6.95
3155,2010,32.84,7.02
3155,2011,45.58,3.45
3155,2012,32.94,3.55
3155,2013,33.47,3.81
3155,2014,31.67,4.14
3155,2015,34.56,5.51
3155,2016,35.99,5.58
3155,2017,36.72,5.88
3155,2018,35.89,6.27
3155,2019,36.75,6.46
3155,2020,9.03,6.52
3155,2021,,
3157,1995,17.86,7.22
3157,1996,18.94,7.36
3157,1997,19.13,7.44
3157,1998,16.94,7.06
3157,1999,15.71,7.06
3157,2000,17.11,6.95
3157,2001,16.33,6.84
3157,2002,15.66,6.9
3157,2003,14.9,6.84
3157,2004,12.06,6.67
3157,2005,15.47,6.5
3157,2006,16.25,6.41
3157,2007,18.92,6.29
3157,2008,17.19,6.23
3157,2009,18.51,6.19
3157,2010,24.66,6.2
3157,2011,38.27,4.44
3157,2012,32.71,4.54
3157,2013,31.52,4.84
3157,2014,30.53,5.19
3157,2015,34.52,6.45
3157,2016,32.83,6.9
3157,2017,33.71,7.21
3157,2018,35.9,7.63
3157,2019,36.43,7.82
3157,2020,13.34,8.18
3157,2021,,
3158,1995,20.79,5.91
3158,1996,23.16,5.93
3158,1997,22.21,5.78
3158,1998,19.52,5.43
3158,1999,22.23,5.52
3158,2000,21.08,5.44
3158,2001,23.07,5.44
3158,2002,21.14,5.49
3158,2003,20.08,5.64
3158,2004,14.96,5.71
3158,2005,21.14,5.62
3158,2006,19.93,5.51
3158,2007,24.08,5.46
3158,2008,21,5.41
3158,2009,24.57,5.37
3158,2010,26.34,5.39
3158,2011,40.88,3.36
3158,2012,28.38,3.49
3158,2013,30.55,3.76
3158,2014,28.23,4.12
3158,2015,28.51,5.26
3158,2016,32.11,5.73
3158,2017,33.79,5.88
3158,2018,29.31,5.98
3158,2019,36.67,6.07
3158,2020,11.97,6.23
3158,2021,,
3159,1995,30.1,7.82
3159,1996,29.37,8.02
3159,1997,29.73,8.04
3159,1998,28.48,6.95
3159,1999,29.28,7.1
3159,2000,30.22,6.93
3159,2001,,6.87
3159,2002,26.89,6.92
3159,2003,29,6.79
3159,2004,22.14,6.64
3159,2005,30.44,6.56
3159,2006,32.58,6.47
3159,2007,34.03,6.35
3159,2008,31.58,6.31
3159,2009,34.28,6.34
3159,2010,38.88,6.32
3159,2011,49.25,5.41
3159,2012,38.95,5.56
3159,2013,37.8,5.86
3159,2014,38.29,6.24
3159,2015,44.4,7.51
3159,2016,43.81,7.73
3159,2017,43.73,8.12
3159,2018,43.68,8.48
3159,2019,40.55,8.7
3159,2020,17.65,8.88
3159,2021,,
3241,1995,30.37,10.94
3241,1996,30.32,11.47
3241,1997,29.41,11.82
3241,1998,28.52,10.55
3241,1999,28.15,10.66
3241,2000,28.59,10.7
3241,2001,27.68,10.75
3241,2002,27.5,10.87
3241,2003,27.84,10.75
3241,2004,21.15,10.62
3241,2005,28.69,10.53
3241,2006,28.45,10.44
3241,2007,30.63,10.38
3241,2008,30.73,10.21
3241,2009,33.43,10.13
3241,2010,37.91,10.18
3241,2011,48.76,9.32
3241,2012,39.48,9.64
3241,2013,38.9,10.06
3241,2014,39.21,10.65
3241,2015,39.91,11.96
3241,2016,40.94,12.55
3241,2017,40.29,13.14
3241,2018,39.57,13.75
3241,2019,40.93,14.03
3241,2020,16.29,14.26
3241,2021,,
3251,1995,21.14,5.7
3251,1996,21.71,5.8
3251,1997,21.98,5.76
3251,1998,19.96,5.15
3251,1999,19.07,5.22
3251,2000,18.67,5.08
3251,2001,18.84,5.12
3251,2002,18.54,5.06
3251,2003,17.76,5.06
3251,2004,13.56,5.04
3251,2005,18.1,5.09
3251,2006,18.63,5.09
3251,2007,21.09,5.15
3251,2008,20.2,5.09
3251,2009,23.19,5.13
3251,2010,24.04,5.32
3251,2011,36.75,3.83
3251,2012,29.94,4.04
3251,2013,28.04,4.49
3251,2014,27.69,5.07
3251,2015,28.71,6.53
3251,2016,31.23,7.2
3251,2017,31.46,7.76
3251,2018,28.87,8.22
3251,2019,29.29,8.4
3251,2020,1.88,8.7
3251,2021,,
3252,1995,17.22,8.35
3252,1996,19.36,8.77
3252,1997,21.6,8.92
3252,1998,19.17,8.39
3252,1999,20.12,8.53
3252,2000,21.06,8.52
3252,2001,19.62,8.46
3252,2002,18.77,8.28
3252,2003,18.6,8.2
3252,2004,15.7,8.13
3252,2005,20.95,7.99
3252,2006,20.75,7.87
3252,2007,22.11,7.77
3252,2008,21.39,7.73
3252,2009,23.57,7.69
3252,2010,26.7,7.84
3252,2011,39.3,6.13
3252,2012,31.27,6.3
3252,2013,28.7,6.62
3252,2014,31.85,7.23
3252,2015,31.21,8.27
3252,2016,32.99,9.17
3252,2017,30.34,9.74
3252,2018,30.4,10.24
3252,2019,29.67,10.55
3252,2020,3.95,10.97
3252,2021,,
3254,1995,26.99,6.16
3254,1996,27.14,6.4
3254,1997,25.49,6.46
3254,1998,26.02,5.85
3254,1999,28.66,5.9
3254,2000,26.37,5.81
3254,2001,27.62,5.81
3254,2002,26.13,5.82
3254,2003,25.82,5.84
3254,2004,18.77,5.85
3254,2005,26.36,5.78
3254,2006,26.24,5.65
3254,2007,30.35,5.58
3254,2008,27.18,5.54
3254,2009,31.15,5.5
3254,2010,33.57,5.59
3254,2011,46.81,4.72
3254,2012,36.73,4.9
3254,2013,34.41,5.19
3254,2014,34.27,5.59
3254,2015,35.33,6.83
3254,2016,36.22,7.31
3254,2017,34.37,7.63
3254,2018,36.72,8.13
3254,2019,35.7,8.39
3254,2020,9.74,8.6
3254,2021,,
3255,1995,16.82,7.47
3255,1996,13.84,7.63
3255,1997,13.49,7.7
3255,1998,16.81,7.05
3255,1999,11.83,6.92
3255,2000,12.6,6.83
3255,2001,12.81,6.77
3255,2002,16.06,6.86
3255,2003,14.04,6.8
3255,2004,10.79,6.71
3255,2005,16.62,6.63
3255,2006,14.29,6.52
3255,2007,14.51,6.53
3255,2008,13.32,6.44
3255,2009,19.31,6.45
3255,2010,19.28,6.59
3255,2011,27.64,4.19
3255,2012,16.56,4.2
3255,2013,18.93,4.37
3255,2014,16.34,4.62
3255,2015,23.95,5.94
3255,2016,26.44,6.62
3255,2017,23.79,6.97
3255,2018,21.62,7.3
3255,2019,25.44,7.38
3255,2020,0,7.49
3255,2021,,
3256,1995,14.48,5.83
3256,1996,11.89,5.84
3256,1997,12.51,5.76
3256,1998,10.73,5.41
3256,1999,12.83,5.49
3256,2000,13.12,5.4
3256,2001,11.53,5.49
3256,2002,12.6,5.46
3256,2003,10.72,5.42
3256,2004,9.66,5.48
3256,2005,13.14,5.41
3256,2006,13.5,5.41
3256,2007,17.46,5.4
3256,2008,18.79,5.31
3256,2009,21.12,5.22
3256,2010,22.95,5.22
3256,2011,37.51,4.39
3256,2012,25.55,4.22
3256,2013,25.8,4.41
3256,2014,27.96,4.74
3256,2015,25.37,6.03
3256,2016,30.39,7.31
3256,2017,27.61,7.74
3256,2018,29.62,8.08
3256,2019,28.41,8.13
3256,2020,3.17,8.45
3256,2021,,
3257,1995,26.56,7.45
3257,1996,28.33,7.63
3257,1997,26.22,7.65
3257,1998,27.1,7.16
3257,1999,27.15,7.16
3257,2000,25.94,6.88
3257,2001,27.33,6.79
3257,2002,26.5,6.77
3257,2003,27.57,6.61
3257,2004,20.36,6.54
3257,2005,29.82,6.4
3257,2006,30.72,6.22
3257,2007,30.93,6.13
3257,2008,28.76,5.96
3257,2009,36.39,5.95
3257,2010,39.79,5.93
3257,2011,51.32,5
3257,2012,41.11,5.1
3257,2013,38.09,5.29
3257,2014,43.39,5.69
3257,2015,41.42,6.38
3257,2016,37.99,7.56
3257,2017,39,8.16
3257,2018,39.62,8.44
3257,2019,41.8,8.64
3257,2020,16.22,8.87
3257,2021,,
3351,1995,17.07,6.24
3351,1996,18.24,6.41
3351,1997,16.64,6.44
3351,1998,15.41,5.92
3351,1999,17.09,5.9
3351,2000,16.6,5.69
3351,2001,16.25,5.48
3351,2002,13.56,5.42
3351,2003,14.99,5.25
3351,2004,11.29,5.14
3351,2005,15.5,5.04
3351,2006,15.76,4.94
3351,2007,19.22,4.86
3351,2008,17.1,4.87
3351,2009,19.14,4.85
3351,2010,21.4,4.91
3351,2011,34.7,4.17
3351,2012,21.18,4.39
3351,2013,23.03,4.67
3351,2014,24.45,5.19
3351,2015,26.2,6.35
3351,2016,27.27,6.99
3351,2017,24.58,7.4
3351,2018,25.87,7.8
3351,2019,26.83,7.89
3351,2020,2.83,7.9
3351,2021,,
3352,1995,15.69,5.61
3352,1996,17.21,5.69
3352,1997,16.14,5.78
3352,1998,16.18,5.51
3352,1999,15.12,5.68
3352,2000,14.47,5.69
3352,2001,15.26,5.8
3352,2002,14.05,5.86
3352,2003,13.16,5.86
3352,2004,10.85,5.85
3352,2005,15.31,5.72
3352,2006,16.51,5.7
3352,2007,15.66,5.64
3352,2008,15.69,5.62
3352,2009,16.33,5.61
3352,2010,20.42,5.62
3352,2011,33.78,3.96
3352,2012,22.38,4.12
3352,2013,21.58,4.25
3352,2014,24.56,4.67
3352,2015,23.15,5.56
3352,2016,23.01,6.19
3352,2017,24.56,6.21
3352,2018,24.12,6.28
3352,2019,23.57,6.31
3352,2020,0,6.38
3352,2021,,
3353,1995,24.26,4.78
3353,1996,22.11,4.93
3353,1997,22.11,4.86
3353,1998,23.02,4.63
3353,1999,19.24,4.83
3353,2000,24.09,4.92
3353,2001,19.95,4.94
3353,2002,19.77,4.88
3353,2003,15.57,4.85
3353,2004,13.9,4.78
3353,2005,18.23,4.75
3353,2006,23.05,4.69
3353,2007,23.43,4.74
3353,2008,21.42,4.71
3353,2009,26.23,4.74
3353,2010,28.8,4.91
3353,2011,42.99,4.24
3353,2012,29.89,4.54
3353,2013,32.8,4.92
3353,2014,32.74,5.4
3353,2015,35.33,6.39
3353,2016,39.42,7
3353,2017,37.58,7.28
3353,2018,37.67,7.56
3353,2019,39.8,7.85
3353,2020,11.22,8.07
3353,2021,,
3354,1995,15.98,3.34
3354,1996,19.24,3.39
3354,1997,19.33,3.45
3354,1998,17.99,3.39
3354,1999,22.02,3.43
3354,2000,19.89,3.53
3354,2001,17.5,3.6
3354,2002,19.52,3.78
3354,2003,13.28,4.01
3354,2004,16.37,4.07
3354,2005,15.75,4.02
3354,2006,17.53,4.04
3354,2007,16.51,4.24
3354,2008,16.81,4.32
3354,2009,16.91,4.6
3354,2010,19.31,4.5
3354,2011,36.1,3.13
3354,2012,23.16,3.34
3354,2013,25.19,3.74
3354,2014,22.75,4.45
3354,2015,28.3,7.59
3354,2016,25.05,5.74
3354,2017,24.1,5.29
3354,2018,25.47,5.49
3354,2019,28.8,5.72
3354,2020,2.44,5.92
3354,2021,,
3355,1995,24.52,5.38
3355,1996,26.78,5.6
3355,1997,25.19,5.66
3355,1998,24.24,5.36
3355,1999,24.16,5.43
3355,2000,24.5,5.53
3355,2001,24.87,5.78
3355,2002,26.13,5.8
3355,2003,25.45,5.79
3355,2004,17.15,5.79
3355,2005,25.43,5.78
3355,2006,23.69,5.6
3355,2007,23.03,5.52
3355,2008,26.37,5.36
3355,2009,29.3,5.36
