wk_id,brownweights,brown1,brown0_3,brown0_5,total_employees,state,election_year,brownness_share,brown1_share,brown0_3_share,brown0_5_share
43,7886.5922477914,3807.65176422325,11003.5228387996,6055.48248297774,231537.296866782,3,2013,0.0340618654295211,0.0164450903407326,0.0475237596175731,0.0261533781594671
44,5208.65890178419,3095.7365969002,7286.30791619049,4224.25277177447,81993.7412014781,15,2013,0.0635250791762908,0.0377557671053604,0.0888641963328189,0.0515192100015839
45,3828.22439617553,1691.42462044706,5909.79700573239,3428.7869442126,62828.1507473194,15,2013,0.0609316739493381,0.0269214452491143,0.0940628832050183,0.0545740548373357
46,5752.01640320113,3478.30803670964,7492.81944139452,4665.39987731483,73831.4676995916,3,2013,0.0779073826163821,0.0471114572835301,0.101485446176983,0.0631898568818596
47,6638.98299159815,3204.42532882738,9264.41571222662,5098.82220940127,194780.771690515,3,2013,0.0340843859174495,0.0164514459051371,0.0475632970945753,0.026177235900383
48,5624.8196800629,2307.10634544159,8653.91281493805,5020.59581321715,85276.4867355222,3,2013,0.065959796133579,0.0270544253610833,0.10148064426924,0.0588743275598126
49,7383.15483057267,3471.84545999952,10875.0907462722,6776.64502707047,82293.8029802782,3,2013,0.0897170207620864,0.0421884192280134,0.132149570835588,0.0823469663772192
50,4876.10168605761,1831.33347376806,7297.8077963327,4381.22590617661,119018.044448835,3,2013,0.040969432060815,0.0153870237260984,0.061316818219694,0.0368114425544948
51,9301.1051977882,1198.50472625178,15918.9099861218,5002.36137892501,146686.34078801,15,2013,0.0634081206731448,0.00817052712483875,0.108523465106596,0.0341024348419351
52,7070.89256694295,3748.80245834132,9959.27721340363,6431.79583473654,101754.215936746,3,2013,0.0694899223766655,0.0368417408932884,0.0978758189203154,0.0632091336513738
53,5057.65101147066,2245.99636679539,7476.61410530025,4377.09312532673,88209.0072703944,16,2013,0.057337126535922,0.0254622111312346,0.0847602114190171,0.0496218386395537
54,4939.85306553869,2045.34267964087,6825.95565267374,3920.9340402362,120229.524346281,4,2013,0.0410868552661915,0.0170119834604846,0.0567743712685234,0.0326120731289201
55,7758.14942299846,3523.58008321305,10210.8159237522,6019.29849881813,171363.1995619,4,2013,0.0452731359056823,0.0205620582028189,0.0595858150983217,0.0351259693691926
56,5153.65709610675,2869.21521111675,7003.90460941861,4537.68315180238,71624.7252030398,12,2013,0.0719536037520186,0.0400590048057173,0.0977861288760848,0.0633535854963364
57,3681.19500715831,2272.90849832808,4900.15315816304,3282.47030136185,60895.1944031684,12,2013,0.0604513220334966,0.0373249239222368,0.0804686347779864,0.053903601647605
58,3967.13993505974,1949.27516839217,5638.9602687665,3432.62844404361,71782.4166152992,12,2013,0.0552661796874391,0.0271553294010544,0.078556289055956,0.0478199064046556
59,2896.83141980648,1494.03036230576,4076.93844673409,2629.72126980354,71109.7872450434,12,2013,0.0407374502447045,0.0210101931138867,0.0573330142682752,0.0369811438296329
60,5500.6689071709,2766.4711167109,8213.61450390604,4687.87008024263,99860.9237116313,15,2013,0.055083296876516,0.0277032398047874,0.0822505360317367,0.0469439887596054
61,2261.52714114968,1303.76317938905,3023.88249922067,2095.28199274224,90783.0928423604,11,2013,0.0249113251194987,0.0143612994288811,0.0333088728808949,0.0230800904346867
62,5422.95391455639,2790.45583075147,7491.56667540283,4676.87320903707,101182.944970515,11,2013,0.0535955334778669,0.0275783219352295,0.0740398164689307,0.0462219518358547
63,4745.82529167078,2556.98802970955,6624.09029454074,4640.16407555496,79212.4232351302,11,2013,0.0599126386726425,0.0322801389640551,0.0836243864788496,0.0585787416423473
64,5659.76693515601,3595.29761954182,7276.72910348493,5109.37794023672,80553.4843807347,14,2013,0.0702609822364134,0.0446324283447344,0.0903341321536333,0.0634283914534017
65,5388.06111474455,3095.82967176881,7366.11606807626,4713.16837483256,65518.1244841898,14,2013,0.0822377190611545,0.0472515001939023,0.112428677195327,0.0719368634547819
66,5012.23428331409,2919.19564100296,6553.00065427678,4737.81524966078,62336.289029737,15,2013,0.0804063629922379,0.0468297950750707,0.10512336804571,0.07600412734548
67,7546.41459114466,4219.04371465181,10581.3288893335,6501.82900428503,85958.6646114667,15,2013,0.0877912031934705,0.0490822389310245,0.123097874276679,0.0756390182848152
68,6355.3280507513,3094.54301891585,9523.48437322589,5761.64998795099,80602.2029913683,15,2013,0.0788480688478439,0.0383927846146741,0.118154144921396,0.0714825373764041
69,4901.3822806044,1835.98908348997,7576.47716133218,4041.41040727654,120161.271128465,15,2013,0.0407900335488655,0.0152793746791103,0.063052571682869,0.0336332195001155
70,5537.06615632391,3385.80334033958,7600.14400862838,5046.44572858056,74212.8258098203,15,2013,0.0746106363139081,0.0456228866559553,0.102410114770521,0.067999643909433
71,9127.30150260186,5524.12418038475,12263.2754020188,8672.47615002246,90118.9330366175,15,2013,0.101280621008831,0.0612981533873705,0.136078790425048,0.0962336754086805
72,3500.47340910704,1893.47499294184,4810.59654837458,2972.42938055975,104285.117317163,15,2013,0.033566375520881,0.0181567134568511,0.0461292720584862,0.0285029106456262
73,6095.6277151243,3924.03435782877,8041.73256268133,5387.02971746006,68930.8195038577,16,2013,0.0884310930727171,0.0569271392110631,0.116663817731505,0.0781512501408544
74,6231.19844049145,3596.70024973805,8819.17078152647,6035.57502007612,81265.0429042482,15,2013,0.0766774767821566,0.044258885754554,0.108523547965363,0.0742702495978207
75,1396.99012350934,621.127424050787,1990.85054994968,1132.37719264028,63766.3118919766,11,2013,0.0219079649121923,0.00974068290327043,0.0312210396192002,0.0177582356426476
76,2911.22431440424,1294.3901928723,4148.79690745971,2359.84228981385,132865.353527096,12,2013,0.0219110869547384,0.00974211981160563,0.0312255738409158,0.017761156141677
77,2568.46765419043,1141.97902815965,3660.34073123121,2081.96640020079,117219.161908871,11,2013,0.0219116705184023,0.00974225552855813,0.0312264707546438,0.0177613145009462
78,2549.51652335806,1133.91501620228,3633.13062491683,2066.89284986578,116343.991632463,11,2013,0.0219136071195849,0.00974622754722377,0.031227488192034,0.0177653596104491
79,3249.36311120502,1445.51020064505,4630.13426736831,2634.53386453874,148325.110541343,11,2013,0.0219070331338086,0.00974555282898065,0.0312161187709194,0.0177618870798307
80,1983.09497016189,881.72038566062,2826.10853542149,1607.46413110628,90519.3603381322,11,2013,0.0219079649121923,0.00974068290327043,0.0312210396192002,0.0177582356426476
81,1597.8279508909,710.430276445339,2277.05357996722,1295.18093698765,72927.1603252468,11,2013,0.0219099159183598,0.00974164184203665,0.031223669889405,0.0177599255368136
82,1582.76034649594,703.728319136117,2255.59089413892,1282.96256391814,72244.9584412777,11,2013,0.0219082463419568,0.00974086405915955,0.0312214297413198,0.017758506497875
83,860.843184796501,382.746664336566,1226.78757639842,697.785311792054,39293.6171044085,11,2013,0.0219079649121923,0.00974068290327043,0.0312210396192002,0.0177582356426476
84,5117.1311692295,2275.2792460864,7292.40439467814,4148.0064496052,233540.557464758,11,2013,0.0219111028284742,0.00974254438195279,0.0312254302800428,0.0177613965412888
85,1713.39229680781,761.823501691569,2441.75477091184,1388.88681190556,78198.2542820366,12,2013,0.0219108765603403,0.00974220599533987,0.031225182624988,0.0177610974139688
86,1673.89736584278,744.246580128331,2385.47230310461,1356.84092181428,76403.5698011264,12,2013,0.0219086277015568,0.0097409922345979,0.0312220006121945,0.0177588681438059
87,2866.45920645636,1762.6649903794,3791.24530890619,2433.42377580126,44718.3239833903,5,2013,0.0641003273629184,0.0394170629255718,0.0847805769803531,0.0544167034682497
88,9544.80970112206,5868.72382720388,12625.8510478829,8102.23785275101,148780.9234004,5,2013,0.0641534511480012,0.0394454053185968,0.0848620290781778,0.0544575048169733
89,3230.94065375646,1073.84468340903,4710.65080417019,2417.74840300774,62531.268381466,5,2013,0.0516692006636811,0.0171729234222172,0.075332724348934,0.0386646307613416
90,7415.78465943377,4645.38216877159,10138.3525793986,6206.90872461899,78296.7622997152,5,2013,0.0947138098896937,0.0593304503574407,0.129486230102206,0.0792741429186985
91,7313.04781845478,4789.296158253,9458.9011337633,6742.90776338499,98247.6139175002,5,2013,0.0744348643886216,0.0487472007439757,0.0962761410338786,0.0686317712412548
92,6410.47087386921,3838.97638324706,8653.24165286464,5645.84177362411,85110.5920806881,7,2013,0.0753193077048722,0.0451057417108268,0.101670561105497,0.0663353600956228
93,4006.06122903287,1969.4559318276,5834.1884238996,2906.15422954464,160139.056770978,5,2013,0.0250161410327408,0.0122984109656909,0.0364320144100969,0.018147691688361
94,2876.71265296012,1415.82834766753,4187.82403250827,2088.72373078045,114778.317722528,5,2013,0.0250632062748512,0.0123353293179488,0.0364861945670975,0.0181978946217862
95,3938.75362516266,1940.93398928128,5731.38315067012,2861.45158071718,156863.60557515,5,2013,0.025109416621663,0.0123733863069431,0.0365373671582751,0.0182416537617217
96,2947.60225357479,1431.55352398332,4438.09564860438,2321.73451884242,162645.77749509,7,2013,0.018122832937755,0.00880166424256872,0.0272868789891477,0.0142747912340516
97,4265.22545206715,1731.61348043887,6308.75898358476,3574.23620258613,81341.2575526896,7,2013,0.0524361877403273,0.0212882555856381,0.077559152309616,0.0439412459325562
98,3183.34476335692,1296.09140187974,4706.21467693549,2669.16155888586,61534.8521507384,7,2013,0.05173238664097,0.0210627206628332,0.0764804742750816,0.0433764194695288
99,8559.20466378296,2791.83776763022,14574.2860942295,6559.81575763659,95823.8449393926,7,2013,0.0893222837092015,0.0291351048311203,0.152094565850989,0.068457029268504
100,3911.90454815676,2241.27943388805,5543.43955676481,3129.02548908326,70839.8206421085,5,2013,0.0552218302177836,0.031638694361061,0.078253156297091,0.0441704321202546
101,9291.31274467267,6508.43994538204,11520.4476168415,8392.05792421687,133373.456413028,5,2013,0.0696638821138407,0.0487986149599875,0.0863773641823096,0.0629214998989643
102,6572.64949320494,3563.32759810404,9581.87115338179,4958.56376112724,91808.4345879642,5,2013,0.0715909112567158,0.0388126386654586,0.104368092064582,0.0540098933543661
103,10087.9928196468,4416.19930091892,16353.8474334994,6326.64738338081,114844.437464575,5,2013,0.0878405000917746,0.0384537501198624,0.142399995981904,0.0550888447281771
104,5075.70681484846,2175.46420281088,7822.28149505402,3707.40456563243,80140.5417683241,5,2013,0.0633350699015946,0.0271456138779279,0.097607045353739,0.0462612865327272
105,6114.90271135024,2614.20275530855,9430.77862001368,4463.40656950951,96684.2529760268,5,2013,0.0632461080592561,0.0270385577262179,0.0975420332652524,0.0461647727744892
106,5183.6815727304,2896.00214469552,6740.00908965097,4219.29372502202,213384.435650347,5,2013,0.0242926882503484,0.0135717590454485,0.0315862263763942,0.0197732028212957
107,3947.18650754342,2203.91306553385,5129.39041279783,3213.63288451992,163370.676259591,5,2013,0.0241609240894092,0.0134902610186415,0.0313972527398209,0.0196708060350657
108,6482.98747007887,4338.69956707083,8249.9379551816,5666.67738004147,82646.3469170287,5,2013,0.0784425169643293,0.0524971729413108,0.0998221731864807,0.068565370296771
109,3605.66002573141,1760.6721287179,4955.86814027771,2789.06228594894,89040.8230878259,5,2013,0.0404944597398314,0.0197737629511943,0.0556583819467781,0.0313234108718642
110,8636.97561069554,5728.53444344444,11329.5589853108,7413.97738881533,104485.595283797,5,2013,0.0826618787712923,0.0548260688747092,0.108431779084363,0.0709569330459186
111,5244.24815802633,2508.56706440218,7538.29665669331,4665.37309644625,82746.1156212475,5,2013,0.063377575112175,0.0303164329294272,0.0911015169726908,0.0563817776994028
112,4139.07460672887,2107.14462978175,5856.06884615881,3573.70509566028,86600.8030892488,5,2013,0.0477948755563298,0.0243316984902574,0.0676214150130187,0.0412664198041825
113,5698.29471398063,2843.10554315703,7882.29037103082,4540.48363089574,108937.454136332,5,2013,0.0523079482548711,0.0260985128181808,0.0723561095999765,0.0416797295924823
114,3918.90113623811,2465.83161992949,5314.98467442131,3270.31226309299,50176.5344207274,5,2013,0.0781022679521537,0.0491431233423504,0.105925702836618,0.0651761286594968
115,7493.69196703987,5197.66289391805,9872.32497817206,6099.12038988786,83227.7234587597,5,2013,0.0900384109479227,0.0624511001612769,0.118618226810732,0.0732823167139738
116,7262.74077642934,5035.0908056909,9571.21392469645,5908.63452670914,80611.4223720653,5,2013,0.0900956782887153,0.0624612574437806,0.118732725996573,0.0732977331604148
117,3216.63926628217,1498.78971817744,4957.4558066147,2226.12245247035,68231.8910544479,5,2013,0.0471427541663084,0.0219661172366075,0.0726559931141104,0.0326258354864288
118,4447.72199806507,2545.8017422214,6625.43644564229,3285.76232637737,85941.8523763761,5,2013,0.0517526894648092,0.0296223745687054,0.0770920833382399,0.03823238894116
119,2475.47930566386,1354.53803335222,3299.72040142547,1937.07635050268,85377.1780143508,5,2013,0.0289946255338607,0.0158653408891606,0.0386487405436477,0.0226884560435704
120,3352.75397617915,1832.49162766395,4470.59672752091,2620.77489409486,115753.916323496,5,2013,0.028964497121715,0.0158309255173942,0.0386215591619983,0.0226409177100376
121,2788.5114228507,1985.18730344881,3449.62783762513,2518.44989655672,34225.680747871,5,2013,0.0814742427884116,0.0580028580898951,0.100790627454202,0.0735836319841026
122,6499.68614476576,4635.85935401595,8030.48788770828,5877.4548456592,79172.2293686124,5,2013,0.0820955301701097,0.0585541090731724,0.101430614645442,0.0742363186249913
123,4652.79015469334,3055.10363290319,6142.07857037031,4073.67656556235,76220.5894174785,5,2013,0.0610437440887382,0.0400823931729215,0.0805829319520041,0.0534458811811313
124,6598.22941542215,3295.61520023353,9482.88678448471,5667.8755221568,82376.429302864,5,2013,0.0800985120532864,0.0400067741236625,0.115116506805849,0.0688045788112322
125,8387.61073994495,6522.88483089652,10022.3118604446,7555.09965835177,74971.9291260198,5,2013,0.11187668288282,0.0870043615915531,0.133680858653086,0.100772379028055
126,7266.52675244155,2990.48139387246,11082.9733146605,5896.53246934034,91447.9140399478,5,2013,0.0794608256375019,0.0327014719282291,0.121194380768697,0.0644796825738914
127,4539.06276857318,2365.12468574754,6451.50410061473,3843.17800393872,73876.2331405284,5,2013,0.0614414484281963,0.0320146897751075,0.087328547035453,0.0520218457352606
128,6899.65769074843,3985.15467409045,9376.17179864627,6216.60206117685,85609.5170925302,3,2013,0.0805945171176588,0.0465503697419895,0.109522540449704,0.0726157823604786
129,4720.32984856541,2666.17842684956,5927.81074505067,3885.79741569733,151494.160386156,5,2013,0.0311584937434774,0.0175992158381123,0.0391289719018923,0.0256498165064085
130,6934.69156776064,2836.59097031805,10995.6478478525,5151.01698249075,85449.6518308807,5,2013,0.0811552934292297,0.033196050651349,0.128679843770631,0.0602813103637389
131,12687.8548226916,5985.8257837238,17183.6671029662,8879.52554284589,136534.340651012,5,2013,0.0929279385844937,0.043841173987311,0.125856008246954,0.0650351076550211
132,6258.01241390259,2682.24236441882,9480.6720125495,4060.11061414563,145675.788001893,5,2013,0.042958493650443,0.0184124101967032,0.0650806296817582,0.0278708676976086
133,7963.15176493569,3820.43970884869,11039.1900847005,5695.41625822883,94843.0488244438,5,2013,0.0839613642078886,0.0402817049451921,0.116394297964148,0.0600509613389922
134,7170.6362959567,2540.95270159317,11488.1234468346,4900.07980509967,111943.71452741,3,2013,0.0640557294907429,0.0226984847905061,0.102624104402232,0.0437727104713849
135,4321.58296894505,1468.12363009094,6712.79895421024,3107.49411412335,64794.2227945823,5,2013,0.0666970415347955,0.0226582489421216,0.103601813011816,0.0479594318767442
136,5458.11291362667,1890.83757084324,8492.44860327871,4019.18509424673,83704.1124337537,5,2013,0.065207225247701,0.022589542088983,0.101457961339712,0.0480165786051151
137,8253.87526459172,3493.77219272743,12756.9181230997,6075.4400392572,119859.970780029,5,2013,0.0688626503984344,0.0291487822831136,0.106431847430629,0.050687815120588
138,8978.97942097852,4683.31223164608,13868.5640593484,6530.00676212231,107495.50111864,5,2013,0.083528885651397,0.0435675184813289,0.129015297524331,0.0607467912067808
139,5111.01534370834,2220.5985909685,8181.68185776247,3613.58439747358,60841.9677153841,5,2013,0.0840047673608689,0.0364978102180448,0.134474313783473,0.0593929574135038
140,4391.12048064441,2319.84425908778,6401.98420391178,3662.01732303949,86731.5950740636,5,2013,0.0506288449658357,0.0267473953074052,0.0738137491700097,0.0422224141030999
141,5981.31933788253,4013.27468896527,7881.24326627665,5198.90099966085,86438.4659401645,5,2013,0.0691974258546305,0.0464292678648807,0.0911775004398192,0.0601456879540145
142,3255.38659613228,1487.427780813,4797.03607834492,2399.64380615511,102835.202221629,5,2013,0.0316563445766004,0.0144641888057682,0.0466478012850737,0.0233348479344984
143,3472.08553642261,1587.54040669879,5116.4551622817,2558.55251724934,109646.539373201,5,2013,0.0316661661760684,0.0144787096407605,0.0466631705070687,0.0233345487406663
144,5196.46408206072,2981.81058212657,7584.12436455617,4010.68537505838,75088.3693395242,5,2013,0.0692046468416975,0.0397106850016123,0.101002651026597,0.0534128708658383
145,5889.96275622024,3281.09672421662,8478.94279971128,4471.55909070498,95492.1639825277,5,2013,0.0616800636887643,0.0343598530746142,0.0887920269694871,0.0468264505087889
146,8228.53847568048,3016.11452309036,14035.8682345965,5314.26216910606,104038.694775514,5,2013,0.0790911352111381,0.0289903148977243,0.134910076148898,0.0510796697380023
147,9360.79874850492,4431.50786758066,14571.7109146323,6721.05167181221,96533.8556380697,5,2013,0.0969690756329155,0.0459062557720218,0.150949227276961,0.0696237773513487
148,9682.48337830276,3166.99349694529,16927.224297025,6783.00895177219,108428.299820038,7,2013,0.0892984893646136,0.0292081818326181,0.156114449134771,0.0625575515158883
149,13819.7755875768,4486.09999635137,25045.98655464,8759.06449270443,117952.771762123,7,2013,0.117163635759635,0.0380330188882593,0.212339109801935,0.0742590815107671
150,10397.3385402628,3797.85708405235,18075.6395246211,7022.70895284072,88390.5214846222,5,2013,0.11762956441061,0.0429667912380524,0.204497487072364,0.07945092793759
151,5165.78486918032,3302.51790083969,6794.19732839771,4483.93254439174,68928.5230778296,15,2013,0.0749440817605718,0.0479122104083197,0.0985687350463921,0.0650519167417642
152,604.754236040565,259.281447247663,837.264143746009,509.557159710997,20407.833185051,14,2013,0.0296334368551951,0.0127049964048898,0.0410266066051203,0.0249687046679827
153,455.418318772933,194.303368836483,631.19325858316,383.768762101949,15416.9248912953,14,2013,0.0295401529153244,0.0126032506616278,0.0409415796622026,0.0248926919478367
154,4110.26819738877,2038.60991256545,6020.42479523986,3671.88614424003,61849.3810866093,16,2013,0.0664560926104185,0.0329608781324867,0.09734009766095,0.0593681954407627
155,7291.37137326104,3778.74782137409,10799.5142055291,6521.86599343425,84533.7401482503,14,2013,0.086253978121326,0.0447010603665134,0.127753890772958,0.0771510403064692
156,8372.11963489386,4000.53388657848,12630.5186319933,6986.04397985078,99059.7997784095,14,2013,0.0845158142215284,0.0403850390928249,0.127503979013151,0.0705235019198314
157,5377.08665638111,2930.95915262266,7901.20144728332,4397.86232053829,81137.9977395422,14,2013,0.0662708817839193,0.0361231387793326,0.0973797932831254,0.0542022534824644
158,5458.57537771806,2719.19934090546,8195.64052230101,4597.93437495223,75291.7263953099,14,2013,0.0724990067176636,0.0361155132322062,0.108851807690938,0.0610682553725936
159,1914.32097640666,850.60521999635,2593.36228648947,1599.02797983659,57807.7567449944,14,2013,0.0331152960121122,0.0147143786213431,0.0448618391806741,0.0276611318250997
160,6693.38489932671,2996.26217717059,9167.41122770327,5591.15410100788,190179.239209737,14,2013,0.0351951397383864,0.0157549382867506,0.0482040587910497,0.0293993925111969
161,8261.67239844248,4873.37555250219,11488.567815086,7216.09482421904,85951.9833846844,14,2013,0.0961196248545744,0.0566988143914148,0.133662626069582,0.0839549541506551
162,5336.6923851445,2126.57286471481,8050.22798818743,3189.149642243,109660.163131842,14,2013,0.0486657345086047,0.0193923919496461,0.0734106876943893,0.0290821165240176
163,5519.212098213,2544.71733970719,7940.19895512961,4070.10577221547,64317.7957875414,16,2013,0.0858115865233382,0.0395647473385603,0.123452597495073,0.0632811762651212
164,8595.13664920074,3930.80158935174,14250.9681379399,6207.35179786186,94658.2246074283,14,2013,0.0908017944013523,0.0415262551738507,0.150551821535237,0.0655764654746624
165,7125.97669993631,2242.09673362031,9400.3085614024,4228.7586500607,95513.4414779504,16,2013,0.0746070562391093,0.0234741487577736,0.098418698100963,0.0442739637963619
166,6073.02052336472,2871.1778039578,9358.61018391762,4693.04274163113,78010.1708706503,14,2013,0.0778490862868955,0.0368051726065123,0.119966538715,0.0601593701084533
167,6164.22474209462,1689.55017860316,9311.47759289857,4916.14170737158,87190.3087196511,3,2013,0.0706985080407832,0.0193777290551371,0.10679486894396,0.0563840383130054
168,1128.84623255878,199.769702042217,1722.0755034512,879.466596168012,20146.2040078801,3,2013,0.0560327013524351,0.00991599717565046,0.0854789072312389,0.0436542087940741
169,5064.89518602041,2404.65931970578,7760.61216032796,4271.82167975737,73747.3997036651,16,2013,0.0686789663957291,0.0326066997530528,0.105232349771137,0.0579250481633601
