county,year,hh_income_vgrdl
7231,2014,20696
7231,2015,20424
7231,2016,21275
7231,2017,21658
7231,2018,22606
7231,2019,23272
7231,2020,23709
7232,2001,14706
7232,2002,14561
7232,2003,14944
7232,2004,15665
7232,2005,15919
7232,2006,16473
7232,2007,16961
7232,2008,17335
7232,2009,17831
7232,2010,18275
7232,2011,18739
7232,2012,19300
7232,2013,19315
7232,2014,19773
7232,2015,20521
7232,2016,20921
7232,2017,21239
7232,2018,21997
7232,2019,22609
7232,2020,22922
7233,2001,14911
7233,2002,14882
7233,2003,15407
7233,2004,16102
7233,2005,16406
7233,2006,16865
7233,2007,17145
7233,2008,17437
7233,2009,17947
7233,2010,17992
7233,2011,18488
7233,2012,19021
7233,2013,19192
7233,2014,19514
7233,2015,19975
7233,2016,20870
7233,2017,21251
7233,2018,22379
7233,2019,22925
7233,2020,23431
7235,2001,15306.0519490523
7235,2002,15363.0388011376
7235,2003,15908.0419578351
7235,2004,16685.0442040583
7235,2005,17067.0481352181
7235,2006,17637.0621309442
7235,2007,18090.0675113876
7235,2008,18344.0774258237
7235,2009,18815.1082974903
7235,2010,18827.0962219958
7235,2011,19568.0713921008
7235,2012,19863
7235,2013,20195
7235,2014,20838
7235,2015,21179
7235,2016,21828
7235,2017,22369
7235,2018,23366
7235,2019,23909
7235,2020,24423
7311,2001,15929
7311,2002,15944
7311,2003,16307
7311,2004,16822
7311,2005,16869
7311,2006,17167
7311,2007,17369
7311,2008,17693
7311,2009,18129
7311,2010,18454
7311,2011,19134
7311,2012,19928
7311,2013,20058
7311,2014,19948
7311,2015,20900
7311,2016,20386
7311,2017,21169
7311,2018,22186
7311,2019,22429
7311,2020,23012
7312,2001,15193
7312,2002,15155
7312,2003,15431
7312,2004,15889
7312,2005,15985
7312,2006,16318
7312,2007,16498
7312,2008,16784
7312,2009,17194
7312,2010,17119
7312,2011,17433
7312,2012,17315
7312,2013,17492
7312,2014,17594
7312,2015,18102
7312,2016,18306
7312,2017,18692
7312,2018,19358
7312,2019,19872
7312,2020,20544
7313,2001,17167
7313,2002,17103
7313,2003,17460
7313,2004,18129
7313,2005,18466
7313,2006,18845
7313,2007,19068
7313,2008,19247
7313,2009,19620
7313,2010,19443
7313,2011,19808
7313,2012,19888
7313,2013,20047
7313,2014,20120
7313,2015,20486
7313,2016,20551
7313,2017,21424
7313,2018,21974
7313,2019,22013
7313,2020,22638
7314,2001,15043
7314,2002,15145
7314,2003,15483
7314,2004,15857
7314,2005,15991
7314,2006,16403
7314,2007,16770
7314,2008,17033
7314,2009,17399
7314,2010,17496
7314,2011,17787
7314,2012,17932
7314,2013,18135
7314,2014,18295
7314,2015,18819
7314,2016,19003
7314,2017,19449
7314,2018,19901
7314,2019,19877
7314,2020,20560
7315,2001,17858
7315,2002,17686
7315,2003,18046
7315,2004,18476
7315,2005,18463
7315,2006,18376
7315,2007,18608
7315,2008,18753
7315,2009,19366
7315,2010,19427
7315,2011,19825
7315,2012,21108
7315,2013,19975
7315,2014,20386
7315,2015,21047
7315,2016,21476
7315,2017,21907
7315,2018,22481
7315,2019,22994
7315,2020,23650
7316,2001,19247
7316,2002,18693
7316,2003,18845
7316,2004,19130
7316,2005,19599
7316,2006,20479
7316,2007,21069
7316,2008,21260
7316,2009,21748
7316,2010,21924
7316,2011,22716
7316,2012,23254
7316,2013,23223
7316,2014,23570
7316,2015,24813
7316,2016,24295
7316,2017,24981
7316,2018,25887
7316,2019,26900
7316,2020,27439
7317,2001,15854
7317,2002,15656
7317,2003,15931
7317,2004,16146
7317,2005,16359
7317,2006,16915
7317,2007,17281
7317,2008,17379
7317,2009,17627
7317,2010,17470
7317,2011,17787
7317,2012,18035
7317,2013,18019
7317,2014,18194
7317,2015,18629
7317,2016,18766
7317,2017,19310
7317,2018,19798
7317,2019,20268
7317,2020,21033
7318,2001,16610
7318,2002,16821
7318,2003,17456
7318,2004,18270
7318,2005,19062
7318,2006,20253
7318,2007,21230
7318,2008,20931
7318,2009,21201
7318,2010,20667
7318,2011,21189
7318,2012,22816
7318,2013,21520
7318,2014,21996
7318,2015,22586
7318,2016,23627
7318,2017,23621
7318,2018,24707
7318,2019,24936
7318,2020,25531
7319,2001,15763
7319,2002,15787
7319,2003,16138
7319,2004,16689
7319,2005,16850
7319,2006,17154
7319,2007,17409
7319,2008,17694
7319,2009,18002
7319,2010,18182
7319,2011,18539
7319,2012,18682
7319,2013,18882
7319,2014,19154
7319,2015,19549
7319,2016,20047
7319,2017,20261
7319,2018,21354
7319,2019,22281
7319,2020,22901
7320,2001,14912
7320,2002,14799
7320,2003,15030
7320,2004,15301
7320,2005,15689
7320,2006,16339
7320,2007,16883
7320,2008,17113
7320,2009,17511
7320,2010,17648
7320,2011,17982
7320,2012,17915
7320,2013,18294
7320,2014,18431
7320,2015,19111
7320,2016,19362
7320,2017,19992
7320,2018,20401
7320,2019,20942
7320,2020,21694
7331,2001,16413
7331,2002,16272
7331,2003,16534
7331,2004,17187
7331,2005,17416
7331,2006,17957
7331,2007,18401
7331,2008,18542
7331,2009,18824
7331,2010,19258
7331,2011,19722
7331,2012,20143
7331,2013,20627
7331,2014,20876
7331,2015,21453
7331,2016,21853
7331,2017,22320
7331,2018,23361
7331,2019,23726
7331,2020,24177
7332,2001,17891
7332,2002,17789
7332,2003,18117
7332,2004,18756
7332,2005,19223
7332,2006,19955
7332,2007,20625
7332,2008,20885
7332,2009,21406
7332,2010,21763
7332,2011,22462
7332,2012,22967
7332,2013,23357
7332,2014,23782
7332,2015,24439
7332,2016,24960
7332,2017,25449
7332,2018,26608
7332,2019,27069
7332,2020,27634
7333,2001,14848
7333,2002,14896
7333,2003,15279
7333,2004,15884
7333,2005,16187
7333,2006,16779
7333,2007,17341
7333,2008,17481
7333,2009,17751
7333,2010,17879
7333,2011,18413
7333,2012,19126
7333,2013,19088
7333,2014,19656
7333,2015,20149
7333,2016,20479
7333,2017,21035
7333,2018,21949
7333,2019,22548
7333,2020,23110
7334,2001,16317
7334,2002,16289
7334,2003,16631
7334,2004,17203
7334,2005,17456
7334,2006,17892
7334,2007,18191
7334,2008,18424
7334,2009,18858
7334,2010,19075
7334,2011,19610
7334,2012,20085
7334,2013,20288
7334,2014,20705
7334,2015,21366
7334,2016,21737
7334,2017,22281
7334,2018,23185
7334,2019,24083
7334,2020,24717
7335,2001,15246
7335,2002,15181
7335,2003,15449
7335,2004,15966
7335,2005,16095
7335,2006,16437
7335,2007,16703
7335,2008,17040
7335,2009,17627
7335,2010,17895
7335,2011,18491
7335,2012,18868
7335,2013,19014
7335,2014,19334
7335,2015,19907
7335,2016,20445
7335,2017,20945
7335,2018,21730
7335,2019,22101
7335,2020,22711
7336,2001,14495
7336,2002,14491
7336,2003,14729
7336,2004,15025
7336,2005,15274
7336,2006,15711
7336,2007,16071
7336,2008,16452
7336,2009,16786
7336,2010,17003
7336,2011,17562
7336,2012,18032
7336,2013,18392
7336,2014,18903
7336,2015,19276
7336,2016,19620
7336,2017,20303
7336,2018,20896
7336,2019,21992
7336,2020,22721
7337,2001,17058
7337,2002,16739
7337,2003,16974
7337,2004,17519
7337,2005,17776
7337,2006,18345
7337,2007,18804
7337,2008,19064
7337,2009,19462
7337,2010,19871
7337,2011,20595
7337,2012,21033
7337,2013,21643
7337,2014,21773
7337,2015,22331
7337,2016,22762
7337,2017,23362
7337,2018,24292
7337,2019,24979
7337,2020,25471
7338,2001,18514
7338,2002,18343
7338,2003,18644
7338,2004,19227
7338,2005,19616
7338,2006,20202
7338,2007,20722
7338,2008,21030
7338,2009,21568
7338,2010,22015
7338,2011,22678
7338,2012,23239
7338,2013,23482
7338,2014,23858
7338,2015,24570
7338,2016,25057
7338,2017,25560
7338,2018,26627
7338,2019,27213
7338,2020,27836
7339,2001,20078
7339,2002,19860
7339,2003,20387
7339,2004,21294
7339,2005,21778
7339,2006,22496
7339,2007,23026
7339,2008,22961
7339,2009,23444
7339,2010,23245
7339,2011,23277
7339,2012,23066
7339,2013,22718
7339,2014,23819
7339,2015,24837
7339,2016,24774
7339,2017,24708
7339,2018,26290
7339,2019,26173
7339,2020,26724
7340,2001,15763
7340,2002,15678
7340,2003,16013
7340,2004,16567
7340,2005,16953
7340,2006,17541
7340,2007,18063
7340,2008,18331
7340,2009,18776
7340,2010,18794
7340,2011,19390
7340,2012,19955
7340,2013,20035
7340,2014,20511
7340,2015,21215
7340,2016,21701
7340,2017,22298
7340,2018,23330
7340,2019,23804
7340,2020,24371
8111,2001,20196
8111,2002,20087
8111,2003,20729
8111,2004,21148
8111,2005,21786
8111,2006,22566
8111,2007,22972
8111,2008,23099
8111,2009,22138
8111,2010,22413
8111,2011,23121
8111,2012,23487
8111,2013,23555
8111,2014,24222
8111,2015,24358
8111,2016,24788
8111,2017,25665
8111,2018,26334
8111,2019,26125
8111,2020,26168
8115,2001,19130
8115,2002,19058
8115,2003,19449
8115,2004,19809
8115,2005,20080
8115,2006,20413
8115,2007,20619
8115,2008,21108
8115,2009,20801
8115,2010,21538
8115,2011,22364
8115,2012,23059
8115,2013,23261
8115,2014,23741
8115,2015,24248
8115,2016,24481
8115,2017,25065
8115,2018,26034
8115,2019,26594
8115,2020,26672
8116,2001,19792
8116,2002,19610
8116,2003,20003
8116,2004,20300
8116,2005,20615
8116,2006,21105
8116,2007,21419
8116,2008,21699
8116,2009,21128
8116,2010,21574
8116,2011,22526
8116,2012,23139
8116,2013,23462
8116,2014,23950
8116,2015,24243
8116,2016,24454
8116,2017,25308
8116,2018,26142
8116,2019,26372
8116,2020,26458
8117,2001,17731
8117,2002,17677
8117,2003,18115
8117,2004,18408
8117,2005,18729
8117,2006,19152
8117,2007,19489
8117,2008,19968
8117,2009,19556
8117,2010,20122
8117,2011,21106
8117,2012,21732
8117,2013,22044
8117,2014,22850
8117,2015,22861
8117,2016,23111
8117,2017,23792
8117,2018,24457
8117,2019,25261
8117,2020,25311
8118,2001,19956
8118,2002,19672
8118,2003,20040
8118,2004,20282
8118,2005,20651
8118,2006,21156
8118,2007,21495
8118,2008,21715
8118,2009,21068
8118,2010,21548
8118,2011,22476
8118,2012,23152
8118,2013,23506
8118,2014,24185
8118,2015,24541
8118,2016,25024
8118,2017,25657
8118,2018,26682
8118,2019,26921
8118,2020,26966
8119,2001,19063
8119,2002,18875
8119,2003,19307
8119,2004,19581
8119,2005,20000
8119,2006,20579
8119,2007,20942
8119,2008,21365
8119,2009,20857
8119,2010,21454
8119,2011,22270
8119,2012,22793
8119,2013,22991
8119,2014,23548
8119,2015,23848
8119,2016,24443
8119,2017,24868
8119,2018,25872
8119,2019,26101
8119,2020,26126
8121,2001,18518
8121,2002,19277
8121,2003,21135
8121,2004,22785
8121,2005,24920
8121,2006,27902
8121,2007,30331
8121,2008,33019
8121,2009,33756
8121,2010,37055
8121,2011,36577
8121,2012,34784
8121,2013,33310
8121,2014,30838
8121,2015,29889
8121,2016,36518
8121,2017,41478
8121,2018,27433
8121,2019,29438
8121,2020,29005
8125,2001,17244
8125,2002,17177
8125,2003,17623
8125,2004,18004
8125,2005,18490
8125,2006,19125
8125,2007,19694
8125,2008,20263
8125,2009,19938
8125,2010,20762
8125,2011,21773
8125,2012,22418
8125,2013,22766
8125,2014,23172
8125,2015,23325
8125,2016,23896
8125,2017,24702
8125,2018,25680
8125,2019,25809
8125,2020,25742
8126,2001,17426
8126,2002,17352
8126,2003,17904
8126,2004,18433
8126,2005,19083
8126,2006,19889
8126,2007,20639
8126,2008,20759
8126,2009,19896
8126,2010,20330
8126,2011,21187
8126,2012,21610
8126,2013,21838
8126,2014,22267
8126,2015,22782
8126,2016,23422
8126,2017,24426
8126,2018,25126
8126,2019,25655
8126,2020,25606
8127,2001,15797
8127,2002,15791
8127,2003,16126
8127,2004,16448
8127,2005,16831
8127,2006,17432
8127,2007,17985
8127,2008,18643
8127,2009,18356
8127,2010,19233
8127,2011,20157
8127,2012,20801
8127,2013,21244
8127,2014,22035
8127,2015,22204
8127,2016,22568
8127,2017,23446
8127,2018,24169
8127,2019,24693
8127,2020,24606
8128,2001,15842
8128,2002,15796
8128,2003,16192
8128,2004,16413
8128,2005,16784
8128,2006,17359
8128,2007,17849
8128,2008,18479
8128,2009,18213
8128,2010,19046
8128,2011,19779
8128,2012,20320
8128,2013,20575
8128,2014,21131
8128,2015,21504
8128,2016,22132
8128,2017,22714
8128,2018,23697
8128,2019,24229
8128,2020,24274
8135,2001,16647
8135,2002,16739
8135,2003,17201
8135,2004,17599
8135,2005,17897
8135,2006,18386
8135,2007,18785
8135,2008,19374
8135,2009,19131
8135,2010,19877
8135,2011,20463
8135,2012,20895
8135,2013,20919
8135,2014,21151
8135,2015,21321
8135,2016,21894
8135,2017,22514
8135,2018,23207
8135,2019,23885
8135,2020,23977
8136,2001,16583
8136,2002,16635
8136,2003,17103
8136,2004,17473
8136,2005,17979
8136,2006,18657
8136,2007,19213
8136,2008,19708
8136,2009,19325
8136,2010,19952
8136,2011,20878
8136,2012,21520
8136,2013,21920
8136,2014,22706
8136,2015,22772
8136,2016,23336
8136,2017,24031
8136,2018,25108
8136,2019,25667
8136,2020,25669
8211,2001,25228
8211,2002,23986
8211,2003,23943
8211,2004,23922
8211,2005,25002
8211,2006,26263
8211,2007,27179
8211,2008,27433
8211,2009,26186
8211,2010,26528
8211,2011,27512
8211,2012,28207
8211,2013,28200
8211,2014,28120
8211,2015,28884
8211,2016,30549
8211,2017,28650
8211,2018,32115
8211,2019,31316
8211,2020,31150
8212,2001,18090
8212,2002,18133
8212,2003,18727
8212,2004,19114
8212,2005,19387
8212,2006,19762
8212,2007,19878
8212,2008,20189
8212,2009,19636
8212,2010,20067
8212,2011,20617
8212,2012,20851
8212,2013,20861
8212,2014,21278
8212,2015,21629
8212,2016,21861
8212,2017,22119
8212,2018,23094
8212,2019,23053
8212,2020,23250
8215,2001,17788
8215,2002,17767
8215,2003,18148
8215,2004,18462
8215,2005,18855
8215,2006,19396
8215,2007,19734
8215,2008,20192
8215,2009,19815
8215,2010,20416
8215,2011,21221
8215,2012,21781
8215,2013,21991
8215,2014,22861
8215,2015,22733
8215,2016,23156
8215,2017,23875
8215,2018,24781
8215,2019,25023
8215,2020,25093
8216,2001,16758
8216,2002,17029
8216,2003,17542
8216,2004,17967
8216,2005,18115
8216,2006,18484
8216,2007,18790
8216,2008,19289
8216,2009,18987
8216,2010,19582
8216,2011,20401
8216,2012,20958
8216,2013,21252
8216,2014,21802
8216,2015,22085
8216,2016,22517
8216,2017,23225
8216,2018,23980
8216,2019,24661
8216,2020,24756
8221,2001,19423
8221,2002,18794
8221,2003,19180
8221,2004,19364
8221,2005,20190
8221,2006,21090
8221,2007,21509
8221,2008,21759
8221,2009,20869
8221,2010,21238
8221,2011,22369
8221,2012,23190
8221,2013,23673
8221,2014,22276
8221,2015,22224
8221,2016,22610
8221,2017,23135
8221,2018,23954
8221,2019,23961
8221,2020,23988
8222,2001,16002
8222,2002,16193
8222,2003,16720
8222,2004,17156
8222,2005,17457
8222,2006,17898
8222,2007,18156
8222,2008,18543
8222,2009,18153
8222,2010,18720
8222,2011,19217
8222,2012,19468
8222,2013,19522
8222,2014,19920
8222,2015,19909
8222,2016,21028
8222,2017,21617
8222,2018,22382
8222,2019,22488
8222,2020,22611
8225,2001,15287
8225,2002,15330
8225,2003,15630
8225,2004,15855
8225,2005,16156
8225,2006,16689
8225,2007,17115
8225,2008,17693
8225,2009,17511
8225,2010,18245
8225,2011,19078
8225,2012,19724
8225,2013,20114
8225,2014,20579
8225,2015,20985
8225,2016,21417
8225,2017,21984
8225,2018,22763
8225,2019,23344
8225,2020,23458
8226,2001,18331
8226,2002,18254
8226,2003,18621
8226,2004,18958
8226,2005,19437
8226,2006,20099
8226,2007,20568
8226,2008,21047
8226,2009,20564
8226,2010,21117
8226,2011,21932
8226,2012,22465
8226,2013,22631
8226,2014,22952
8226,2015,23755
8226,2016,23962
8226,2017,24487
8226,2018,25622
8226,2019,26184
8226,2020,26298
8231,2001,20198
8231,2002,19354
8231,2003,19331
8231,2004,19058
8231,2005,19391
8231,2006,19830
8231,2007,19988
8231,2008,20440
8231,2009,19822
8231,2010,20295
8231,2011,21070
8231,2012,21437
8231,2013,21529
8231,2014,22103
8231,2015,21679
8231,2016,21576
8231,2017,22466
8231,2018,23440
8231,2019,23358
8231,2020,23396
8235,2001,17588
8235,2002,17434
8235,2003,17760
8235,2004,17970
8235,2005,18317
8235,2006,18880
8235,2007,19251
8235,2008,19827
8235,2009,19565
8235,2010,20243
8235,2011,20995
8235,2012,21523
8235,2013,21682
8235,2014,22249
8235,2015,22519
8235,2016,23288
8235,2017,23569
8235,2018,24541
8235,2019,25116
8235,2020,25123
8236,2001,18747
8236,2002,18651
8236,2003,19007
8236,2004,19244
8236,2005,19813
8236,2006,20590
8236,2007,21204
8236,2008,21468
8236,2009,20810
8236,2010,21272
8236,2011,22198
8236,2012,22809
8236,2013,23049
8236,2014,23659
8236,2015,24078
8236,2016,24706
8236,2017,25590
8236,2018,26345
8236,2019,26667
8236,2020,26705
8237,2001,17407
8237,2002,17413
8237,2003,17908
8237,2004,18260
8237,2005,18789
8237,2006,19518
8237,2007,20053
8237,2008,20457
8237,2009,19876
8237,2010,20426
8237,2011,21074
8237,2012,21419
8237,2013,21508
8237,2014,22663
8237,2015,23085
8237,2016,23772
8237,2017,24394
8237,2018,25664
8237,2019,25774
8237,2020,25754
8311,2001,16651
8311,2002,16381
8311,2003,16916
8311,2004,17219
8311,2005,17581
8311,2006,18016
8311,2007,18078
8311,2008,18660
8311,2009,18396
8311,2010,18939
8311,2011,19499
8311,2012,19629
8311,2013,19752
8311,2014,20302
8311,2015,20712
8311,2016,21221
8311,2017,21888
8311,2018,22681
8311,2019,22653
8311,2020,22611
8315,2001,17274
8315,2002,17320
8315,2003,17999
8315,2004,18520
8315,2005,18822
8315,2006,19243
8315,2007,19423
8315,2008,20122
8315,2009,19919
8315,2010,20685
8315,2011,21621
8315,2012,22130
8315,2013,22357
8315,2014,23014
8315,2015,23388
8315,2016,23735
8315,2017,24377
8315,2018,25177
8315,2019,25729
8315,2020,25670
8316,2001,16697
8316,2002,16636
8316,2003,17047
8316,2004,17322
8316,2005,17516
8316,2006,17882
8316,2007,18143
8316,2008,18696
8316,2009,18557
8316,2010,19277
8316,2011,20099
8316,2012,20695
8316,2013,21002
8316,2014,21675
8316,2015,21945
8316,2016,22481
8316,2017,23147
8316,2018,24094
8316,2019,24664
8316,2020,24627
8317,2001,16583
8317,2002,16715
8317,2003,17348
8317,2004,17813
8317,2005,18144
8317,2006,18625
8317,2007,18883
8317,2008,19267
8317,2009,18825
8317,2010,19388
8317,2011,20237
8317,2012,20775
8317,2013,21096
8317,2014,21657
8317,2015,22076
8317,2016,22846
8317,2017,23184
8317,2018,24312
8317,2019,24532
8317,2020,24518
8325,2001,17628
8325,2002,17646
8325,2003,18177
8325,2004,18503
8325,2005,18921
8325,2006,19521
8325,2007,19911
8325,2008,20257
8325,2009,19769
8325,2010,20349
8325,2011,21406
8325,2012,22097
8325,2013,22526
8325,2014,23213
8325,2015,23697
8325,2016,24162
8325,2017,24835
8325,2018,25785
8325,2019,26174
8325,2020,26174
8326,2001,17691
8326,2002,17603
8326,2003,18118
8326,2004,18464
8326,2005,19084
8326,2006,19947
8326,2007,20516
8326,2008,20813
8326,2009,20146
8326,2010,20579
8326,2011,21437
8326,2012,21929
8326,2013,22113
8326,2014,22718
8326,2015,23165
8326,2016,23842
8326,2017,24522
8326,2018,25590
8326,2019,25619
8326,2020,25593
8327,2001,18278
8327,2002,18177
8327,2003,18778
8327,2004,19012
8327,2005,19658
8327,2006,20500
8327,2007,21069
8327,2008,21406
8327,2009,20798
8327,2010,21377
8327,2011,22379
8327,2012,22965
8327,2013,23252
8327,2014,24226
8327,2015,24110
8327,2016,25101
8327,2017,25812
8327,2018,28174
8327,2019,27065
8327,2020,26811
8335,2001,16779
8335,2002,16908
8335,2003,17530
8335,2004,18018
8335,2005,18281
8335,2006,18693
8335,2007,18894
8335,2008,19712
8335,2009,19569
8335,2010,20469
8335,2011,21371
8335,2012,21916
8335,2013,22133
8335,2014,22571
8335,2015,23374
8335,2016,24227
8335,2017,24708
8335,2018,25779
8335,2019,25582
8335,2020,25517
8336,2001,16923
8336,2002,17062
8336,2003,17516
8336,2004,17898
8336,2005,18201
8336,2006,18649
8336,2007,18965
8336,2008,19909
8336,2009,19964
8336,2010,21044
8336,2011,22189
8336,2012,22995
8336,2013,23526
8336,2014,24395
8336,2015,25451
8336,2016,25935
8336,2017,26418
8336,2018,26681
8336,2019,27260
8336,2020,27271
8337,2001,16809
8337,2002,16727
8337,2003,17026
8337,2004,17197
8337,2005,17396
8337,2006,17769
8337,2007,18011
8337,2008,18886
8337,2009,18880
8337,2010,19875
8337,2011,21009
8337,2012,21831
8337,2013,22343
8337,2014,22766
8337,2015,23987
8337,2016,24387
8337,2017,24521
8337,2018,24907
8337,2019,25499
8337,2020,25436
8415,2001,18303
8415,2002,18291
8415,2003,18734
8415,2004,19088
8415,2005,19442
8415,2006,19927
8415,2007,20237
8415,2008,20744
8415,2009,20285
8415,2010,20893
8415,2011,21665
8415,2012,22167
8415,2013,22336
8415,2014,22915
8415,2015,23265
8415,2016,23631
8415,2017,24384
8415,2018,25038
8415,2019,25385
8415,2020,25482
8416,2001,16877
8416,2002,16911
8416,2003,17514
8416,2004,17919
8416,2005,18344
8416,2006,18909
8416,2007,19237
8416,2008,19565
8416,2009,18989
8416,2010,19429
8416,2011,20306
8416,2012,20795
8416,2013,21051
8416,2014,21667
8416,2015,22210
8416,2016,22559
8416,2017,23245
8416,2018,24221
8416,2019,24284
8416,2020,24293
8417,2001,18746
8417,2002,18289
8417,2003,18551
8417,2004,18522
8417,2005,19082
8417,2006,19824
8417,2007,20322
8417,2008,20896
8417,2009,20542
8417,2010,21243
8417,2011,22143
8417,2012,22740
8417,2013,23062
8417,2014,23606
8417,2015,23644
8417,2016,24491
8417,2017,25124
8417,2018,26204
8417,2019,26261
8417,2020,26214
8421,2001,18946
8421,2002,19079
8421,2003,20000
8421,2004,20617
8421,2005,21189
8421,2006,21845
8421,2007,22060
8421,2008,22656
8421,2009,22191
8421,2010,22872
8421,2011,23778
8421,2012,24363
8421,2013,24659
8421,2014,28391
8421,2015,24773
8421,2016,24933
8421,2017,27904
8421,2018,27378
8421,2019,26665
8421,2020,26546
8425,2001,17761
8425,2002,17281
8425,2003,17365
8425,2004,17334
8425,2005,17822
8425,2006,18521
8425,2007,19142
8425,2008,19514
8425,2009,19006
8425,2010,19606
8425,2011,20479
8425,2012,21025
8425,2013,21346
8425,2014,21913
8425,2015,22422
8425,2016,22675
8425,2017,23372
8425,2018,24602
8425,2019,25042
8425,2020,24954
8426,2001,16614
8426,2002,16439
8426,2003,16621
8426,2004,16774
8426,2005,17330
8426,2006,18031
8426,2007,18723
8426,2008,19227
8426,2009,18861
8426,2010,19625
8426,2011,20585
8426,2012,21188
8426,2013,21560
8426,2014,22102
8426,2015,23075
8426,2016,23073
8426,2017,23938
8426,2018,25032
8426,2019,25431
8426,2020,25331
8435,2001,17787
8435,2002,17843
8435,2003,18452
8435,2004,19015
8435,2005,19537
8435,2006,20215
8435,2007,20678
8435,2008,21215
8435,2009,20800
8435,2010,21663
8435,2011,22705
8435,2012,23420
8435,2013,23915
8435,2014,24489
8435,2015,24784
8435,2016,25216
8435,2017,26015
8435,2018,27107
8435,2019,27418
8435,2020,27374
8436,2001,16992
8436,2002,16931
8436,2003,17458
8436,2004,17797
8436,2005,18279
8436,2006,18939
8436,2007,19338
8436,2008,19795
8436,2009,19332
8436,2010,20004
8436,2011,20833
8436,2012,21235
8436,2013,21505
8436,2014,21937
8436,2015,22287
8436,2016,23018
8436,2017,23758
8436,2018,24603
8436,2019,25013
8436,2020,24971
8437,2001,15121
8437,2002,15167
8437,2003,15667
8437,2004,16074
8437,2005,16543
8437,2006,17180
8437,2007,17659
8437,2008,18308
8437,2009,18046
8437,2010,18865
8437,2011,19626
8437,2012,20077
8437,2013,20328
8437,2014,21086
8437,2015,21276
8437,2016,21618
8437,2017,22556
8437,2018,23449
8437,2019,23918
8437,2020,23976
9161,2001,16948
9161,2002,17023
9161,2003,17386
9161,2004,17781
9161,2005,18059
9161,2006,18362
9161,2007,18884
9161,2008,19280
9161,2009,19086
9161,2010,19935
9161,2011,20416
9161,2012,21550
9161,2013,22019
9161,2014,22123
9161,2015,23080
9161,2016,23503
9161,2017,23471
9161,2018,24405
9161,2019,24467
9161,2020,25000
9162,2001,23440
9162,2002,23085
9162,2003,23365
9162,2004,23752
9162,2005,24399
9162,2006,24716
9162,2007,24850
9162,2008,24870
9162,2009,23958
9162,2010,24624
9162,2011,25284
9162,2012,26165
9162,2013,26173
9162,2014,29075
9162,2015,27303
9162,2016,31150
9162,2017,30312
9162,2018,31875
9162,2019,33026
9162,2020,33209
9163,2001,17967
9163,2002,18553
9163,2003,20025
9163,2004,21820
9163,2005,21411
9163,2006,21118
9163,2007,20694
9163,2008,21121
9163,2009,20678
9163,2010,21281
9163,2011,21998
9163,2012,21084
9163,2013,21615
9163,2014,21407
9163,2015,22233
9163,2016,22648
9163,2017,22578
9163,2018,23339
9163,2019,23440
9163,2020,23679
9171,2001,15946
9171,2002,16035
9171,2003,16601
9171,2004,17192
9171,2005,17534
9171,2006,18118
9171,2007,18779
9171,2008,19316
9171,2009,19083
9171,2010,19747
9171,2011,20609
9171,2012,21276
9171,2013,21417
9171,2014,21801
9171,2015,21998
9171,2016,22556
9171,2017,23020
9171,2018,23872
9171,2019,24314
9171,2020,24426
9172,2001,16940
9172,2002,16586
9172,2003,16913
9172,2004,17127
9172,2005,17336
9172,2006,17841
9172,2007,18203
9172,2008,18795
9172,2009,18586
9172,2010,19187
9172,2011,19863
9172,2012,20579
9172,2013,21137
9172,2014,21052
9172,2015,21091
9172,2016,21695
9172,2017,22943
9172,2018,23684
9172,2019,24242
9172,2020,24270
9173,2001,21321
9173,2002,20563
9173,2003,20927
9173,2004,21165
9173,2005,21550
9173,2006,22014
9173,2007,22434
9173,2008,22997
9173,2009,22441
9173,2010,23239
9173,2011,24234
9173,2012,28635
9173,2013,24951
9173,2014,24458
9173,2015,25117
9173,2016,25705
9173,2017,26061
9173,2018,27434
9173,2019,27148
9173,2020,27232
9174,2001,19540
9174,2002,19233
9174,2003,19531
9174,2004,19933
9174,2005,20095
9174,2006,20441
9174,2007,20777
9174,2008,21227
9174,2009,20887
9174,2010,21659
9174,2011,22447
9174,2012,23031
9174,2013,23143
9174,2014,23641
9174,2015,24051
9174,2016,24787
9174,2017,25272
9174,2018,26292
9174,2019,26586
9174,2020,26683
9175,2001,21682
9175,2002,21313
9175,2003,21583
9175,2004,22082
9175,2005,22477
9175,2006,22949
9175,2007,23376
9175,2008,23736
9175,2009,23027
9175,2010,23850
9175,2011,24790
9175,2012,25182
9175,2013,25374
9175,2014,25983
9175,2015,26217
9175,2016,26565
9175,2017,27456
9175,2018,28130
9175,2019,28671
9175,2020,28638
9176,2001,16190
9176,2002,16217
9176,2003,16571
9176,2004,17158
9176,2005,17471
9176,2006,17910
9176,2007,18478
9176,2008,19112
9176,2009,18985
9176,2010,20046
9176,2011,20947
9176,2012,22104
9176,2013,22457
9176,2014,23002
9176,2015,23443
9176,2016,23712
9176,2017,23764
9176,2018,25003
9176,2019,25196
9176,2020,25340
9177,2001,17623
9177,2002,17614
9177,2003,17971
9177,2004,18608
9177,2005,18866
9177,2006,19255
9177,2007,19697
9177,2008,20266
9177,2009,19966
9177,2010,20846
9177,2011,21745
9177,2012,22798
9177,2013,22851
9177,2014,23367
9177,2015,23497
9177,2016,24217
9177,2017,24957
9177,2018,25834
9177,2019,26348
9177,2020,26353
