county,year,hh_income_vgrdl
5170,2008,17874
5170,2009,17623
5170,2010,18234
5170,2011,18879
5170,2012,19274
5170,2013,19467
5170,2014,19833
5170,2015,20172
5170,2016,20659
5170,2017,21378
5170,2018,22348
5170,2019,23005
5170,2020,23446
5314,2001,17842
5314,2002,17906
5314,2003,18524
5314,2004,19264
5314,2005,19543
5314,2006,19793
5314,2007,20109
5314,2008,20790
5314,2009,20300
5314,2010,20935
5314,2011,21363
5314,2012,21095
5314,2013,21405
5314,2014,21724
5314,2015,21987
5314,2016,22344
5314,2017,22644
5314,2018,23300
5314,2019,23661
5314,2020,24077
5315,2001,17188
5315,2002,17306
5315,2003,17963
5315,2004,18543
5315,2005,18611
5315,2006,18723
5315,2007,18753
5315,2008,19254
5315,2009,18654
5315,2010,19112
5315,2011,19512
5315,2012,19712
5315,2013,20096
5315,2014,20323
5315,2015,20864
5315,2016,21262
5315,2017,21976
5315,2018,23116
5315,2019,23316
5315,2020,23777
5316,2001,16769
5316,2002,16898
5316,2003,17031
5316,2004,17162
5316,2005,17065
5316,2006,17102
5316,2007,17066
5316,2008,17628
5316,2009,17551
5316,2010,18155
5316,2011,18633
5316,2012,19154
5316,2013,19401
5316,2014,19581
5316,2015,20116
5316,2016,20447
5316,2017,21213
5316,2018,21971
5316,2019,22549
5316,2020,23066
5334,2001,NA
5334,2002,NA
5334,2003,NA
5334,2004,NA
5334,2005,NA
5334,2006,NA
5334,2007,NA
5334,2008,NA
5334,2009,16953
5334,2010,17561
5334,2011,18039
5334,2012,18043
5334,2013,18122
5334,2014,18415
5334,2015,18890
5334,2016,19278
5334,2017,19824
5334,2018,21070
5334,2019,21151
5334,2020,21574
5358,2001,15528
5358,2002,15380
5358,2003,15671
5358,2004,16014
5358,2005,16096
5358,2006,16326
5358,2007,16481
5358,2008,17209
5358,2009,17022
5358,2010,17696
5358,2011,18343
5358,2012,18530
5358,2013,18643
5358,2014,19137
5358,2015,19503
5358,2016,19942
5358,2017,20558
5358,2018,21529
5358,2019,22081
5358,2020,22420
5362,2001,17138
5362,2002,16982
5362,2003,17258
5362,2004,17537
5362,2005,17575
5362,2006,17698
5362,2007,17832
5362,2008,18545
5362,2009,18447
5362,2010,19199
5362,2011,19861
5362,2012,20049
5362,2013,20246
5362,2014,20463
5362,2015,20853
5362,2016,21317
5362,2017,21929
5362,2018,23012
5362,2019,23461
5362,2020,23934
5366,2001,15550
5366,2002,15528
5366,2003,15894
5366,2004,16208
5366,2005,16129
5366,2006,16299
5366,2007,16399
5366,2008,17182
5366,2009,17022
5366,2010,17866
5366,2011,18576
5366,2012,18983
5366,2013,19086
5366,2014,19538
5366,2015,20078
5366,2016,20528
5366,2017,21251
5366,2018,22122
5366,2019,22607
5366,2020,22834
5370,2001,14558
5370,2002,14421
5370,2003,14865
5370,2004,15198
5370,2005,15290
5370,2006,15429
5370,2007,15579
5370,2008,16172
5370,2009,15991
5370,2010,16609
5370,2011,17135
5370,2012,17393
5370,2013,17635
5370,2014,18053
5370,2015,18581
5370,2016,19330
5370,2017,19919
5370,2018,20933
5370,2019,21599
5370,2020,21879
5374,2001,16772
5374,2002,16713
5374,2003,17284
5374,2004,17778
5374,2005,18119
5374,2006,18613
5374,2007,19116
5374,2008,19486
5374,2009,18789
5374,2010,19210
5374,2011,19932
5374,2012,20523
5374,2013,20619
5374,2014,21029
5374,2015,21259
5374,2016,21746
5374,2017,22430
5374,2018,23611
5374,2019,23617
5374,2020,23950
5378,2001,19900
5378,2002,19616
5378,2003,19945
5378,2004,20194
5378,2005,20420
5378,2006,20764
5378,2007,20860
5378,2008,21536
5378,2009,20885
5378,2010,21554
5378,2011,22398
5378,2012,22957
5378,2013,23203
5378,2014,23586
5378,2015,24273
5378,2016,24725
5378,2017,25395
5378,2018,26455
5378,2019,26935
5378,2020,27308
5382,2001,18260
5382,2002,17896
5382,2003,18067
5382,2004,18251
5382,2005,18291
5382,2006,18482
5382,2007,18630
5382,2008,19342
5382,2009,19122
5382,2010,19896
5382,2011,20613
5382,2012,20765
5382,2013,21186
5382,2014,21590
5382,2015,22149
5382,2016,22527
5382,2017,23109
5382,2018,24137
5382,2019,24674
5382,2020,25026
5512,2001,14962
5512,2002,15003
5512,2003,15232
5512,2004,15508
5512,2005,15611
5512,2006,15812
5512,2007,15943
5512,2008,16531
5512,2009,16425
5512,2010,16958
5512,2011,17484
5512,2012,17788
5512,2013,18173
5512,2014,18349
5512,2015,18792
5512,2016,19022
5512,2017,19603
5512,2018,20503
5512,2019,21262
5512,2020,21774
5513,2001,13662
5513,2002,13693
5513,2003,13880
5513,2004,14057
5513,2005,14036
5513,2006,14079
5513,2007,14111
5513,2008,14496
5513,2009,14289
5513,2010,14559
5513,2011,14927
5513,2012,15088
5513,2013,15186
5513,2014,15226
5513,2015,15316
5513,2016,15574
5513,2017,15903
5513,2018,16620
5513,2019,17001
5513,2020,17682
5515,2001,17099
5515,2002,17135
5515,2003,17913
5515,2004,18648
5515,2005,19043
5515,2006,19539
5515,2007,19646
5515,2008,20484
5515,2009,20004
5515,2010,20658
5515,2011,20737
5515,2012,20711
5515,2013,20358
5515,2014,20874
5515,2015,21857
5515,2016,21689
5515,2017,22541
5515,2018,23018
5515,2019,23620
5515,2020,23812
5554,2001,15675
5554,2002,15329
5554,2003,15665
5554,2004,15968
5554,2005,16240
5554,2006,16598
5554,2007,16888
5554,2008,17476
5554,2009,17124
5554,2010,17818
5554,2011,18544
5554,2012,19284
5554,2013,19353
5554,2014,20079
5554,2015,20527
5554,2016,21120
5554,2017,21833
5554,2018,23309
5554,2019,23958
5554,2020,23964
5558,2001,16326
5558,2002,16120
5558,2003,16470
5558,2004,16926
5558,2005,17012
5558,2006,17247
5558,2007,17441
5558,2008,18368
5558,2009,18211
5558,2010,19237
5558,2011,20030
5558,2012,20511
5558,2013,20538
5558,2014,21490
5558,2015,21671
5558,2016,22462
5558,2017,23370
5558,2018,24166
5558,2019,24894
5558,2020,25016
5562,2001,15070
5562,2002,15164
5562,2003,15463
5562,2004,15783
5562,2005,15802
5562,2006,15930
5562,2007,16085
5562,2008,16643
5562,2009,16471
5562,2010,17035
5562,2011,17577
5562,2012,17897
5562,2013,18015
5562,2014,18458
5562,2015,18858
5562,2016,19145
5562,2017,19675
5562,2018,20615
5562,2019,21222
5562,2020,21796
5566,2001,15387
5566,2002,15365
5566,2003,15789
5566,2004,16201
5566,2005,16393
5566,2006,16684
5566,2007,16900
5566,2008,17486
5566,2009,17240
5566,2010,17855
5566,2011,18513
5566,2012,19234
5566,2013,19652
5566,2014,19947
5566,2015,20427
5566,2016,21131
5566,2017,21784
5566,2018,22709
5566,2019,23568
5566,2020,23741
5570,2001,16060
5570,2002,15910
5570,2003,16358
5570,2004,16764
5570,2005,17122
5570,2006,17815
5570,2007,18405
5570,2008,19013
5570,2009,18552
5570,2010,19191
5570,2011,19942
5570,2012,20438
5570,2013,20978
5570,2014,21133
5570,2015,21366
5570,2016,22424
5570,2017,22916
5570,2018,24044
5570,2019,24320
5570,2020,24469
5711,2001,17080
5711,2002,17110
5711,2003,17583
5711,2004,17861
5711,2005,17741
5711,2006,17831
5711,2007,17659
5711,2008,18376
5711,2009,18057
5711,2010,18786
5711,2011,19335
5711,2012,19155
5711,2013,19793
5711,2014,20942
5711,2015,20736
5711,2016,21798
5711,2017,21274
5711,2018,22218
5711,2019,22271
5711,2020,22626
5754,2001,18406
5754,2002,18107
5754,2003,18698
5754,2004,19029
5754,2005,19408
5754,2006,20015
5754,2007,20414
5754,2008,20869
5754,2009,20058
5754,2010,20443
5754,2011,21138
5754,2012,22083
5754,2013,22393
5754,2014,22589
5754,2015,23227
5754,2016,23875
5754,2017,23937
5754,2018,25186
5754,2019,25949
5754,2020,25995
5758,2001,17549
5758,2002,17325
5758,2003,17768
5758,2004,18036
5758,2005,18111
5758,2006,18293
5758,2007,18321
5758,2008,18968
5758,2009,18624
5758,2010,19262
5758,2011,20019
5758,2012,20280
5758,2013,20274
5758,2014,20496
5758,2015,20909
5758,2016,21407
5758,2017,22103
5758,2018,23499
5758,2019,23636
5758,2020,23921
5762,2001,14729
5762,2002,14636
5762,2003,15075
5762,2004,15479
5762,2005,15587
5762,2006,15840
5762,2007,16038
5762,2008,16797
5762,2009,16574
5762,2010,17156
5762,2011,17935
5762,2012,18700
5762,2013,19011
5762,2014,19526
5762,2015,19821
5762,2016,20524
5762,2017,21399
5762,2018,22404
5762,2019,23146
5762,2020,23363
5766,2001,16652
5766,2002,16524
5766,2003,17009
5766,2004,17315
5766,2005,17615
5766,2006,18029
5766,2007,18270
5766,2008,19099
5766,2009,18837
5766,2010,19566
5766,2011,20271
5766,2012,20428
5766,2013,20214
5766,2014,20672
5766,2015,20750
5766,2016,21200
5766,2017,21807
5766,2018,22953
5766,2019,23185
5766,2020,23507
5770,2001,17135
5770,2002,16747
5770,2003,17004
5770,2004,17142
5770,2005,17312
5770,2006,17634
5770,2007,17837
5770,2008,18492
5770,2009,18182
5770,2010,18833
5770,2011,19567
5770,2012,20066
5770,2013,20188
5770,2014,20673
5770,2015,21337
5770,2016,21661
5770,2017,22057
5770,2018,23627
5770,2019,23511
5770,2020,23771
5774,2001,15142
5774,2002,15003
5774,2003,15308
5774,2004,15696
5774,2005,15885
5774,2006,16150
5774,2007,16390
5774,2008,17100
5774,2009,16931
5774,2010,17632
5774,2011,18188
5774,2012,19035
5774,2013,19091
5774,2014,19598
5774,2015,19962
5774,2016,20325
5774,2017,21135
5774,2018,21897
5774,2019,22648
5774,2020,22859
5911,2001,15783
5911,2002,15790
5911,2003,16091
5911,2004,16331
5911,2005,16412
5911,2006,16575
5911,2007,16691
5911,2008,17168
5911,2009,16880
5911,2010,17290
5911,2011,17780
5911,2012,17956
5911,2013,17990
5911,2014,18360
5911,2015,18748
5911,2016,18890
5911,2017,19436
5911,2018,20304
5911,2019,20794
5911,2020,21260
5913,2001,14886
5913,2002,14890
5913,2003,15184
5913,2004,15485
5913,2005,15557
5913,2006,15715
5913,2007,15835
5913,2008,16373
5913,2009,16144
5913,2010,16547
5913,2011,16929
5913,2012,17294
5913,2013,17279
5913,2014,17695
5913,2015,17964
5913,2016,18240
5913,2017,18635
5913,2018,19577
5913,2019,20074
5913,2020,20568
5914,2001,16080
5914,2002,16164
5914,2003,16561
5914,2004,16818
5914,2005,16878
5914,2006,17073
5914,2007,17158
5914,2008,17645
5914,2009,17312
5914,2010,17655
5914,2011,18209
5914,2012,18145
5914,2013,18138
5914,2014,18496
5914,2015,18589
5914,2016,18794
5914,2017,19258
5914,2018,20107
5914,2019,19977
5914,2020,20460
5915,2001,14014
5915,2002,13999
5915,2003,14158
5915,2004,14379
5915,2005,14503
5915,2006,14701
5915,2007,14895
5915,2008,15428
5915,2009,15362
5915,2010,15829
5915,2011,16155
5915,2012,16395
5915,2013,16501
5915,2014,16917
5915,2015,17068
5915,2016,17339
5915,2017,17849
5915,2018,18672
5915,2019,19245
5915,2020,19711
5916,2001,14389
5916,2002,14466
5916,2003,14691
5916,2004,14904
5916,2005,14886
5916,2006,14997
5916,2007,15166
5916,2008,15695
5916,2009,15559
5916,2010,15949
5916,2011,16329
5916,2012,16450
5916,2013,16365
5916,2014,16551
5916,2015,16807
5916,2016,16935
5916,2017,17407
5916,2018,17967
5916,2019,18425
5916,2020,18929
5954,2001,18168
5954,2002,18247
5954,2003,18890
5954,2004,19313
5954,2005,19575
5954,2006,20182
5954,2007,20611
5954,2008,21149
5954,2009,20517
5954,2010,20984
5954,2011,21750
5954,2012,21953
5954,2013,21871
5954,2014,22441
5954,2015,22568
5954,2016,22888
5954,2017,23421
5954,2018,24357
5954,2019,24636
5954,2020,25020
5958,2001,16451
5958,2002,16406
5958,2003,17004
5958,2004,17524
5958,2005,17747
5958,2006,18084
5958,2007,18281
5958,2008,19070
5958,2009,18737
5958,2010,19390
5958,2011,20197
5958,2012,20623
5958,2013,20996
5958,2014,21358
5958,2015,21865
5958,2016,22807
5958,2017,23621
5958,2018,24734
5958,2019,25126
5958,2020,25326
5962,2001,18029
5962,2002,17948
5962,2003,18702
5962,2004,19194
5962,2005,19691
5962,2006,20381
5962,2007,20822
5962,2008,21322
5962,2009,20655
5962,2010,21063
5962,2011,21866
5962,2012,21569
5962,2013,21632
5962,2014,22185
5962,2015,22807
5962,2016,23277
5962,2017,23759
5962,2018,24508
5962,2019,24351
5962,2020,24709
5966,2001,18885
5966,2002,18902
5966,2003,20216
5966,2004,21334
5966,2005,21406
5966,2006,21759
5966,2007,21712
5966,2008,22707
5966,2009,22236
5966,2010,23052
5966,2011,23923
5966,2012,24763
5966,2013,23609
5966,2014,24834
5966,2015,25181
5966,2016,26406
5966,2017,28923
5966,2018,26160
5966,2019,26679
5966,2020,26897
5970,2001,16810
5970,2002,16797
5970,2003,17392
5970,2004,17852
5970,2005,18357
5970,2006,19016
5970,2007,19523
5970,2008,20165
5970,2009,19729
5970,2010,20324
5970,2011,21089
5970,2012,21146
5970,2013,21129
5970,2014,21481
5970,2015,21488
5970,2016,21750
5970,2017,23066
5970,2018,24024
5970,2019,24230
5970,2020,24604
5974,2001,15815
5974,2002,15604
5974,2003,15962
5974,2004,16244
5974,2005,16549
5974,2006,17006
5974,2007,17374
5974,2008,18086
5974,2009,17806
5974,2010,18559
5974,2011,19238
5974,2012,19930
5974,2013,20245
5974,2014,20538
5974,2015,20791
5974,2016,21249
5974,2017,21957
5974,2018,23179
5974,2019,23616
5974,2020,23931
5978,2001,15121
5978,2002,15302
5978,2003,15739
5978,2004,16146
5978,2005,16193
5978,2006,16471
5978,2007,16661
5978,2008,17258
5978,2009,17088
5978,2010,17655
5978,2011,18260
5978,2012,18637
5978,2013,18907
5978,2014,19322
5978,2015,19732
5978,2016,20158
5978,2017,20793
5978,2018,21662
5978,2019,21956
5978,2020,22450
6411,2001,17554
6411,2002,18050
6411,2003,18326
6411,2004,18460
6411,2005,18942
6411,2006,20378
6411,2007,21516
6411,2008,21042
6411,2009,20791
6411,2010,20771
6411,2011,20098
6411,2012,20580
6411,2013,20912
6411,2014,21562
6411,2015,21911
6411,2016,21890
6411,2017,23002
6411,2018,23444
6411,2019,23450
6411,2020,23683
6412,2001,17846
6412,2002,17970
6412,2003,17964
6412,2004,18733
6412,2005,18876
6412,2006,19687
6412,2007,19920
6412,2008,20064
6412,2009,19701
6412,2010,19980
6412,2011,20513
6412,2012,20840
6412,2013,20779
6412,2014,21233
6412,2015,21636
6412,2016,22323
6412,2017,22715
6412,2018,23743
6412,2019,24207
6412,2020,24519
6413,2001,15637
6413,2002,15698
6413,2003,15896
6413,2004,15890
6413,2005,16346
6413,2006,16561
6413,2007,16941
6413,2008,17033
6413,2009,17119
6413,2010,17358
6413,2011,17195
6413,2012,17596
6413,2013,17422
6413,2014,17309
6413,2015,17522
6413,2016,18041
6413,2017,18670
6413,2018,19382
6413,2019,19790
6413,2020,19879
6414,2001,19033
6414,2002,18966
6414,2003,19176
6414,2004,19490
6414,2005,19755
6414,2006,20261
6414,2007,20409
6414,2008,20551
6414,2009,20353
6414,2010,20747
6414,2011,21348
6414,2012,21723
6414,2013,21603
6414,2014,22003
6414,2015,23990
6414,2016,23876
6414,2017,24213
6414,2018,24623
6414,2019,25132
6414,2020,25379
6431,2001,17311
6431,2002,17161
6431,2003,17769
6431,2004,18125
6431,2005,18289
6431,2006,18723
6431,2007,19042
6431,2008,19462
6431,2009,19736
6431,2010,20538
6431,2011,20911
6431,2012,21663
6431,2013,21828
6431,2014,22372
6431,2015,22846
6431,2016,23315
6431,2017,24080
6431,2018,24908
6431,2019,25251
6431,2020,25449
6432,2001,18002
6432,2002,17765
6432,2003,18080
6432,2004,18430
6432,2005,18664
6432,2006,19269
6432,2007,19606
6432,2008,20069
6432,2009,20336
6432,2010,21003
6432,2011,21836
6432,2012,22198
6432,2013,22159
6432,2014,22848
6432,2015,22953
6432,2016,23504
6432,2017,24003
6432,2018,24797
6432,2019,25447
6432,2020,25661
6433,2001,16926
6433,2002,16970
6433,2003,17354
6433,2004,17505
6433,2005,17458
6433,2006,17527
6433,2007,18159
6433,2008,18403
6433,2009,18516
6433,2010,18904
6433,2011,19489
6433,2012,19710
6433,2013,19821
6433,2014,20257
6433,2015,20530
6433,2016,20871
6433,2017,21931
6433,2018,22441
6433,2019,22437
6433,2020,22749
6434,2001,27421
6434,2002,26151
6434,2003,25555
6434,2004,25449
6434,2005,26198
6434,2006,27484
6434,2007,28450
6434,2008,27855
6434,2009,27185
6434,2010,27184
6434,2011,28417
6434,2012,29089
6434,2013,29557
6434,2014,31899
6434,2015,32338
6434,2016,32958
6434,2017,31607
6434,2018,32681
6434,2019,32434
6434,2020,32575
6435,2001,17149
6435,2002,17162
6435,2003,17588
6435,2004,17810
6435,2005,17959
6435,2006,18334
6435,2007,18585
6435,2008,18975
6435,2009,19318
6435,2010,19899
6435,2011,20659
6435,2012,21397
6435,2013,21726
6435,2014,21900
6435,2015,22550
6435,2016,23181
6435,2017,23797
6435,2018,24725
6435,2019,24982
6435,2020,25114
6436,2001,21042
6436,2002,21571
6436,2003,21471
6436,2004,22148
6436,2005,22469
6436,2006,23130
6436,2007,23311
6436,2008,23721
6436,2009,23422
6436,2010,23993
6436,2011,25011
6436,2012,25579
6436,2013,25404
6436,2014,25902
6436,2015,26265
6436,2016,26933
6436,2017,27633
6436,2018,28279
6436,2019,28897
6436,2020,29099
6437,2001,15409
6437,2002,15472
6437,2003,15895
6437,2004,15944
6437,2005,16428
6437,2006,16844
6437,2007,16787
6437,2008,17417
6437,2009,17709
6437,2010,18257
6437,2011,18959
6437,2012,19390
6437,2013,19709
6437,2014,20235
6437,2015,20588
6437,2016,21098
6437,2017,21479
6437,2018,22320
6437,2019,22726
6437,2020,22974
6438,2001,20061
6438,2002,19588
6438,2003,19661
6438,2004,19662
6438,2005,19915
6438,2006,20684
6438,2007,20611
6438,2008,20908
6438,2009,20960
6438,2010,21283
6438,2011,21963
6438,2012,22253
6438,2013,22369
6438,2014,22709
6438,2015,22914
6438,2016,23532
6438,2017,24149
6438,2018,24881
6438,2019,25126
6438,2020,25313
6439,2001,18118
6439,2002,18272
6439,2003,18888
6439,2004,19335
6439,2005,18872
6439,2006,19895
6439,2007,20318
6439,2008,20343
6439,2009,20842
6439,2010,21442
6439,2011,22226
6439,2012,22851
6439,2013,23076
6439,2014,23846
6439,2015,24008
6439,2016,24524
6439,2017,24988
6439,2018,26072
6439,2019,26461
6439,2020,26619
6440,2001,17622
6440,2002,17611
6440,2003,17772
6440,2004,18031
6440,2005,18231
6440,2006,18749
6440,2007,19093
6440,2008,19390
6440,2009,19678
6440,2010,20168
6440,2011,20978
6440,2012,21457
6440,2013,21663
6440,2014,22125
6440,2015,22739
6440,2016,23236
6440,2017,23723
6440,2018,24817
6440,2019,25156
6440,2020,25197
6531,2001,15761
6531,2002,15692
6531,2003,15973
6531,2004,16255
6531,2005,16555
6531,2006,17055
6531,2007,17052
6531,2008,17627
6531,2009,17658
6531,2010,18309
6531,2011,18613
6531,2012,18946
6531,2013,19057
6531,2014,19406
6531,2015,20041
6531,2016,20249
6531,2017,20717
6531,2018,21193
6531,2019,21609
6531,2020,21740
6532,2001,16731
6532,2002,16632
6532,2003,16990
6532,2004,17318
6532,2005,17659
6532,2006,18533
6532,2007,19094
6532,2008,18873
6532,2009,19076
6532,2010,19363
6532,2011,20061
6532,2012,20676
6532,2013,20758
6532,2014,21568
6532,2015,21930
6532,2016,22290
6532,2017,22988
6532,2018,22896
6532,2019,23294
6532,2020,23491
6533,2001,15587
6533,2002,15713
6533,2003,16102
6533,2004,16192
6533,2005,16567
6533,2006,17119
6533,2007,17045
6533,2008,17991
6533,2009,18208
6533,2010,18755
6533,2011,19332
6533,2012,19700
6533,2013,19830
6533,2014,20295
6533,2015,20690
6533,2016,21411
6533,2017,22079
6533,2018,23113
6533,2019,23502
6533,2020,23749
6534,2001,14825
6534,2002,14797
6534,2003,14998
6534,2004,15635
6534,2005,15645
6534,2006,16336
6534,2007,16493
6534,2008,17168
6534,2009,17208
6534,2010,17742
6534,2011,18304
6534,2012,18805
6534,2013,19047
6534,2014,19511
6534,2015,19794
6534,2016,20364
6534,2017,20869
6534,2018,21573
6534,2019,22065
6534,2020,22304
6535,2001,14918
6535,2002,15116
6535,2003,15517
6535,2004,15729
6535,2005,15990
6535,2006,16516
6535,2007,16702
6535,2008,17225
6535,2009,17286
6535,2010,17873
6535,2011,18991
6535,2012,19292
6535,2013,20355
6535,2014,20648
6535,2015,21189
6535,2016,20620
6535,2017,21130
6535,2018,22048
6535,2019,22658
6535,2020,22936
6611,2001,14785
6611,2002,14917
6611,2003,15344
6611,2004,15592
6611,2005,15688
6611,2006,16179
6611,2007,16414
6611,2008,16714
6611,2009,16949
6611,2010,17528
6611,2011,17740
6611,2012,17959
6611,2013,17848
6611,2014,18278
6611,2015,18565
6611,2016,18936
6611,2017,19296
6611,2018,19793
6611,2019,20365
6611,2020,20727
6631,2001,15602
6631,2002,15559
6631,2003,15794
6631,2004,15980
6631,2005,16606
6631,2006,17209
6631,2007,17846
6631,2008,17999
6631,2009,17895
6631,2010,18722
6631,2011,19235
6631,2012,19839
6631,2013,20034
6631,2014,20879
6631,2015,21235
6631,2016,21450
6631,2017,22425
6631,2018,23507
6631,2019,23528
6631,2020,23613
6632,2001,15292
6632,2002,15247
6632,2003,15627
6632,2004,16041
6632,2005,16020
6632,2006,16582
6632,2007,16861
6632,2008,17455
6632,2009,17609
6632,2010,18020
6632,2011,18706
6632,2012,19025
6632,2013,19279
6632,2014,19557
6632,2015,19960
6632,2016,20546
6632,2017,21357
6632,2018,21911
6632,2019,22454
6632,2020,22727
6633,2001,15617
6633,2002,15706
6633,2003,16410
6633,2004,16764
6633,2005,16830
6633,2006,17353
6633,2007,17632
6633,2008,18056
6633,2009,18598
6633,2010,19320
6633,2011,19830
6633,2012,20287
6633,2013,20505
6633,2014,20990
6633,2015,21210
6633,2016,21667
6633,2017,22050
6633,2018,22977
6633,2019,23479
6633,2020,23687
6634,2001,14895
6634,2002,14915
6634,2003,15360
6634,2004,15681
6634,2005,15837
6634,2006,16248
6634,2007,16528
6634,2008,17267
6634,2009,17336
6634,2010,18205
6634,2011,18781
6634,2012,19289
6634,2013,19298
6634,2014,19931
6634,2015,20389
6634,2016,20996
6634,2017,21342
6634,2018,22253
6634,2019,22858
6634,2020,23004
6635,2001,15336
6635,2002,15555
6635,2003,16341
6635,2004,16779
6635,2005,16568
6635,2006,16695
6635,2007,16637
6635,2008,17252
6635,2009,17680
6635,2010,18349
6635,2011,18987
6635,2012,19460
6635,2013,19492
6635,2014,19987
6635,2015,20370
6635,2016,21037
6635,2017,22025
6635,2018,22523
6635,2019,23124
6635,2020,23255
6636,2001,14854
6636,2002,14816
6636,2003,15259
6636,2004,15337
6636,2005,15449
6636,2006,15817
6636,2007,16044
6636,2008,16600
6636,2009,16838
6636,2010,17365
6636,2011,17937
6636,2012,18326
6636,2013,18419
6636,2014,18772
6636,2015,19208
6636,2016,20014
6636,2017,20106
6636,2018,20831
6636,2019,21319
6636,2020,21692
7111,2001,17031
7111,2002,16699
7111,2003,16794
7111,2004,17047
7111,2005,17331
7111,2006,17800
7111,2007,18100
7111,2008,18300
7111,2009,18631
7111,2010,18566
7111,2011,19128
7111,2012,19463
7111,2013,19425
7111,2014,19730
7111,2015,20270
7111,2016,20910
7111,2017,21074
7111,2018,21600
7111,2019,21630
7111,2020,22263
7131,2001,16472
7131,2002,16392
7131,2003,16843
7131,2004,17508
7131,2005,17729
7131,2006,18247
7131,2007,18623
7131,2008,18980
7131,2009,19694
7131,2010,19731
7131,2011,20425
7131,2012,20750
7131,2013,20958
7131,2014,21189
7131,2015,21971
7131,2016,22593
7131,2017,23103
7131,2018,24267
7131,2019,24102
7131,2020,24567
7132,2001,15252
7132,2002,15202
7132,2003,15563
7132,2004,16086
7132,2005,16457
7132,2006,17031
7132,2007,17557
7132,2008,17744
7132,2009,18106
7132,2010,17944
7132,2011,18586
7132,2012,19065
7132,2013,19145
7132,2014,19535
7132,2015,20013
7132,2016,20659
7132,2017,21332
7132,2018,22485
7132,2019,22622
7132,2020,23071
7133,2001,16474
7133,2002,16431
7133,2003,16974
7133,2004,17694
7133,2005,17821
7133,2006,18147
7133,2007,18356
7133,2008,18477
7133,2009,18872
7133,2010,18883
7133,2011,19347
7133,2012,19685
7133,2013,19734
7133,2014,20078
7133,2015,20709
7133,2016,21187
7133,2017,21575
7133,2018,22314
7133,2019,22574
7133,2020,23175
7134,2001,15686
7134,2002,15515
7134,2003,16004
7134,2004,16662
7134,2005,16939
7134,2006,17512
7134,2007,17837
7134,2008,17984
7134,2009,18485
7134,2010,18291
7134,2011,18857
7134,2012,19147
7134,2013,19357
7134,2014,19683
7134,2015,20078
7134,2016,20742
7134,2017,21062
7134,2018,22338
7134,2019,22159
7134,2020,22633
7135,2001,15561
7135,2002,15314
7135,2003,15696
7135,2004,16269
7135,2005,16627
7135,2006,17195
7135,2007,17632
7135,2008,18018
7135,2009,18672
7135,2010,18731
7135,2011,19139
7135,2012,19300
7135,2013,19406
7135,2014,19966
7135,2015,20754
7135,2016,21273
7135,2017,22000
7135,2018,22887
7135,2019,23076
7135,2020,23479
7137,2001,16134
7137,2002,16033
7137,2003,16474
7137,2004,17089
7137,2005,17392
7137,2006,17900
7137,2007,18208
7137,2008,18368
7137,2009,18876
7137,2010,18815
7137,2011,19522
7137,2012,19981
7137,2013,20272
7137,2014,20259
7137,2015,20716
7137,2016,21374
7137,2017,21844
7137,2018,22839
7137,2019,22992
7137,2020,23503
7138,2001,16918
7138,2002,16709
7138,2003,17091
7138,2004,17689
7138,2005,18224
7138,2006,19078
7138,2007,19697
7138,2008,19620
7138,2009,19976
7138,2010,19527
7138,2011,20144
7138,2012,20704
7138,2013,20499
7138,2014,20959
7138,2015,21512
7138,2016,22159
7138,2017,22722
7138,2018,23400
7138,2019,23678
7138,2020,24063
7140,2001,15518.0090793292
7140,2002,15525.9548082658
7140,2003,15978.9402728229
7140,2004,16705.8973404402
7140,2005,16987.9225155568
7140,2006,17544.9256403867
7140,2007,17964.9299023549
7140,2008,18278.945022767
7140,2009,18833.9691025786
7140,2010,18853.976785826
7140,2011,19697.8956770687
7140,2012,20398.7939346281
7140,2013,20655.7660843126
7140,2014,21331
7140,2015,22215
7140,2016,22788
7140,2017,22891
7140,2018,24143
7140,2019,24428
7140,2020,24783
7141,2001,16752
7141,2002,16471
7141,2003,16696
7141,2004,17105
7141,2005,17379
7141,2006,17891
7141,2007,18276
7141,2008,18511
7141,2009,19017
7141,2010,19022
7141,2011,19599
7141,2012,19866
7141,2013,20077
7141,2014,20267
7141,2015,20856
7141,2016,21106
7141,2017,21569
7141,2018,22343
7141,2019,22707
7141,2020,23210
7143,2001,16857
7143,2002,16601
7143,2003,16996
7143,2004,17574
7143,2005,18038
7143,2006,18743
7143,2007,19255
7143,2008,19449
7143,2009,20055
7143,2010,19888
7143,2011,21068
7143,2012,21450
7143,2013,22582
7143,2014,22221
7143,2015,23124
7143,2016,24388
7143,2017,23704
7143,2018,24773
7143,2019,24601
7143,2020,24939
7211,2001,14900
7211,2002,14959
7211,2003,15494
7211,2004,16272
7211,2005,16702
7211,2006,17162
7211,2007,17414
7211,2008,17563
7211,2009,18020
7211,2010,17813
7211,2011,18288
7211,2012,18507
7211,2013,18563
7211,2014,18759
7211,2015,18756
7211,2016,19279
7211,2017,20311
7211,2018,21138
7211,2019,21546
7211,2020,22207
7231,2001,15968
7231,2002,15860
7231,2003,16442
7231,2004,17258
7231,2005,17695
7231,2006,18453
7231,2007,18981
7231,2008,19377
7231,2009,20266
7231,2010,20305
7231,2011,20652
7231,2012,20769
7231,2013,20480
