county,year,share_manufacturing_regstat,working_population_regstat,manufacturing_regstat
1001,2001,15.669014084507,56800,8900
1001,2002,15.2173913043478,55200,8400
1001,2003,15.1571164510166,54100,8200
1001,2004,14.7388059701493,53600,7900
1001,2005,13.9705882352941,54400,7600
1001,2006,13.1672597864769,56200,7400
1001,2007,12.6537785588752,56900,7200
1001,2008,11.7750439367311,56900,6700
1001,2009,10.6007067137809,56600,6000
1001,2010,9.80392156862745,56100,5500
1001,2011,9.31899641577061,55800,5200
1001,2012,9.6085409252669,56200,5400
1001,2013,9.80735551663748,57100,5600
1001,2014,9.68858131487889,57800,5600
1001,2015,9.55631399317406,58600,5600
1001,2016,9.5959595959596,59400,5700
1001,2017,9.68280467445743,59900,5800
1001,2018,9.67213114754098,61000,5900
1001,2019,9.74025974025974,61600,6000
1001,2020,9.64052287581699,61200,5900
1002,2001,9.96119016817594,154600,15400
1002,2002,9.86928104575163,153000,15100
1002,2003,9.66887417218543,151000,14600
1002,2004,9.43271767810026,151600,14300
1002,2005,8.83322346736981,151700,13400
1002,2006,8.3495145631068,154500,12900
1002,2007,8.31202046035806,156400,13000
1002,2008,8.39116719242902,158500,13300
1002,2009,8.34378920953576,159400,13300
1002,2010,8.17610062893082,159000,13000
1002,2011,8.04239401496259,160400,12900
1002,2012,7.99752014879107,161300,12900
1002,2013,8.20073439412485,163400,13400
1002,2014,8.15347721822542,166800,13600
1002,2015,8.12574139976275,168600,13700
1002,2016,8.0188679245283,169600,13600
1002,2017,8.05134189031505,171400,13800
1002,2018,8.13148788927336,173400,14100
1002,2019,8.30961866818441,175700,14600
1002,2020,8.69565217391304,174800,15200
1003,2001,13.2825719120135,118200,15700
1003,2002,13.4302822925577,116900,15700
1003,2003,13.0509939498704,115700,15100
1003,2004,12.7622377622378,114400,14600
1003,2005,12.4448367166814,113300,14100
1003,2006,12.2077922077922,115500,14100
1003,2007,12.3194562446899,117700,14500
1003,2008,12.5516102394715,121100,15200
1003,2009,12.3762376237624,121200,15000
1003,2010,11.9512195121951,123000,14700
1003,2011,11.7977528089888,124600,14700
1003,2012,11.8347895154885,125900,14900
1003,2013,12.1261115602264,123700,15000
1003,2014,12.214983713355,122800,15000
1003,2015,12.5506072874494,123500,15500
1003,2016,12.7490039840637,125500,16000
1003,2017,13.125,128000,16800
1003,2018,13.302752293578,130800,17400
1003,2019,13.4485349361382,133100,17900
1003,2020,13.5440180586907,132900,18000
1004,2001,16.9164882226981,46700,7900
1004,2002,16.304347826087,46000,7500
1004,2003,15.7079646017699,45200,7100
1004,2004,15.1785714285714,44800,6800
1004,2005,14.7392290249433,44100,6500
1004,2006,14.0589569160998,44100,6200
1004,2007,13.5857461024499,44900,6100
1004,2008,13.3620689655172,46400,6200
1004,2009,12.5,47200,5900
1004,2010,12.0762711864407,47200,5700
1004,2011,12.1085594989562,47900,5800
1004,2012,11.9246861924686,47800,5700
1004,2013,11.6424116424116,48100,5600
1004,2014,11.5463917525773,48500,5600
1004,2015,11.1561866125761,49300,5500
1004,2016,10.5058365758755,51400,5400
1004,2017,10.4961832061069,52400,5500
1004,2018,10.7142857142857,53200,5700
1004,2019,11.1524163568773,53800,6000
1004,2020,10.90573012939,54100,5900
1051,2001,14.070351758794,59700,8400
1051,2002,13.6752136752137,58500,8000
1051,2003,13.7745974955277,55900,7700
1051,2004,12.5673249551167,55700,7000
1051,2005,12.2302158273381,55600,6800
1051,2006,12.8390596745027,55300,7100
1051,2007,12.9032258064516,55800,7200
1051,2008,13.3099824868651,57100,7600
1051,2009,13.1907308377897,56100,7400
1051,2010,12.9893238434164,56200,7300
1051,2011,13.0281690140845,56800,7400
1051,2012,13.1810193321617,56900,7500
1051,2013,12.9757785467128,57800,7500
1051,2014,12.8644939965695,58300,7500
1051,2015,12.6712328767123,58400,7400
1051,2016,12.3953098827471,59700,7400
1051,2017,12.396694214876,60500,7500
1051,2018,12.5816993464052,61200,7700
1051,2019,12.8,62500,8000
1051,2020,12.6602564102564,62400,7900
1053,2001,16.9544740973312,63700,10800
1053,2002,16.5891472868217,64500,10700
1053,2003,16.09375,64000,10300
1053,2004,15.3364632237872,63900,9800
1053,2005,14.53125,64000,9300
1053,2006,14.5085803432137,64100,9300
1053,2007,14.7239263803681,65200,9600
1053,2008,15.0769230769231,65000,9800
1053,2009,15.0537634408602,65100,9800
1053,2010,14.525993883792,65400,9500
1053,2011,14.1353383458647,66500,9400
1053,2012,14.2215568862275,66800,9500
1053,2013,14.3916913946588,67400,9700
1053,2014,13.8187221396731,67300,9300
1053,2015,13.4416543574594,67700,9100
1053,2016,12.9548762736536,68700,8900
1053,2017,13.0559540889527,69700,9100
1053,2018,12.5528913963329,70900,8900
1053,2019,12.1848739495798,71400,8700
1053,2020,12.2905027932961,71600,8800
1054,2001,9.74106041923551,81100,7900
1054,2002,9.52970297029703,80800,7700
1054,2003,9.2964824120603,79600,7400
1054,2004,9.28481806775408,79700,7400
1054,2005,9.27318295739348,79800,7400
1054,2006,8.7173100871731,80300,7000
1054,2007,8.5995085995086,81400,7000
1054,2008,8.48484848484849,82500,7000
1054,2009,8.76777251184834,84400,7400
1054,2010,8.62470862470862,85800,7400
1054,2011,8.64055299539171,86800,7500
1054,2012,8.55188141391106,87700,7500
1054,2013,8.44748858447489,87600,7400
1054,2014,8.31435079726652,87800,7300
1054,2015,8.47457627118644,88500,7500
1054,2016,8.51769911504425,90400,7700
1054,2017,8.09312638580931,90200,7300
1054,2018,7.88608981380066,91300,7200
1054,2019,7.9175704989154,92200,7300
1054,2020,8.00865800865801,92400,7400
1055,2001,9.04761904761905,84000,7600
1055,2002,8.97129186602871,83600,7500
1055,2003,8.76979293544458,82100,7200
1055,2004,8.78048780487805,82000,7200
1055,2005,8.79120879120879,81900,7200
1055,2006,9.01339829476248,82100,7400
1055,2007,9.22330097087379,82400,7600
1055,2008,9.01442307692308,83200,7500
1055,2009,9.00360144057623,83300,7500
1055,2010,8.85167464114833,83600,7400
1055,2011,8.86524822695036,84600,7500
1055,2012,8.82694541231127,86100,7600
1055,2013,9.00692840646651,86600,7800
1055,2014,9.11161731207289,87800,8000
1055,2015,8.79368658399098,88700,7800
1055,2016,8.81696428571429,89600,7900
1055,2017,9.06077348066298,90500,8200
1055,2018,9.02173913043478,92000,8300
1055,2019,8.82669537136706,92900,8200
1055,2020,8.96328293736501,92600,8300
1056,2001,17.1758876961189,121100,20800
1056,2002,17.0975813177648,119900,20500
1056,2003,17.2704296545914,118700,20500
1056,2004,17.1284634760705,119100,20400
1056,2005,17.1041490262489,118100,20200
1056,2006,16.9491525423729,118000,20000
1056,2007,17.0141784820684,119900,20400
1056,2008,17.3770491803279,122000,21200
1056,2009,17.2131147540984,122000,21000
1056,2010,16.9129720853859,121800,20600
1056,2011,16.9887278582931,124200,21100
1056,2012,17.1588188347965,125300,21500
1056,2013,17.0517928286853,125500,21400
1056,2014,16.8655529037391,125700,21200
1056,2015,16.9437846397466,126300,21400
1056,2016,16.523101018011,127700,21100
1056,2017,16.8339768339768,129500,21800
1056,2018,16.6919575113809,131800,22000
1056,2019,16.5537998495109,132900,22000
1056,2020,16.0876132930514,132400,21300
1057,2001,9.21658986175115,43400,4000
1057,2002,9.15492957746479,42600,3900
1057,2003,8.83054892601432,41900,3700
1057,2004,8.57142857142857,42000,3600
1057,2005,8.37320574162679,41800,3500
1057,2006,8.59188544152745,41900,3600
1057,2007,8.70588235294118,42500,3700
1057,2008,9.04872389791183,43100,3900
1057,2009,8.71559633027523,43600,3800
1057,2010,8.52534562211982,43400,3700
1057,2011,8.8785046728972,42800,3800
1057,2012,9.02612826603325,42100,3800
1057,2013,8.9622641509434,42400,3800
1057,2014,8.94117647058824,42500,3800
1057,2015,8.66510538641686,42700,3700
1057,2016,8.7962962962963,43200,3800
1057,2017,9.56719817767654,43900,4200
1057,2018,9.23423423423423,44400,4100
1057,2019,9.31263858093126,45100,4200
1057,2020,9.59821428571429,44800,4300
1058,2001,9.83020554066131,111900,11000
1058,2002,9.6342551293488,112100,10800
1058,2003,9.63302752293578,109000,10500
1058,2004,9.63302752293578,109000,10500
1058,2005,9.43223443223443,109200,10300
1058,2006,9.30656934306569,109600,10200
1058,2007,9.63096309630963,111100,10700
1058,2008,9.88526037069726,113300,11200
1058,2009,9.73451327433628,113000,11000
1058,2010,9.33333333333333,112500,10500
1058,2011,9.48581560283688,112800,10700
1058,2012,9.67458223394899,113700,11000
1058,2013,9.64912280701754,114000,11000
1058,2014,9.82456140350877,114000,11200
1058,2015,9.45709281961471,114200,10800
1058,2016,9.32642487046632,115800,10800
1058,2017,10.1180438448567,118600,12000
1058,2018,10.0917431192661,119900,12100
1058,2019,9.69597370583402,121700,11800
1058,2020,9.14332784184514,121400,11100
1059,2001,8.7696335078534,76400,6700
1059,2002,8.85072655217966,75700,6700
1059,2003,8.8,75000,6600
1059,2004,8.8,75000,6600
1059,2005,9.04183535762483,74100,6700
1059,2006,9.29919137466307,74200,6900
1059,2007,9.67320261437909,76500,7400
1059,2008,9.62772785622593,77900,7500
1059,2009,9.34699103713188,78100,7300
1059,2010,9.23076923076923,78000,7200
1059,2011,9.4577553593947,79300,7500
1059,2012,9.46969696969697,79200,7500
1059,2013,9.5,80000,7600
1059,2014,9.44099378881988,80500,7600
1059,2015,9.16870415647922,81800,7500
1059,2016,9.34466019417476,82400,7700
1059,2017,9.375,83200,7800
1059,2018,9.30506478209658,84900,7900
1059,2019,9.31315483119907,85900,8000
1059,2020,9.26143024618992,85300,7900
1060,2001,17.5021987686895,113700,19900
1060,2002,17.4336283185841,113000,19700
1060,2003,17.1581769436997,111900,19200
1060,2004,17.1403197158082,112600,19300
1060,2005,17.0535714285714,112000,19100
1060,2006,16.8,112500,18900
1060,2007,16.5654813529922,115300,19100
1060,2008,17.083692838654,115900,19800
1060,2009,17.115551694179,115100,19700
1060,2010,16.7832167832168,114400,19200
1060,2011,16.4513350559862,116100,19100
1060,2012,16.1676646706587,116900,18900
1060,2013,15.989847715736,118200,18900
1060,2014,15.8823529411765,119000,18900
1060,2015,16.0361842105263,121600,19500
1060,2016,16.0194174757282,123600,19800
1060,2017,16.1470823341327,125100,20200
1060,2018,16.1163522012579,127200,20500
1060,2019,16.3551401869159,128400,21000
1060,2020,16.4705882352941,127500,21000
1061,2001,16.0068846815835,58100,9300
1061,2002,15.7068062827225,57300,9000
1061,2003,15.2753108348135,56300,8600
1061,2004,14.954954954955,55500,8300
1061,2005,14.7810218978102,54800,8100
1061,2006,14.4688644688645,54600,7900
1061,2007,14.3897996357013,54900,7900
1061,2008,14.5985401459854,54800,8000
1061,2009,14.4688644688645,54600,7900
1061,2010,14.0794223826715,55400,7800
1061,2011,14.568345323741,55600,8100
1061,2012,14.5161290322581,55800,8100
1061,2013,14.2342342342342,55500,7900
1061,2014,13.9240506329114,55300,7700
1061,2015,13.4301270417423,55100,7400
1061,2016,13.5623869801085,55300,7500
1061,2017,14.0319715808171,56300,7900
1061,2018,14.0845070422535,56800,8000
1061,2019,13.9896373056995,57900,8100
1061,2020,14.0625,57600,8100
1062,2001,23.4619395203337,95900,22500
1062,2002,22.9253112033195,96400,22100
1062,2003,22.7557411273487,95800,21800
1062,2004,22.0739219712526,97400,21500
1062,2005,21.6463414634146,98400,21300
1062,2006,21.1693548387097,99200,21000
1062,2007,21.0266535044423,101300,21300
1062,2008,21.2062256809339,102800,21800
1062,2009,19.8868991517436,106100,21100
1062,2010,18.6376537369915,105700,19700
1062,2011,18.5324553151458,106300,19700
1062,2012,18.4037558685446,106500,19600
1062,2013,18.3520599250936,106800,19600
1062,2014,18.1232750689972,108700,19700
1062,2015,17.7317731773177,111100,19700
1062,2016,17.4336283185841,113000,19700
1062,2017,17.560553633218,115600,20300
1062,2018,17.5021240441801,117700,20600
1062,2019,17.5777964676198,118900,20900
1062,2020,17.4350377200335,119300,20800
2000,2001,10.7142857142857,1058400,113400
2000,2002,10.5358332540211,1050700,110700
2000,2003,10.2704783906054,1038900,106700
2000,2004,9.94337268451867,1041900,103600
2000,2005,9.62124095926913,1050800,101100
2000,2006,9.4256120527307,1062000,100100
2000,2007,9.29333824070666,1086800,101000
2000,2008,9.13168281306064,1114800,101800
2000,2009,8.88594164456233,1131000,100500
2000,2010,8.51455629603648,1140400,97100
2000,2011,8.48029045643154,1156800,98100
2000,2012,8.36940836940837,1178100,98600
2000,2013,8.3710407239819,1193400,99900
2000,2014,8.39224819096731,1202300,100900
2000,2015,8.31957741828986,1211600,100800
2000,2016,8.18623481781376,1235000,101100
2000,2017,8.16277773353508,1255700,102500
2000,2018,8.03108808290156,1273800,102300
2000,2019,8.11500115928588,1293900,105000
2000,2020,8.11145510835913,1292000,104800
3101,2001,15.4666666666667,150000,23200
3101,2002,15.1742993848257,146300,22200
3101,2003,15.5601659751037,144600,22500
3101,2004,15.2263374485597,145800,22200
3101,2005,15.1138716356108,144900,21900
3101,2006,14.7742818057456,146200,21600
3101,2007,14.343163538874,149200,21400
3101,2008,14.5053475935829,149600,21700
3101,2009,14.1810918774967,150200,21300
3101,2010,13.942628418946,149900,20900
3101,2011,13.8815789473684,152000,21100
3101,2012,13.8620245003224,155100,21500
3101,2013,13.6421319796954,157600,21500
3101,2014,13.6024844720497,161000,21900
3101,2015,13.5603715170279,161500,21900
3101,2016,13.6919315403423,163600,22400
3101,2017,13.4939759036145,166000,22400
3101,2018,13.2659131469363,168100,22300
3101,2019,13.5103244837758,169500,22900
3101,2020,13.1985731272295,168200,22200
3102,2001,44.0619621342513,58100,25600
3102,2002,43.7392795883362,58300,25500
3102,2003,44.424778761062,56500,25100
3102,2004,43.6170212765958,56400,24600
3102,2005,43.8502673796791,56100,24600
3102,2006,43.8061041292639,55700,24400
3102,2007,43.2675044883303,55700,24100
3102,2008,44.2652329749104,55800,24700
3102,2009,44.070796460177,56500,24900
3102,2010,43.8405797101449,55200,24200
3102,2011,43.557168784029,55100,24000
3102,2012,43.2432432432432,55500,24000
3102,2013,43.4704830053667,55900,24300
3102,2014,43.7062937062937,57200,25000
3102,2015,43.3566433566434,57200,24800
3102,2016,42.8571428571429,57400,24600
3102,2017,43.1818181818182,57200,24700
3102,2018,42.7083333333333,57600,24600
3102,2019,42.0962199312715,58200,24500
3102,2020,41.5652173913044,57500,23900
3103,2001,55.4884189325277,99300,55100
3103,2002,54.1458541458542,100100,54200
3103,2003,52.8089887640449,106800,56400
3103,2004,53.4514925373134,107200,57300
3103,2005,53.4351145038168,104800,56000
3103,2006,51.8304431599229,103800,53800
3103,2007,48.7179487179487,105300,51300
3103,2008,48.5130111524164,107600,52200
3103,2009,50,108600,54300
3103,2010,48.9071038251366,109800,53700
3103,2011,46.792130025663,116900,54700
3103,2012,46.16,125000,57700
3103,2013,47.3317865429234,129300,61200
3103,2014,50.2332814930016,128600,64600
3103,2015,50.7645259938838,130800,66400
3103,2016,51.0670731707317,131200,67000
3103,2017,51.8348623853211,130800,67800
3103,2018,52.2831050228311,131400,68700
3103,2019,52.6475037821483,132200,69600
3103,2020,52.9816513761468,130800,69300
3151,2001,16.7664670658683,50100,8400
3151,2002,15.9135559921415,50900,8100
3151,2003,15.1631477927063,52100,7900
3151,2004,14.828897338403,52600,7800
3151,2005,14.0684410646388,52600,7400
3151,2006,13.4099616858238,52200,7000
3151,2007,13.2183908045977,52200,6900
3151,2008,13.2325141776938,52900,7000
3151,2009,12.8252788104089,53800,6900
3151,2010,12.6159554730983,53900,6800
3151,2011,12.7541589648799,54100,6900
3151,2012,12.8390596745027,55300,7100
3151,2013,12.4777183600713,56100,7000
3151,2014,12.829525483304,56900,7300
3151,2015,12.5,57600,7200
3151,2016,12.2413793103448,58000,7100
3151,2017,12.2837370242215,57800,7100
3151,2018,12.2689075630252,59500,7300
3151,2019,11.8136439267887,60100,7100
3151,2020,11.8333333333333,60000,7100
3153,2001,18.98355754858,66900,12700
3153,2002,18.4848484848485,66000,12200
3153,2003,17.7293934681182,64300,11400
3153,2004,16.9781931464174,64200,10900
3153,2005,16.4296998420221,63300,10400
3153,2006,15.9489633173844,62700,10000
3153,2007,16.16,62500,10100
3153,2008,16.3987138263666,62200,10200
3153,2009,15.670436187399,61900,9700
3153,2010,15.3970826580227,61700,9500
3153,2011,15.6451612903226,62000,9700
3153,2012,16.1550888529887,61900,10000
3153,2013,15.8064516129032,62000,9800
3153,2014,15.3473344103393,61900,9500
3153,2015,15.1857835218094,61900,9400
3153,2016,13.8933764135703,61900,8600
3153,2017,14.0549273021002,61900,8700
3153,2018,14.4444444444444,63000,9100
3153,2019,14.7619047619048,63000,9300
3153,2020,14.8208469055375,61400,9100
3154,2001,14.0983606557377,30500,4300
3154,2002,11.8881118881119,28600,3400
3154,2003,12.5423728813559,29500,3700
3154,2004,12.1212121212121,29700,3600
3154,2005,11.986301369863,29200,3500
3154,2006,11.7647058823529,28900,3400
3154,2007,12.1951219512195,28700,3500
3154,2008,12.5874125874126,28600,3600
3154,2009,12.5,28800,3600
3154,2010,12.1951219512195,28700,3500
3154,2011,12.3287671232877,29200,3600
3154,2012,12.8378378378378,29600,3800
3154,2013,12.751677852349,29800,3800
3154,2014,13.3561643835616,29200,3900
3154,2015,14.1414141414141,29700,4200
3154,2016,13.2450331125828,30200,4000
3154,2017,12.0401337792642,29900,3600
3154,2018,11.7647058823529,30600,3600
3154,2019,11.038961038961,30800,3400
3154,2020,10.7843137254902,30600,3300
3155,2001,24.0863787375415,60200,14500
3155,2002,23.4006734006734,59400,13900
3155,2003,23.3502538071066,59100,13800
3155,2004,22.8813559322034,59000,13500
3155,2005,22.9452054794521,58400,13400
3155,2006,22.8130360205832,58300,13300
3155,2007,22.8040540540541,59200,13500
3155,2008,23,60000,13800
3155,2009,22.1476510067114,59600,13200
3155,2010,21.6442953020134,59600,12900
3155,2011,21.558872305141,60300,13000
3155,2012,22.1105527638191,59700,13200
3155,2013,21.8333333333333,60000,13100
3155,2014,21.2020033388982,59900,12700
3155,2015,21.0264900662252,60400,12700
3155,2016,21.4285714285714,61600,13200
3155,2017,24.0710823909532,61900,14900
3155,2018,24.91961414791,62200,15500
3155,2019,25.1207729468599,62100,15600
3155,2020,23.9737274220033,60900,14600
3157,2001,22.0982142857143,44800,9900
3157,2002,20.979020979021,42900,9000
3157,2003,21.3151927437642,44100,9400
3157,2004,19.9546485260771,44100,8800
3157,2005,18.8940092165899,43400,8200
3157,2006,17.7829099307159,43300,7700
3157,2007,17.5925925925926,43200,7600
3157,2008,17.8240740740741,43200,7700
3157,2009,17.2811059907834,43400,7500
3157,2010,16.5898617511521,43400,7200
3157,2011,16.0997732426304,44100,7100
3157,2012,16.0270880361174,44300,7100
3157,2013,15.990990990991,44400,7100
3157,2014,15.4195011337868,44100,6800
3157,2015,15.2466367713004,44600,6800
3157,2016,14.8230088495575,45200,6700
3157,2017,14.6341463414634,45100,6600
3157,2018,14.5336225596529,46100,6700
3157,2019,14.4086021505376,46500,6700
3157,2020,13.5076252723312,45900,6200
3158,2001,14.8148148148148,35100,5200
3158,2002,13.2183908045977,34800,4600
3158,2003,14.0401146131805,34900,4900
3158,2004,13.3704735376045,35900,4800
3158,2005,12.8851540616246,35700,4600
3158,2006,12.2905027932961,35800,4400
3158,2007,11.9444444444444,36000,4300
3158,2008,12.3249299719888,35700,4400
3158,2009,11.4206128133705,35900,4100
3158,2010,10.803324099723,36100,3900
3158,2011,11.0497237569061,36200,4000
3158,2012,11.5384615384615,36400,4200
3158,2013,11.5384615384615,36400,4200
3158,2014,11.5384615384615,36400,4200
3158,2015,11.5384615384615,36400,4200
3158,2016,11.6847826086957,36800,4300
3158,2017,11.6531165311653,36900,4300
3158,2018,11.8598382749326,37100,4400
3158,2019,11.7962466487936,37300,4400
3158,2020,11.260053619303,37300,4200
3159,2001,,,
3159,2002,,,
3159,2003,,,
3159,2004,,,
3159,2005,,,
3159,2006,,,
3159,2007,,,
3159,2008,,,
3159,2009,,,
3159,2010,,,
3159,2011,,,
3159,2012,,,
3159,2013,,,
3159,2014,,,
3159,2015,,,
3159,2016,15.3890160183066,174800,26900
3159,2017,15.6214367160775,175400,27400
3159,2018,15.3933220147142,176700,27200
3159,2019,15.2076318742985,178200,27100
3159,2020,14.9516770892553,175900,26300
3241,2001,13.5253495031161,593700,80300
3241,2002,13.3169934640523,612000,81500
3241,2003,12.7940429852767,590900,75600
3241,2004,12.4059521819094,598100,74200
3241,2005,12.0220404074136,598900,72000
3241,2006,11.5416459678755,603900,69700
3241,2007,11.1874386653582,611400,68400
3241,2008,11.1416114968513,619300,69000
3241,2009,10.9830291386487,624600,68600
3241,2010,10.7849393746012,626800,67600
3241,2011,10.6832886223765,633700,67700
3241,2012,10.771880382026,638700,68800
3241,2013,10.8534322820037,646800,70200
3241,2014,10.7441789681936,657100,70600
3241,2015,10.7105144063961,662900,71000
3241,2016,10.6168446026097,674400,71600
3241,2017,10.6969919295671,681500,72900
3241,2018,10.8296943231441,687000,74400
3241,2019,10.7173725151253,694200,74400
3241,2020,10.6234558930388,688100,73100
3251,2001,16.7630057803468,86500,14500
3251,2002,16.8646080760095,84200,14200
3251,2003,16.4960182025028,87900,14500
3251,2004,16.3615560640732,87400,14300
3251,2005,16.087962962963,86400,13900
3251,2006,16.2442396313364,86800,14100
3251,2007,16.0815402038505,88300,14200
3251,2008,16.2402669632925,89900,14600
3251,2009,15.5457552370452,90700,14100
3251,2010,15.7721796276013,91300,14400
3251,2011,15.8679446219382,93900,14900
3251,2012,16.0919540229885,95700,15400
3251,2013,16.008316008316,96200,15400
3251,2014,16.5637860082305,97200,16100
3251,2015,16.5644171779141,97800,16200
3251,2016,16.751269035533,98500,16500
3251,2017,16.6338582677165,101600,16900
3251,2018,16.9260700389105,102800,17400
3251,2019,16.859344894027,103800,17500
3251,2020,16.5369649805447,102800,17000
3252,2001,22.6969292389853,74900,17000
3252,2002,21.2080536912752,74500,15800
3252,2003,21.0306406685237,71800,15100
3252,2004,19.9442119944212,71700,14300
3252,2005,19.0476190476191,71400,13600
3252,2006,17.7304964539007,70500,12500
3252,2007,16.951566951567,70200,11900
3252,2008,17.4037089871612,70100,12200
3252,2009,16.9034090909091,70400,11900
3252,2010,16.6666666666667,69600,11600
3252,2011,17.1428571428571,70000,12000
3252,2012,17.5965665236052,69900,12300
3252,2013,17.5539568345324,69500,12200
3252,2014,17,70000,11900
3252,2015,16.8812589413448,69900,11800
3252,2016,17.1830985915493,71000,12200
3252,2017,16.7358229598893,72300,12100
3252,2018,17.1830985915493,71000,12200
3252,2019,17.2073342736248,70900,12200
3252,2020,17.310443490701,69900,12100
3254,2001,21.031746031746,126000,26500
3254,2002,21.2940212940213,122100,26000
3254,2003,20.8163265306122,122500,25500
3254,2004,20.2746365105008,123800,25100
3254,2005,20.1144726083401,122300,24600
3254,2006,19.8849630238291,121700,24200
3254,2007,19.7551020408163,122500,24200
3254,2008,20.0163398692811,122400,24500
3254,2009,19.2118226600985,121800,23400
3254,2010,18.6218211648893,121900,22700
3254,2011,18.5004074979625,122700,22700
3254,2012,18.578352180937,123800,23000
3254,2013,18.5064935064935,123200,22800
3254,2014,18.2995951417004,123500,22600
3254,2015,17.7849636216653,123700,22000
3254,2016,17.9282868525896,125500,22500
3254,2017,17.9163378058406,126700,22700
3254,2018,17.8348909657321,128400,22900
3254,2019,17.8210116731518,128500,22900
3254,2020,17.2712933753943,126800,21900
3255,2001,35,34000,11900
3255,2002,33.6391437308868,32700,11000
3255,2003,32.8025477707006,31400,10300
3255,2004,31.1897106109325,31100,9700
3255,2005,31.3725490196078,30600,9600
3255,2006,29.7658862876254,29900,8900
3255,2007,28.5714285714286,30100,8600
3255,2008,28.7128712871287,30300,8700
3255,2009,28.5245901639344,30500,8700
3255,2010,28.3828382838284,30300,8600
3255,2011,29.0429042904291,30300,8800
3255,2012,29.5302013422819,29800,8800
3255,2013,29.7658862876254,29900,8900
3255,2014,29.6666666666667,30000,8900
3255,2015,29.8013245033113,30200,9000
3255,2016,29.7385620915033,30600,9100
3255,2017,29.8360655737705,30500,9100
3255,2018,30.1282051282051,31200,9400
3255,2019,30.5732484076433,31400,9600
3255,2020,29.903536977492,31100,9300
3256,2001,19.9248120300752,53200,10600
3256,2002,19.2460317460317,50400,9700
3256,2003,18.7007874015748,50800,9500
3256,2004,17.7734375,51200,9100
3256,2005,17.0923379174853,50900,8700
3256,2006,16.9291338582677,50800,8600
3256,2007,17.3489278752437,51300,8900
3256,2008,17.8988326848249,51400,9200
3256,2009,17.1206225680934,51400,8800
3256,2010,16.5703275529865,51900,8600
3256,2011,16.4461247637051,52900,8700
3256,2012,16.8207024029575,54100,9100
3256,2013,16.970802919708,54800,9300
3256,2014,16.9064748201439,55600,9400
3256,2015,17.0556552962298,55700,9500
3256,2016,17.5627240143369,55800,9800
3256,2017,17.283950617284,56700,9800
3256,2018,17.6470588235294,57800,10200
3256,2019,17.5767918088737,58600,10300
3256,2020,16.7808219178082,58400,9800
3257,2001,21.6039279869067,61100,13200
3257,2002,20.4878048780488,61500,12600
3257,2003,20,60000,12000
3257,2004,19.3708609271523,60400,11700
3257,2005,18.6241610738255,59600,11100
3257,2006,20.3252032520325,61500,12500
3257,2007,18.1372549019608,61200,11100
3257,2008,17.9032258064516,62000,11100
3257,2009,17.1799027552674,61700,10600
3257,2010,17.0212765957447,61100,10400
3257,2011,16.7479674796748,61500,10300
3257,2012,16.8012924071082,61900,10400
3257,2013,16.7471819645733,62100,10400
3257,2014,16.4536741214058,62600,10300
3257,2015,16.3265306122449,63700,10400
3257,2016,16.1993769470405,64200,10400
3257,2017,16,65000,10400
3257,2018,16.0550458715596,65400,10500
3257,2019,15.9817351598174,65700,10500
3257,2020,15.3495440729483,65800,10100
3351,2001,14.9214659685864,76400,11400
3351,2002,13.5135135135135,74000,10000
3351,2003,14.7410358565737,75300,11100
3351,2004,14.5118733509235,75800,11000
3351,2005,14.7606382978723,75200,11100
3351,2006,14.5139813581891,75100,10900
3351,2007,13.9627659574468,75200,10500
3351,2008,14.1534391534392,75600,10700
3351,2009,13.9290407358739,76100,10600
3351,2010,13.7254901960784,76500,10500
3351,2011,13.9322916666667,76800,10700
3351,2012,14.5222929936306,78500,11400
3351,2013,14.7169811320755,79500,11700
3351,2014,14.6401985111663,80600,11800
3351,2015,15.0124069478908,80600,12100
3351,2016,14.9752475247525,80800,12100
3351,2017,14.9014778325123,81200,12100
3351,2018,15.1148730350665,82700,12500
3351,2019,15.421686746988,83000,12800
3351,2020,15.3098420413123,82300,12600
3352,2001,12.5184094256259,67900,8500
3352,2002,11.4705882352941,68000,7800
3352,2003,11.3235294117647,68000,7700
3352,2004,11.0132158590308,68100,7500
3352,2005,10.7142857142857,67200,7200
3352,2006,10.4166666666667,67200,7000
3352,2007,10.2790014684288,68100,7000
3352,2008,10.4258443465492,68100,7100
3352,2009,10.2749638205499,69100,7100
3352,2010,10.0864553314121,69400,7000
3352,2011,9.87124463519313,69900,6900
3352,2012,9.74576271186441,70800,6900
3352,2013,9.56399437412096,71100,6800
3352,2014,9.28270042194093,71100,6600
3352,2015,9.37062937062937,71500,6700
3352,2016,9.63687150837989,71600,6900
3352,2017,9.76616231086657,72700,7100
3352,2018,10.0942126514132,74300,7500
3352,2019,10.2257636122178,75300,7700
3352,2020,10.0133511348465,74900,7500
3353,2001,9.2032967032967,72800,6700
3353,2002,8.62533692722372,74200,6400
3353,2003,8.7719298245614,74100,6500
3353,2004,8.77659574468085,75200,6600
3353,2005,8.82740447957839,75900,6700
3353,2006,9.29032258064516,77500,7200
3353,2007,9.5357590966123,79700,7600
3353,2008,9.39759036144578,83000,7800
3353,2009,8.88625592417062,84400,7500
3353,2010,8.29383886255924,84400,7000
3353,2011,8.0325960419092,85900,6900
3353,2012,7.94930875576037,86800,6900
