county,year,Arbeitslosenquote_inkar
5962,2008,6.18
5962,2009,8.47
5962,2010,8.25
5962,2011,6.77
5962,2012,6.67
5962,2013,7.1
5962,2014,6.92
5962,2015,6.64
5962,2016,6.65
5962,2017,6.52
5962,2018,5.91
5962,2019,6.2
5962,2020,7.58
5962,1995,
5962,1996,
5962,1997,
5966,1998,7.47
5966,1999,6.92
5966,2000,6.06
5966,2001,5.75
5966,2002,6.18
5966,2003,6.82
5966,2004,6.7
5966,2005,7.76
5966,2006,6.81
5966,2007,5.05
5966,2008,4.16
5966,2009,5.67
5966,2010,5.4
5966,2011,4.33
5966,2012,4.37
5966,2013,4.8
5966,2014,4.54
5966,2015,4.29
5966,2016,4.19
5966,2017,4
5966,2018,3.4
5966,2019,3.31
5966,2020,4.25
5966,1995,
5966,1996,
5966,1997,
5970,1998,9.35
5970,1999,8.39
5970,2000,7.21
5970,2001,6.69
5970,2002,7.26
5970,2003,7.96
5970,2004,8.26
5970,2005,10.53
5970,2006,9.25
5970,2007,6.73
5970,2008,5.72
5970,2009,6.98
5970,2010,6.83
5970,2011,5.82
5970,2012,5.57
5970,2013,5.8
5970,2014,5.79
5970,2015,5.56
5970,2016,5.35
5970,2017,5.11
5970,2018,4.58
5970,2019,4.55
5970,2020,5.56
5970,1995,
5970,1996,
5970,1997,
5974,1998,8.56
5974,1999,8.37
5974,2000,7.64
5974,2001,7.72
5974,2002,8.55
5974,2003,8.96
5974,2004,9.37
5974,2005,10.6
5974,2006,10.06
5974,2007,8.03
5974,2008,6.48
5974,2009,7.67
5974,2010,7.65
5974,2011,6.49
5974,2012,6.23
5974,2013,6.4
5974,2014,6.32
5974,2015,6.12
5974,2016,5.97
5974,2017,5.76
5974,2018,5.13
5974,2019,4.99
5974,2020,5.86
5974,1995,
5974,1996,
5974,1997,
5978,1998,12.33
5978,1999,11.76
5978,2000,10.81
5978,2001,10.29
5978,2002,10.65
5978,2003,11.68
5978,2004,12.17
5978,2005,13.47
5978,2006,12.88
5978,2007,11.18
5978,2008,9.96
5978,2009,9.99
5978,2010,10.01
5978,2011,9.34
5978,2012,9.32
5978,2013,9.6
5978,2014,9.25
5978,2015,8.85
5978,2016,8.4
5978,2017,7.93
5978,2018,7.12
5978,2019,6.77
5978,2020,7.57
5978,1995,
5978,1996,
5978,1997,
6411,1998,8.94
6411,1999,8.36
6411,2000,7.2
6411,2001,6.47
6411,2002,6.95
6411,2003,8.17
6411,2004,8.66
6411,2005,10.53
6411,2006,10.55
6411,2007,9.02
6411,2008,7.82
6411,2009,7.32
6411,2010,6.63
6411,2011,6.04
6411,2012,6.02
6411,2013,6.6
6411,2014,6.66
6411,2015,6.38
6411,2016,6.08
6411,2017,5.89
6411,2018,5.19
6411,2019,5.03
6411,2020,6.17
6411,1995,
6411,1996,
6411,1997,
6412,1998,9.78
6412,1999,8.75
6412,2000,7.38
6412,2001,6.5
6412,2002,6.93
6412,2003,8.45
6412,2004,8.95
6412,2005,10.27
6412,2006,10.91
6412,2007,9.53
6412,2008,8.46
6412,2009,8.29
6412,2010,7.86
6412,2011,7.5
6412,2012,7.4
6412,2013,7.4
6412,2014,7.34
6412,2015,6.84
6412,2016,6.35
6412,2017,5.91
6412,2018,5.36
6412,2019,4.99
6412,2020,6.7
6412,1995,
6412,1996,
6412,1997,
6413,1998,12.09
6413,1999,11.16
6413,2000,9.38
6413,2001,8.81
6413,2002,9.5
6413,2003,11.55
6413,2004,12.57
6413,2005,14.81
6413,2006,14.65
6413,2007,12.41
6413,2008,10.98
6413,2009,11.39
6413,2010,11.3
6413,2011,10.83
6413,2012,10.62
6413,2013,11.1
6413,2014,11.28
6413,2015,10.82
6413,2016,10.27
6413,2017,9.68
6413,2018,9.22
6413,2019,8.55
6413,2020,9.98
6413,1995,
6413,1996,
6413,1997,
6414,1998,9.37
6414,1999,9.05
6414,2000,7.77
6414,2001,7.2
6414,2002,7.95
6414,2003,9.12
6414,2004,9.56
6414,2005,12.36
6414,2006,10.82
6414,2007,8.48
6414,2008,7.58
6414,2009,8.16
6414,2010,8.17
6414,2011,7.3
6414,2012,7.29
6414,2013,7.5
6414,2014,7.41
6414,2015,7.48
6414,2016,7.48
6414,2017,7.36
6414,2018,6.97
6414,2019,6.34
6414,2020,7.34
6414,1995,
6414,1996,
6414,1997,
6431,1998,8
6431,1999,7.48
6431,2000,6.44
6431,2001,5.91
6431,2002,5.99
6431,2003,6.85
6431,2004,7.37
6431,2005,8.88
6431,2006,8.54
6431,2007,7
6431,2008,5.72
6431,2009,5.85
6431,2010,5.37
6431,2011,4.78
6431,2012,4.57
6431,2013,4.5
6431,2014,4.29
6431,2015,4
6431,2016,3.77
6431,2017,3.8
6431,2018,3.68
6431,2019,3.46
6431,2020,4.1
6431,1995,
6431,1996,
6431,1997,
6432,1998,7.3
6432,1999,6.77
6432,2000,5.82
6432,2001,5.16
6432,2002,5.65
6432,2003,6.67
6432,2004,6.85
6432,2005,8.12
6432,2006,8.32
6432,2007,6.55
6432,2008,5.24
6432,2009,5.55
6432,2010,5.43
6432,2011,5
6432,2012,4.55
6432,2013,4.9
6432,2014,4.83
6432,2015,4.66
6432,2016,4.47
6432,2017,4.74
6432,2018,4.46
6432,2019,4.32
6432,2020,4.98
6432,1995,
6432,1996,
6432,1997,
6433,1998,6.62
6433,1999,6.24
6433,2000,5.56
6433,2001,5.4
6433,2002,5.94
6433,2003,7.01
6433,2004,7.61
6433,2005,9.14
6433,2006,9.78
6433,2007,7.82
6433,2008,6.41
6433,2009,6.21
6433,2010,6
6433,2011,5.41
6433,2012,5.79
6433,2013,6
6433,2014,6.12
6433,2015,6.02
6433,2016,6.28
6433,2017,5.4
6433,2018,4.77
6433,2019,4.69
6433,2020,5.88
6433,1995,
6433,1996,
6433,1997,
6434,1998,5.75
6434,1999,5.35
6434,2000,4.64
6434,2001,4.2
6434,2002,4.53
6434,2003,5.45
6434,2004,5.65
6434,2005,5.98
6434,2006,5.65
6434,2007,4.56
6434,2008,3.87
6434,2009,4.09
6434,2010,4.22
6434,2011,4.04
6434,2012,3.82
6434,2013,4.1
6434,2014,3.98
6434,2015,3.55
6434,2016,3.62
6434,2017,3.64
6434,2018,3.4
6434,2019,3.42
6434,2020,4.55
6434,1995,
6434,1996,
6434,1997,
6435,1998,8.58
6435,1999,7.95
6435,2000,7.01
6435,2001,6.3
6435,2002,6.55
6435,2003,7.21
6435,2004,7.22
6435,2005,8.52
6435,2006,7.71
6435,2007,6.38
6435,2008,5.55
6435,2009,6.25
6435,2010,6.1
6435,2011,5.4
6435,2012,5.02
6435,2013,5.1
6435,2014,5.12
6435,2015,4.94
6435,2016,4.66
6435,2017,4.56
6435,2018,4.22
6435,2019,4.1
6435,2020,5.28
6435,1995,
6435,1996,
6435,1997,
6436,1998,6.02
6436,1999,5.42
6436,2000,4.48
6436,2001,3.86
6436,2002,4.12
6436,2003,5.04
6436,2004,5.06
6436,2005,5.96
6436,2006,6.01
6436,2007,5.1
6436,2008,4.12
6436,2009,4.64
6436,2010,4.82
6436,2011,4.45
6436,2012,4.28
6436,2013,4.4
6436,2014,4.22
6436,2015,3.9
6436,2016,3.86
6436,2017,3.67
6436,2018,3.37
6436,2019,3.29
6436,2020,4.33
6436,1995,
6436,1996,
6436,1997,
6437,1998,6.27
6437,1999,7.49
6437,2000,6.47
6437,2001,5.92
6437,2002,6.06
6437,2003,7.35
6437,2004,8.4
6437,2005,9.16
6437,2006,8.49
6437,2007,6.75
6437,2008,5.44
6437,2009,6.09
6437,2010,5.94
6437,2011,5.94
6437,2012,5.61
6437,2013,5.9
6437,2014,5.7
6437,2015,5.55
6437,2016,5.24
6437,2017,5.03
6437,2018,4.38
6437,2019,4.35
6437,2020,4.88
6437,1995,
6437,1996,
6437,1997,
6438,1998,7.54
6438,1999,6.89
6438,2000,5.73
6438,2001,5.21
6438,2002,5.81
6438,2003,7.2
6438,2004,7.56
6438,2005,8.43
6438,2006,7.99
6438,2007,7.04
6438,2008,6.35
6438,2009,6.32
6438,2010,6.4
6438,2011,6.02
6438,2012,5.49
6438,2013,5.5
6438,2014,5.36
6438,2015,4.9
6438,2016,4.82
6438,2017,4.47
6438,2018,4.18
6438,2019,3.95
6438,2020,5.35
6438,1995,
6438,1996,
6438,1997,
6439,1998,5.6
6439,1999,5.23
6439,2000,4.87
6439,2001,4.41
6439,2002,4.86
6439,2003,5.78
6439,2004,6.01
6439,2005,6.97
6439,2006,6.63
6439,2007,5.45
6439,2008,4.53
6439,2009,4.64
6439,2010,4.61
6439,2011,4.6
6439,2012,4.29
6439,2013,4.3
6439,2014,4.43
6439,2015,4.32
6439,2016,4.41
6439,2017,4.62
6439,2018,4.1
6439,2019,3.88
6439,2020,4.52
6439,1995,
6439,1996,
6439,1997,
6440,1998,7.96
6440,1999,7.26
6440,2000,6.24
6440,2001,5.65
6440,2002,6.23
6440,2003,7.14
6440,2004,7.35
6440,2005,8.93
6440,2006,8.34
6440,2007,6.55
6440,2008,5.59
6440,2009,5.73
6440,2010,5.35
6440,2011,4.85
6440,2012,4.88
6440,2013,5.3
6440,2014,5.17
6440,2015,4.93
6440,2016,4.64
6440,2017,4.26
6440,2018,3.91
6440,2019,3.83
6440,2020,4.55
6440,1995,
6440,1996,
6440,1997,
6531,1998,10.47
6531,1999,9.74
6531,2000,8.38
6531,2001,7.82
6531,2002,8.3
6531,2003,9.4
6531,2004,9.59
6531,2005,11.9
6531,2006,11.41
6531,2007,10.2
6531,2008,8.92
6531,2009,8.15
6531,2010,7.57
6531,2011,7.01
6531,2012,6.99
6531,2013,7
6531,2014,6.84
6531,2015,6.71
6531,2016,6.38
6531,2017,5.8
6531,2018,5.22
6531,2019,5.28
6531,2020,5.93
6531,1995,
6531,1996,
6531,1997,
6532,1998,9.65
6532,1999,9.16
6532,2000,7.92
6532,2001,6.86
6532,2002,7.55
6532,2003,8.23
6532,2004,8.66
6532,2005,10.13
6532,2006,9.31
6532,2007,7.44
6532,2008,6.33
6532,2009,7.08
6532,2010,6.89
6532,2011,5.97
6532,2012,5.76
6532,2013,6.1
6532,2014,5.96
6532,2015,5.77
6532,2016,5.51
6532,2017,5.39
6532,2018,5.07
6532,2019,4.78
6532,2020,5.54
6532,1995,
6532,1996,
6532,1997,
6533,1998,7.85
6533,1999,7.07
6533,2000,6.08
6533,2001,5.83
6533,2002,6.35
6533,2003,7.28
6533,2004,7.88
6533,2005,9.99
6533,2006,8.88
6533,2007,7.25
6533,2008,6.31
6533,2009,6.24
6533,2010,6.01
6533,2011,5.71
6533,2012,5.74
6533,2013,5.8
6533,2014,5.63
6533,2015,5.26
6533,2016,4.81
6533,2017,4.46
6533,2018,4.19
6533,2019,4.01
6533,2020,4.76
6533,1995,
6533,1996,
6533,1997,
6534,1998,9.2
6534,1999,8.3
6534,2000,7.3
6534,2001,6.78
6534,2002,6.69
6534,2003,7.16
6534,2004,6.99
6534,2005,8.66
6534,2006,8.27
6534,2007,6.45
6534,2008,5.77
6534,2009,6.11
6534,2010,5.61
6534,2011,5.03
6534,2012,4.72
6534,2013,4.6
6534,2014,4.18
6534,2015,3.91
6534,2016,3.96
6534,2017,3.77
6534,2018,3.71
6534,2019,3.73
6534,2020,4.34
6534,1995,
6534,1996,
6534,1997,
6535,1998,9.1
6535,1999,8.76
6535,2000,7.8
6535,2001,7.2
6535,2002,7.42
6535,2003,7.92
6535,2004,7.98
6535,2005,8.95
6535,2006,8.78
6535,2007,7.51
6535,2008,6.29
6535,2009,6.59
6535,2010,6.26
6535,2011,5.02
6535,2012,4.85
6535,2013,4.6
6535,2014,4.29
6535,2015,4
6535,2016,4.22
6535,2017,4.14
6535,2018,3.69
6535,2019,3.67
6535,2020,4.01
6535,1995,
6535,1996,
6535,1997,
6611,1998,17.31
6611,1999,16.41
6611,2000,15.02
6611,2001,14
6611,2002,13.92
6611,2003,14.53
6611,2004,14.93
6611,2005,19.18
6611,2006,16.71
6611,2007,13.86
6611,2008,12.4
6611,2009,12.4
6611,2010,10.46
6611,2011,10.19
6611,2012,9.87
6611,2013,10.1
6611,2014,9.82
6611,2015,9.3
6611,2016,9.15
6611,2017,8.19
6611,2018,7.36
6611,2019,7.27
6611,2020,8.35
6611,1995,
6611,1996,
6611,1997,
6631,1998,9.44
6631,1999,8.8
6631,2000,7.36
6631,2001,6.69
6631,2002,7.02
6631,2003,7.47
6631,2004,7.49
6631,2005,8.53
6631,2006,6.89
6631,2007,5.94
6631,2008,5.31
6631,2009,5.72
6631,2010,4.93
6631,2011,4
6631,2012,3.59
6631,2013,3.6
6631,2014,3.48
6631,2015,3.26
6631,2016,3.14
6631,2017,2.9
6631,2018,2.79
6631,2019,2.69
6631,2020,3.38
6631,1995,
6631,1996,
6631,1997,
6632,1998,11.3
6632,1999,10.77
6632,2000,9.51
6632,2001,8.2
6632,2002,7.86
6632,2003,8.09
6632,2004,8.46
6632,2005,9.86
6632,2006,9.55
6632,2007,7.67
6632,2008,6.63
6632,2009,7.18
6632,2010,5.99
6632,2011,4.97
6632,2012,5.17
6632,2013,5.1
6632,2014,4.9
6632,2015,4.86
6632,2016,4.34
6632,2017,4.42
6632,2018,3.99
6632,2019,3.63
6632,2020,3.99
6632,1995,
6632,1996,
6632,1997,
6633,1998,10.25
6633,1999,9.84
6633,2000,8.85
6633,2001,8.22
6633,2002,8.16
6633,2003,8.35
6633,2004,8.22
6633,2005,9.66
6633,2006,8.51
6633,2007,6.76
6633,2008,5.73
6633,2009,6
6633,2010,5.25
6633,2011,4.92
6633,2012,4.87
6633,2013,5.2
6633,2014,5.11
6633,2015,4.76
6633,2016,4.34
6633,2017,4.16
6633,2018,3.78
6633,2019,3.57
6633,2020,4.35
6633,1995,
6633,1996,
6633,1997,
6634,1998,10.71
6634,1999,10.02
6634,2000,9.19
6634,2001,8.44
6634,2002,8.41
6634,2003,8.31
6634,2004,8.34
6634,2005,10.19
6634,2006,9.14
6634,2007,7.44
6634,2008,6.42
6634,2009,6.43
6634,2010,5.77
6634,2011,5.05
6634,2012,4.84
6634,2013,5.3
6634,2014,5.17
6634,2015,4.96
6634,2016,4.7
6634,2017,4.3
6634,2018,3.42
6634,2019,3.23
6634,2020,3.96
6634,1995,
6634,1996,
6634,1997,
6635,1998,9.46
6635,1999,8.61
6635,2000,7.43
6635,2001,6.77
6635,2002,7.18
6635,2003,8.08
6635,2004,8.6
6635,2005,9.4
6635,2006,8.66
6635,2007,7.05
6635,2008,6.09
6635,2009,6.97
6635,2010,5.9
6635,2011,5.06
6635,2012,5.03
6635,2013,5.1
6635,2014,4.92
6635,2015,4.65
6635,2016,4.32
6635,2017,3.94
6635,2018,3.49
6635,2019,3.41
6635,2020,4.05
6635,1995,
6635,1996,
6635,1997,
6636,1998,12.65
6636,1999,12.54
6636,2000,11.82
6636,2001,11.19
6636,2002,10.25
6636,2003,10.61
6636,2004,10.89
6636,2005,12.31
6636,2006,11.6
6636,2007,9.78
6636,2008,8.17
6636,2009,8.36
6636,2010,7.45
6636,2011,6.71
6636,2012,6.64
6636,2013,6.8
6636,2014,6.6
6636,2015,6.44
6636,2016,5.94
6636,2017,5.58
6636,2018,4.8
6636,2019,4.73
6636,2020,5.55
6636,1995,
6636,1996,
6636,1997,
7111,1998,9.08
7111,1999,8.94
7111,2000,7.38
7111,2001,6.94
7111,2002,7.39
7111,2003,7.87
7111,2004,8.09
7111,2005,11.96
7111,2006,10.73
7111,2007,8.99
7111,2008,7.55
7111,2009,8.11
7111,2010,7.54
7111,2011,6.6
7111,2012,6.98
7111,2013,6.6
7111,2014,6.75
7111,2015,6.77
7111,2016,6.49
7111,2017,6.12
7111,2018,5.77
7111,2019,5.53
7111,2020,6.64
7111,1995,
7111,1996,
7111,1997,
7131,1998,6.98
7131,1999,6.41
7131,2000,5.84
7131,2001,5.64
7131,2002,6.01
7131,2003,6.86
7131,2004,7.01
7131,2005,7.61
7131,2006,6.67
7131,2007,5.4
7131,2008,4.86
7131,2009,4.73
7131,2010,4.21
7131,2011,4.04
7131,2012,4.03
7131,2013,4.5
7131,2014,4.18
7131,2015,4.28
7131,2016,3.91
7131,2017,3.79
7131,2018,3.54
7131,2019,3.45
7131,2020,4.16
7131,1995,
7131,1996,
7131,1997,
7132,1998,8.5
7132,1999,7.8
7132,2000,6.66
7132,2001,6.37
7132,2002,7.16
7132,2003,7.98
7132,2004,8.28
7132,2005,9.79
7132,2006,8.88
7132,2007,6.81
7132,2008,5.27
7132,2009,6.75
7132,2010,6.18
7132,2011,5.47
7132,2012,5.23
7132,2013,5.7
7132,2014,5.5
7132,2015,5.18
7132,2016,4.97
7132,2017,4.73
7132,2018,4.35
7132,2019,4.25
7132,2020,5.38
7132,1995,
7132,1996,
7132,1997,
7133,1998,10.13
7133,1999,9.47
7133,2000,8.22
7133,2001,7.75
7133,2002,7.82
7133,2003,8.4
7133,2004,8.79
7133,2005,10.13
7133,2006,9.29
7133,2007,7.63
7133,2008,6.81
7133,2009,7.15
7133,2010,6.8
7133,2011,6.56
7133,2012,6.84
7133,2013,7.1
7133,2014,7.11
7133,2015,6.8
7133,2016,6.58
7133,2017,6.24
7133,2018,5.75
7133,2019,5.46
7133,2020,6.35
7133,1995,
7133,1996,
7133,1997,
7134,1998,11.07
7134,1999,10.13
7134,2000,8.71
7134,2001,8.47
7134,2002,8.88
7134,2003,9.4
7134,2004,9.25
7134,2005,10.51
7134,2006,9.59
7134,2007,7.85
7134,2008,6.97
7134,2009,7.47
7134,2010,6.51
7134,2011,6.36
7134,2012,6.32
7134,2013,6.8
7134,2014,6.9
7134,2015,6.64
7134,2016,6.28
7134,2017,6
7134,2018,5.57
7134,2019,5.61
7134,2020,6.57
7134,1995,
7134,1996,
7134,1997,
7135,1998,7.12
7135,1999,6.76
7135,2000,5.66
7135,2001,5.23
7135,2002,5.09
7135,2003,5.77
7135,2004,5.84
7135,2005,6.97
7135,2006,5.73
7135,2007,4.79
7135,2008,4.43
7135,2009,4.55
7135,2010,4.19
7135,2011,3.84
7135,2012,3.78
7135,2013,4.1
7135,2014,3.85
7135,2015,3.8
7135,2016,3.76
7135,2017,3.56
7135,2018,3.1
7135,2019,3.05
7135,2020,3.95
7135,1995,
7135,1996,
7135,1997,
7137,1998,8.29
7137,1999,7.89
7137,2000,6.81
7137,2001,6.59
7137,2002,6.97
7137,2003,7.46
7137,2004,7.59
7137,2005,9.19
7137,2006,8.27
7137,2007,6.64
7137,2008,5.87
7137,2009,5.74
7137,2010,5.57
7137,2011,4.98
7137,2012,5.02
7137,2013,4.9
7137,2014,4.83
7137,2015,4.54
7137,2016,3.9
7137,2017,3.5
7137,2018,3.36
7137,2019,3.14
7137,2020,3.61
7137,1995,
7137,1996,
7137,1997,
7138,1998,7.93
7138,1999,7.64
7138,2000,6.82
7138,2001,7
7138,2002,7.84
7138,2003,8.83
7138,2004,8.84
7138,2005,10.14
7138,2006,8.52
7138,2007,6.95
7138,2008,6.07
7138,2009,6.69
7138,2010,6.3
7138,2011,5.64
7138,2012,5.87
7138,2013,5.9
7138,2014,5.94
7138,2015,5.86
7138,2016,5.73
7138,2017,5.34
7138,2018,4.83
7138,2019,4.57
7138,2020,5.45
7138,1995,
7138,1996,
7138,1997,
7140,1998,9.5
7140,1999,8.52
7140,2000,7.19
7140,2001,6.79
7140,2002,6.92
7140,2003,7.42
7140,2004,7.29
7140,2005,8.18
7140,2006,7.44
7140,2007,5.77
7140,2008,5.11
7140,2009,5.55
7140,2010,4.66
7140,2011,4.32
7140,2012,4.48
7140,2013,4.79
7140,2014,4.66
7140,2015,4.28
7140,2016,4.15
7140,2017,3.75
7140,2018,3.49
7140,2019,3.21
7140,2020,4.16
7140,1995,
7140,1996,
7140,1997,
7141,1998,7.49
7141,1999,6.98
7141,2000,6.26
7141,2001,6.09
7141,2002,6.41
7141,2003,6.82
7141,2004,6.99
7141,2005,8.46
7141,2006,6.91
7141,2007,5.4
7141,2008,4.7
7141,2009,5.04
7141,2010,4.68
7141,2011,4.22
7141,2012,4.22
7141,2013,4.3
7141,2014,4.34
7141,2015,4.27
7141,2016,3.81
7141,2017,3.53
7141,2018,3.24
7141,2019,2.78
7141,2020,3.7
7141,1995,
7141,1996,
7141,1997,
7143,1998,7.38
7143,1999,6.81
7143,2000,5.54
7143,2001,5.41
7143,2002,5.91
7143,2003,6.59
7143,2004,6.6
7143,2005,7.9
7143,2006,7.08
7143,2007,5.73
7143,2008,4.82
7143,2009,5.52
7143,2010,4.83
7143,2011,4.15
7143,2012,3.96
7143,2013,4.2
7143,2014,4.02
7143,2015,4.01
7143,2016,3.61
7143,2017,3.32
7143,2018,2.89
7143,2019,2.75
7143,2020,3.57
7143,1995,
7143,1996,
7143,1997,
7211,1998,11.42
7211,1999,11.27
7211,2000,10.33
7211,2001,9.51
7211,2002,9.36
7211,2003,9.64
7211,2004,9
7211,2005,9.87
7211,2006,8.91
7211,2007,7.27
7211,2008,6.61
7211,2009,6.78
7211,2010,6.14
7211,2011,5.9
7211,2012,5.64
7211,2013,5.7
7211,2014,5.56
7211,2015,5.4
7211,2016,5.68
7211,2017,5.11
7211,2018,4.47
7211,2019,4.91
7211,2020,6.48
7211,1995,
7211,1996,
7211,1997,
7231,1998,7.9
7231,1999,7.42
7231,2000,6.36
7231,2001,6.12
7231,2002,6.21
7231,2003,6.1
7231,2004,5.94
7231,2005,6
7231,2006,5.3
7231,2007,4.13
7231,2008,3.91
7231,2009,4.32
7231,2010,3.77
7231,2011,3.47
7231,2012,3.51
7231,2013,3.9
7231,2014,3.91
7231,2015,3.73
7231,2016,3.7
7231,2017,3.53
7231,2018,3.15
7231,2019,3.01
7231,2020,3.62
7231,1995,
7231,1996,
7231,1997,
7232,1998,7.97
7232,1999,7.35
7232,2000,6.21
7232,2001,5.8
7232,2002,5.82
7232,2003,5.81
7232,2004,5.5
7232,2005,5.93
7232,2006,5.59
7232,2007,4.3
7232,2008,3.31
7232,2009,3.59
7232,2010,3.31
7232,2011,3
7232,2012,2.96
7232,2013,3.3
7232,2014,3.25
7232,2015,3.18
7232,2016,3.07
7232,2017,2.96
7232,2018,2.57
7232,2019,2.44
7232,2020,3.04
7232,1995,
7232,1996,
7232,1997,
7233,1998,7.1
7233,1999,6.85
7233,2000,5.86
7233,2001,5.54
7233,2002,6.19
7233,2003,6.47
7233,2004,6.48
7233,2005,7.56
7233,2006,6.29
7233,2007,5.48
7233,2008,5.01
7233,2009,5.01
7233,2010,4.97
7233,2011,4.41
7233,2012,4.34
7233,2013,4.8
7233,2014,4.73
7233,2015,4.38
7233,2016,4.45
7233,2017,4.26
7233,2018,3.78
7233,2019,3.72
7233,2020,4.11
7233,1995,
7233,1996,
7233,1997,
7235,1998,6.92
7235,1999,6.91
7235,2000,6.38
7235,2001,5.92
7235,2002,5.94
7235,2003,5.96
7235,2004,5.59
7235,2005,5.49
7235,2006,4.86
7235,2007,3.71
7235,2008,3.24
7235,2009,3.51
7235,2010,3.47
7235,2011,3.27
7235,2012,3.33
7235,2013,3.6
7235,2014,3.6
7235,2015,3.36
7235,2016,3.29
7235,2017,3.02
7235,2018,2.65
7235,2019,2.61
7235,2020,3.18
7235,1995,
7235,1996,
7235,1997,
7311,1998,9.48
7311,1999,9.09
7311,2000,8.87
7311,2001,8.44
7311,2002,9.12
7311,2003,9.16
7311,2004,9.34
7311,2005,11.06
7311,2006,10.48
7311,2007,8.56
7311,2008,7.34
7311,2009,8.06
7311,2010,7.5
7311,2011,7
7311,2012,6.84
7311,2013,7
7311,2014,7.19
7311,2015,7.22
7311,2016,7.43
7311,2017,6.97
7311,2018,6.45
7311,2019,6.73
7311,2020,8.15
7311,1995,
7311,1996,
7311,1997,
7312,1998,15.7
7312,1999,14.26
7312,2000,12.17
7312,2001,10.96
7312,2002,11.28
7312,2003,11.27
7312,2004,11.48
7312,2005,12.67
7312,2006,13.27
7312,2007,11.58
7312,2008,10.2
7312,2009,10.76
7312,2010,10.55
7312,2011,10.41
7312,2012,10.42
7312,2013,10.6
7312,2014,10.3
7312,2015,9.7
7312,2016,9.82
7312,2017,9.35
7312,2018,8.96
7312,2019,8.59
7312,2020,9.45
7312,1995,
7312,1996,
7312,1997,
7313,1998,8.85
7313,1999,8.9
7313,2000,7.81
7313,2001,7.03
7313,2002,7.43
7313,2003,8.03
7313,2004,7.58
7313,2005,7.68
7313,2006,7.05
7313,2007,6.18
7313,2008,5.38
7313,2009,5.97
7313,2010,5.7
7313,2011,4.89
7313,2012,4.78
7313,2013,5
7313,2014,5.16
7313,2015,4.94
7313,2016,5.24
7313,2017,5.26
7313,2018,4.91
7313,2019,4.65
7313,2020,5.91
7313,1995,
7313,1996,
7313,1997,
7314,1998,10.26
7314,1999,9.95
7314,2000,9.04
7314,2001,8.62
7314,2002,9.64
7314,2003,10.39
7314,2004,11.2
7314,2005,13.2
7314,2006,13.2
7314,2007,10.44
7314,2008,9.03
7314,2009,9.86
7314,2010,9.59
7314,2011,9.64
7314,2012,9.3
7314,2013,9.2
7314,2014,9.08
7314,2015,8.8
7314,2016,8.74
7314,2017,8.31
7314,2018,7.81
7314,2019,8.13
7314,2020,9.7
7314,1995,
7314,1996,
7314,1997,
7315,1998,8.19
7315,1999,7.79
7315,2000,7.02
7315,2001,6.55
7315,2002,6.98
7315,2003,7.68
7315,2004,7.95
7315,2005,9.53
7315,2006,8.69
7315,2007,7.13
7315,2008,6.17
7315,2009,6.49
7315,2010,6.21
7315,2011,6.07
7315,2012,5.9
7315,2013,6.1
7315,2014,6.38
7315,2015,6.46
7315,2016,6.49
7315,2017,6.09
7315,2018,5.49
7315,2019,5.29
7315,2020,6.11
7315,1995,
7315,1996,
7315,1997,
7316,1998,8.87
7316,1999,8.53
7316,2000,7.5
7316,2001,6.67
7316,2002,6.89
7316,2003,7.03
7316,2004,6.99
7316,2005,8.78
7316,2006,7.85
7316,2007,6.46
7316,2008,5.56
7316,2009,6.72
7316,2010,6.5
7316,2011,6.02
7316,2012,5.85
7316,2013,5.9
7316,2014,5.62
7316,2015,5.52
7316,2016,5.72
7316,2017,5.63
7316,2018,5.01
7316,2019,5.08
7316,2020,6.23
7316,1995,
7316,1996,
7316,1997,
7317,1998,16.74
7317,1999,15.79
7317,2000,14.62
7317,2001,13.04
7317,2002,13.23
7317,2003,15.39
7317,2004,16.88
7317,2005,17.83
7317,2006,14.86
7317,2007,14.84
7317,2008,13.68
7317,2009,14.76
7317,2010,13.74
7317,2011,13.28
7317,2012,13.07
7317,2013,13.2
7317,2014,13.14
7317,2015,12.91
7317,2016,12.71
7317,2017,12.33
7317,2018,11.57
7317,2019,10.74
7317,2020,11.59
7317,1995,
7317,1996,
7317,1997,
7318,1998,9.07
7318,1999,8.66
7318,2000,8.52
7318,2001,8
7318,2002,8.35
7318,2003,8.57
7318,2004,8.54
7318,2005,9.98
7318,2006,9.24
7318,2007,7.42
7318,2008,6.92
7318,2009,7.57
7318,2010,6.7
7318,2011,6.48
7318,2012,6.37
7318,2013,6.4
7318,2014,6.38
7318,2015,6.19
7318,2016,6.07
7318,2017,5.67
7318,2018,5.57
7318,2019,5.7
7318,2020,6.58
7318,1995,
7318,1996,
7318,1997,
7319,1998,11.5
7319,1999,11.11
7319,2000,10.02
7319,2001,9.27
7319,2002,9.5
7319,2003,9.89
7319,2004,9.51
7319,2005,11.91
7319,2006,10.74
7319,2007,9.05
7319,2008,7.63
7319,2009,8.57
7319,2010,8.88
7319,2011,7.64
7319,2012,7.91
7319,2013,8.4
7319,2014,8.42
7319,2015,7.89
7319,2016,8.12
7319,2017,7.28
7319,2018,6.62
7319,2019,6.58
7319,2020,8.23
7319,1995,
7319,1996,
7319,1997,
7320,1998,11.64
7320,1999,10.88
7320,2000,9.67
7320,2001,9.44
7320,2002,9.77
7320,2003,11.06
