county,year,Arbeitslosenquote_inkar
3457,2011,7.44
3457,2012,6.35
3457,2013,6.5
3457,2014,6.47
3457,2015,6.21
3457,2016,6.12
3457,2017,6.03
3457,2018,5.61
3457,2019,5.23
3457,2020,5.92
3457,1995,
3457,1996,
3457,1997,
3458,1998,8.74
3458,1999,8.2
3458,2000,7.55
3458,2001,7.56
3458,2002,7.6
3458,2003,8.01
3458,2004,8.14
3458,2005,9.08
3458,2006,7.83
3458,2007,6.72
3458,2008,6.01
3458,2009,6.19
3458,2010,5.86
3458,2011,4.7
3458,2012,4.29
3458,2013,4.8
3458,2014,4.69
3458,2015,4.23
3458,2016,4.05
3458,2017,3.74
3458,2018,3.47
3458,2019,3.1
3458,2020,3.65
3458,1995,
3458,1996,
3458,1997,
3459,1998,7.79
3459,1999,7.2
3459,2000,6.17
3459,2001,6.14
3459,2002,6.64
3459,2003,7.04
3459,2004,6.96
3459,2005,8.32
3459,2006,7.96
3459,2007,5.64
3459,2008,4.73
3459,2009,5.28
3459,2010,4.95
3459,2011,4.06
3459,2012,3.82
3459,2013,4
3459,2014,3.96
3459,2015,3.69
3459,2016,3.69
3459,2017,3.4
3459,2018,3.11
3459,2019,2.9
3459,2020,3.54
3459,1995,
3459,1996,
3459,1997,
3460,1998,6.96
3460,1999,6.37
3460,2000,5.57
3460,2001,5.48
3460,2002,5.18
3460,2003,5.56
3460,2004,5.57
3460,2005,6.64
3460,2006,6.03
3460,2007,4.96
3460,2008,4.24
3460,2009,4.34
3460,2010,4.02
3460,2011,3.7
3460,2012,3.81
3460,2013,3.9
3460,2014,3.9
3460,2015,3.84
3460,2016,4.16
3460,2017,3.93
3460,2018,3.46
3460,2019,3.41
3460,2020,4.25
3460,1995,
3460,1996,
3460,1997,
3461,1998,11.55
3461,1999,10.72
3461,2000,9.5
3461,2001,8.93
3461,2002,8.83
3461,2003,8.9
3461,2004,9.26
3461,2005,10.23
3461,2006,10.23
3461,2007,9.19
3461,2008,8.13
3461,2009,7.92
3461,2010,8.02
3461,2011,7.42
3461,2012,7.31
3461,2013,7.6
3461,2014,7.43
3461,2015,7.32
3461,2016,7.15
3461,2017,6.85
3461,2018,6.44
3461,2019,5.84
3461,2020,6.74
3461,1995,
3461,1996,
3461,1997,
3462,1998,12.2
3462,1999,11.25
3462,2000,10.49
3462,2001,10.4
3462,2002,10.68
3462,2003,11.2
3462,2004,11.33
3462,2005,13.17
3462,2006,12.1
3462,2007,10.13
3462,2008,8.49
3462,2009,8.2
3462,2010,7.94
3462,2011,7.14
3462,2012,7.02
3462,2013,7
3462,2014,7.04
3462,2015,6.84
3462,2016,6.56
3462,2017,6.25
3462,2018,5.63
3462,2019,5.35
3462,2020,6.21
3462,1995,
3462,1996,
3462,1997,
4011,1998,14.24
4011,1999,13.55
4011,2000,12.3
4011,2001,11.55
4011,2002,11.58
4011,2003,12.2
4011,2004,12.21
4011,2005,15.36
4011,2006,13.68
4011,2007,11.58
4011,2008,10.34
4011,2009,11.09
4011,2010,11.07
4011,2011,10.69
4011,2012,10.47
4011,2013,10.4
4011,2014,10.12
4011,2015,10.06
4011,2016,9.68
4011,2017,9.66
4011,2018,9.3
4011,2019,9.48
4011,2020,10.67
4011,1995,
4011,1996,
4011,1997,
4012,1998,19.33
4012,1999,17.87
4012,2000,16.29
4012,2001,16.35
4012,2002,16.87
4012,2003,17.94
4012,2004,18.44
4012,2005,23.7
4012,2006,20.65
4012,2007,18.68
4012,2008,16.69
4012,2009,15.33
4012,2010,16.36
4012,2011,16.29
4012,2012,14.88
4012,2013,14.6
4012,2014,14.68
4012,2015,15.12
4012,2016,14.62
4012,2017,13.05
4012,2018,12.56
4012,2019,12.19
4012,2020,13.83
4012,1995,
4012,1996,
4012,1997,
5111,1998,11.57
5111,1999,10.96
5111,2000,9.74
5111,2001,8.94
5111,2002,8.95
5111,2003,9.6
5111,2004,9.91
5111,2005,12.24
5111,2006,11.93
5111,2007,10.63
5111,2008,9.63
5111,2009,9.56
5111,2010,9.5
5111,2011,9.05
5111,2012,8.87
5111,2013,8.8
5111,2014,8.75
5111,2015,8.53
5111,2016,7.82
5111,2017,7.37
5111,2018,6.73
5111,2019,6.62
5111,2020,7.77
5111,1995,
5111,1996,
5111,1997,
5112,1998,15.61
5112,1999,14.79
5112,2000,13.5
5112,2001,12.92
5112,2002,13.22
5112,2003,13.9
5112,2004,14.32
5112,2005,17.67
5112,2006,16.34
5112,2007,14.21
5112,2008,12.74
5112,2009,13.02
5112,2010,13.17
5112,2011,13.2
5112,2012,12.82
5112,2013,12.9
5112,2014,13.14
5112,2015,13.19
5112,2016,13.01
5112,2017,12.49
5112,2018,11.41
5112,2019,10.81
5112,2020,12.1
5112,1995,
5112,1996,
5112,1997,
5113,1998,12.47
5113,1999,12.05
5113,2000,11.29
5113,2001,10.82
5113,2002,11.33
5113,2003,11.8
5113,2004,12.15
5113,2005,16.29
5113,2006,15.21
5113,2007,13.53
5113,2008,12.29
5113,2009,12.25
5113,2010,12.03
5113,2011,12.02
5113,2012,12.49
5113,2013,12.4
5113,2014,12.36
5113,2015,12.15
5113,2016,11.93
5113,2017,11.39
5113,2018,10.61
5113,2019,10.21
5113,2020,11.04
5113,1995,
5113,1996,
5113,1997,
5114,1998,13.8
5114,1999,12.86
5114,2000,11.04
5114,2001,10.17
5114,2002,10.64
5114,2003,11.54
5114,2004,11.75
5114,2005,13.38
5114,2006,13.16
5114,2007,11.89
5114,2008,10.74
5114,2009,11.43
5114,2010,11.33
5114,2011,10.57
5114,2012,10.65
5114,2013,11.2
5114,2014,11.18
5114,2015,11.01
5114,2016,10.65
5114,2017,10.43
5114,2018,10.16
5114,2019,10.05
5114,2020,11.11
5114,1995,
5114,1996,
5114,1997,
5116,1998,12.51
5116,1999,12.06
5116,2000,10.49
5116,2001,9.99
5116,2002,11.01
5116,2003,11.82
5116,2004,12.21
5116,2005,15.03
5116,2006,15.24
5116,2007,13.58
5116,2008,11.5
5116,2009,12.16
5116,2010,11.5
5116,2011,11.27
5116,2012,11.22
5116,2013,11.4
5116,2014,11.37
5116,2015,10.78
5116,2016,10.45
5116,2017,10.22
5116,2018,9.75
5116,2019,8.95
5116,2020,10.02
5116,1995,
5116,1996,
5116,1997,
5117,1998,10.17
5117,1999,9.83
5117,2000,8.86
5117,2001,8.51
5117,2002,8.04
5117,2003,9.01
5117,2004,9.19
5117,2005,11.14
5117,2006,11.74
5117,2007,10.22
5117,2008,8.26
5117,2009,8.42
5117,2010,8.83
5117,2011,8.37
5117,2012,7.8
5117,2013,7.6
5117,2014,7.87
5117,2015,8.21
5117,2016,8.35
5117,2017,7.99
5117,2018,7.35
5117,2019,7.14
5117,2020,8.31
5117,1995,
5117,1996,
5117,1997,
5119,1998,13.82
5119,1999,13.11
5119,2000,11.89
5119,2001,11.54
5119,2002,10.78
5119,2003,11.91
5119,2004,12.59
5119,2005,15.24
5119,2006,15.41
5119,2007,13.85
5119,2008,12.21
5119,2009,12.35
5119,2010,11.64
5119,2011,11.61
5119,2012,11.74
5119,2013,12.3
5119,2014,12.03
5119,2015,11.63
5119,2016,11.12
5119,2017,10.75
5119,2018,10.17
5119,2019,9.84
5119,2020,10.76
5119,1995,
5119,1996,
5119,1997,
5120,1998,9.29
5120,1999,9.23
5120,2000,8.08
5120,2001,7.66
5120,2002,8.45
5120,2003,9.52
5120,2004,9.67
5120,2005,11.53
5120,2006,11.83
5120,2007,9.68
5120,2008,8.28
5120,2009,9.78
5120,2010,10.21
5120,2011,8.58
5120,2012,8.94
5120,2013,9.3
5120,2014,8.74
5120,2015,8.49
5120,2016,8.7
5120,2017,8.47
5120,2018,7.42
5120,2019,7.05
5120,2020,7.97
5120,1995,
5120,1996,
5120,1997,
5122,1998,9.23
5122,1999,8.97
5122,2000,8.03
5122,2001,7.89
5122,2002,8.48
5122,2003,9.14
5122,2004,9.57
5122,2005,10.03
5122,2006,10.51
5122,2007,9.21
5122,2008,8.67
5122,2009,9.38
5122,2010,8.93
5122,2011,8.07
5122,2012,8.41
5122,2013,9
5122,2014,9.4
5122,2015,9.06
5122,2016,8.86
5122,2017,8.35
5122,2018,7.63
5122,2019,7.06
5122,2020,8.15
5122,1995,
5122,1996,
5122,1997,
5124,1998,11.03
5124,1999,10.71
5124,2000,9.51
5124,2001,9.12
5124,2002,9.93
5124,2003,10.88
5124,2004,11.69
5124,2005,15.01
5124,2006,14.91
5124,2007,12.49
5124,2008,11.57
5124,2009,12.51
5124,2010,11.46
5124,2011,11.04
5124,2012,11.88
5124,2013,11.9
5124,2014,10.76
5124,2015,9.78
5124,2016,9.75
5124,2017,9.27
5124,2018,8.35
5124,2019,8.1
5124,2020,9.95
5124,1995,
5124,1996,
5124,1997,
5154,1998,8.95
5154,1999,8.79
5154,2000,7.97
5154,2001,7.5
5154,2002,7.21
5154,2003,7.55
5154,2004,7.65
5154,2005,8.99
5154,2006,9.32
5154,2007,6.81
5154,2008,5.83
5154,2009,6.78
5154,2010,6.02
5154,2011,5.29
5154,2012,6
5154,2013,6.5
5154,2014,6.73
5154,2015,6.59
5154,2016,6.47
5154,2017,6.22
5154,2018,5.63
5154,2019,5.15
5154,2020,5.46
5154,1995,
5154,1996,
5154,1997,
5158,1998,7.97
5158,1999,7.6
5158,2000,6.65
5158,2001,6.33
5158,2002,6.68
5158,2003,7.29
5158,2004,7.61
5158,2005,8.95
5158,2006,8.97
5158,2007,7.48
5158,2008,6.79
5158,2009,7.37
5158,2010,7.12
5158,2011,6.59
5158,2012,6.83
5158,2013,7.1
5158,2014,6.89
5158,2015,6.72
5158,2016,6.54
5158,2017,6.23
5158,2018,5.76
5158,2019,5.64
5158,2020,6.7
5158,1995,
5158,1996,
5158,1997,
5162,1998,8.43
5162,1999,7.93
5162,2000,6.95
5162,2001,6.53
5162,2002,7.03
5162,2003,7.75
5162,2004,8.14
5162,2005,9.01
5162,2006,8.4
5162,2007,7.5
5162,2008,6.53
5162,2009,6.85
5162,2010,6.56
5162,2011,6.2
5162,2012,6
5162,2013,6.4
5162,2014,6.45
5162,2015,6.13
5162,2016,5.65
5162,2017,5.68
5162,2018,5.28
5162,2019,5
5162,2020,5.89
5162,1995,
5162,1996,
5162,1997,
5166,1998,9
5166,1999,8.71
5166,2000,7.66
5166,2001,7.27
5166,2002,7.63
5166,2003,8.22
5166,2004,8.15
5166,2005,9.07
5166,2006,8.71
5166,2007,7.26
5166,2008,6.44
5166,2009,7.08
5166,2010,7.37
5166,2011,7
5166,2012,7.12
5166,2013,7.3
5166,2014,7.17
5166,2015,6.92
5166,2016,6.78
5166,2017,6.43
5166,2018,5.92
5166,2019,5.29
5166,2020,5.96
5166,1995,
5166,1996,
5166,1997,
5170,1998,10.32
5170,1999,9.82
5170,2000,8.8
5170,2001,8.43
5170,2002,8.26
5170,2003,8.95
5170,2004,8.86
5170,2005,10.25
5170,2006,9.8
5170,2007,8.31
5170,2008,7.41
5170,2009,7.56
5170,2010,7.67
5170,2011,7.21
5170,2012,7.07
5170,2013,7.4
5170,2014,7.72
5170,2015,7.5
5170,2016,7.08
5170,2017,6.87
5170,2018,6.27
5170,2019,5.94
5170,2020,6.6
5170,1995,
5170,1996,
5170,1997,
5314,1998,7.25
5314,1999,6.98
5314,2000,6.53
5314,2001,6.45
5314,2002,7.06
5314,2003,7.75
5314,2004,7.72
5314,2005,9.08
5314,2006,8.81
5314,2007,8.41
5314,2008,7.7
5314,2009,7.6
5314,2010,7.01
5314,2011,6.62
5314,2012,6.86
5314,2013,7.1
5314,2014,7.24
5314,2015,7.33
5314,2016,7.13
5314,2017,6.68
5314,2018,6.44
5314,2019,6.32
5314,2020,7.51
5314,1995,
5314,1996,
5314,1997,
5315,1998,13.01
5315,1999,12.32
5315,2000,11.04
5315,2001,10.36
5315,2002,10.62
5315,2003,11.85
5315,2004,11.87
5315,2005,13.52
5315,2006,13.06
5315,2007,11.84
5315,2008,10.85
5315,2009,10.55
5315,2010,10.07
5315,2011,9.53
5315,2012,9.48
5315,2013,9.6
5315,2014,9.62
5315,2015,9.39
5315,2016,8.72
5315,2017,8.41
5315,2018,7.87
5315,2019,7.81
5315,2020,9.17
5315,1995,
5315,1996,
5315,1997,
5316,1998,11.49
5316,1999,11.02
5316,2000,9.66
5316,2001,9.11
5316,2002,9.35
5316,2003,10.17
5316,2004,10.33
5316,2005,13.66
5316,2006,13.07
5316,2007,11.09
5316,2008,9.43
5316,2009,8.96
5316,2010,8
5316,2011,7.72
5316,2012,7.98
5316,2013,8.3
5316,2014,8.57
5316,2015,8.74
5316,2016,8.69
5316,2017,8.15
5316,2018,7.24
5316,2019,7.22
5316,2020,8.16
5316,1995,
5316,1996,
5316,1997,
5334,1998,12.29
5334,1999,11.61
5334,2000,10.22
5334,2001,9.31
5334,2002,9.59
5334,2003,10.59
5334,2004,10.96
5334,2005,13.84
5334,2006,13.41
5334,2007,11.24
5334,2008,9.62
5334,2009,9.73
5334,2010,9.24
5334,2011,9.09
5334,2012,8.62
5334,2013,8.8
5334,2014,8.86
5334,2015,8.5
5334,2016,8.1
5334,2017,7.8
5334,2018,7.03
5334,2019,6.85
5334,2020,7.85
5334,1995,
5334,1996,
5334,1997,
5358,1998,9.33
5358,1999,8.92
5358,2000,8.09
5358,2001,8.13
5358,2002,8.62
5358,2003,9.32
5358,2004,9.82
5358,2005,11.34
5358,2006,11.37
5358,2007,9.46
5358,2008,7.73
5358,2009,8.08
5358,2010,8.09
5358,2011,8.04
5358,2012,7.62
5358,2013,8
5358,2014,8.2
5358,2015,7.6
5358,2016,7.22
5358,2017,7.07
5358,2018,6.74
5358,2019,6.34
5358,2020,7.02
5358,1995,
5358,1996,
5358,1997,
5362,1998,8.21
5362,1999,7.8
5362,2000,7
5362,2001,6.79
5362,2002,7.41
5362,2003,8.5
5362,2004,8.84
5362,2005,11.15
5362,2006,11.34
5362,2007,9.1
5362,2008,8.11
5362,2009,8.12
5362,2010,8.09
5362,2011,7.72
5362,2012,7.49
5362,2013,7.7
5362,2014,7.65
5362,2015,7.51
5362,2016,7.21
5362,2017,6.74
5362,2018,6.08
5362,2019,5.71
5362,2020,6.95
5362,1995,
5362,1996,
5362,1997,
5366,1998,7.43
5366,1999,6.99
5366,2000,6.41
5366,2001,6.57
5366,2002,7.15
5366,2003,7.92
5366,2004,8.36
5366,2005,9.49
5366,2006,8.32
5366,2007,6.98
5366,2008,6.23
5366,2009,6.71
5366,2010,7
5366,2011,6.41
5366,2012,6.17
5366,2013,6.2
5366,2014,6.11
5366,2015,5.92
5366,2016,5.61
5366,2017,5.41
5366,2018,5.14
5366,2019,4.87
5366,2020,5.74
5366,1995,
5366,1996,
5366,1997,
5370,1998,11.39
5370,1999,10.65
5370,2000,9.19
5370,2001,8.37
5370,2002,8.72
5370,2003,9.9
5370,2004,10.02
5370,2005,11.79
5370,2006,11.53
5370,2007,9.68
5370,2008,7.77
5370,2009,8.12
5370,2010,8
5370,2011,7.54
5370,2012,7.31
5370,2013,7.4
5370,2014,7.08
5370,2015,6.54
5370,2016,5.97
5370,2017,5.66
5370,2018,5.2
5370,2019,5.01
5370,2020,5.75
5370,1995,
5370,1996,
5370,1997,
5374,1998,9.18
5374,1999,8.84
5374,2000,8.31
5374,2001,7.96
5374,2002,8.06
5374,2003,8.7
5374,2004,8.97
5374,2005,10.56
5374,2006,9.72
5374,2007,7.34
5374,2008,6.32
5374,2009,7.47
5374,2010,7.26
5374,2011,6.29
5374,2012,6.01
5374,2013,6.1
5374,2014,5.95
5374,2015,5.52
5374,2016,5.45
5374,2017,5.25
5374,2018,4.61
5374,2019,4.85
5374,2020,5.98
5374,1995,
5374,1996,
5374,1997,
5378,1998,8.38
5378,1999,8.3
5378,2000,7.35
5378,2001,7.03
5378,2002,7.4
5378,2003,8.14
5378,2004,8.38
5378,2005,9.65
5378,2006,9.59
5378,2007,8.12
5378,2008,6.99
5378,2009,6.79
5378,2010,6.73
5378,2011,6.26
5378,2012,6.21
5378,2013,6.5
5378,2014,6.44
5378,2015,6.31
5378,2016,6.18
5378,2017,6
5378,2018,5.3
5378,2019,5.22
5378,2020,6.12
5378,1995,
5378,1996,
5378,1997,
5382,1998,7.41
5382,1999,7.02
5382,2000,6.47
5382,2001,6.34
5382,2002,6.72
5382,2003,7.14
5382,2004,6.89
5382,2005,7.71
5382,2006,7.92
5382,2007,6.8
5382,2008,6.23
5382,2009,6.38
5382,2010,5.88
5382,2011,5.52
5382,2012,5.58
5382,2013,6
5382,2014,6.01
5382,2015,5.54
5382,2016,5.41
5382,2017,5.18
5382,2018,4.88
5382,2019,4.85
5382,2020,5.65
5382,1995,
5382,1996,
5382,1997,
5512,1998,13.6
5512,1999,13.25
5512,2000,11.68
5512,2001,10.83
5512,2002,11.39
5512,2003,12.25
5512,2004,13.02
5512,2005,14.1
5512,2006,12.87
5512,2007,10.8
5512,2008,8.98
5512,2009,8.74
5512,2010,8.65
5512,2011,8.45
5512,2012,8.71
5512,2013,8.9
5512,2014,8.48
5512,2015,7.95
5512,2016,7.63
5512,2017,7.74
5512,2018,6.81
5512,2019,7
5512,2020,8.17
5512,1995,
5512,1996,
5512,1997,
5513,1998,17.02
5513,1999,16.96
5513,2000,15.69
5513,2001,15.34
5513,2002,16.05
5513,2003,17.05
5513,2004,17.99
5513,2005,23.43
5513,2006,20.14
5513,2007,16.96
5513,2008,15.17
5513,2009,15.05
5513,2010,14.37
5513,2011,14.27
5513,2012,14.31
5513,2013,14.4
5513,2014,14.73
5513,2015,14.73
5513,2016,14.68
5513,2017,13.98
5513,2018,13.19
5513,2019,12.83
5513,2020,14.87
5513,1995,
5513,1996,
5513,1997,
5515,1998,8.79
5515,1999,8.49
5515,2000,7.13
5515,2001,6.73
5515,2002,7.31
5515,2003,7.82
5515,2004,8.32
5515,2005,9.11
5515,2006,8.38
5515,2007,7.12
5515,2008,6.37
5515,2009,6.48
5515,2010,5.99
5515,2011,5.99
5515,2012,6.07
5515,2013,6
5515,2014,5.97
5515,2015,5.79
5515,2016,5.71
5515,2017,5.4
5515,2018,4.95
5515,2019,4.59
5515,2020,5.15
5515,1995,
5515,1996,
5515,1997,
5554,1998,8.06
5554,1999,7.7
5554,2000,6.32
5554,2001,6.24
5554,2002,7.06
5554,2003,7.68
5554,2004,7.69
5554,2005,8.33
5554,2006,7.84
5554,2007,5.82
5554,2008,4.81
5554,2009,5.77
5554,2010,5.11
5554,2011,4.22
5554,2012,4.17
5554,2013,4.3
5554,2014,4.39
5554,2015,4.11
5554,2016,3.92
5554,2017,3.73
5554,2018,3.44
5554,2019,3.43
5554,2020,3.99
5554,1995,
5554,1996,
5554,1997,
5558,1998,7.2
5558,1999,6.71
5558,2000,5.86
5558,2001,5.78
5558,2002,6.4
5558,2003,7.04
5558,2004,7.02
5558,2005,7.92
5558,2006,6.65
5558,2007,5
5558,2008,3.9
5558,2009,4.35
5558,2010,3.86
5558,2011,3.24
5558,2012,3.09
5558,2013,3.4
5558,2014,3.35
5558,2015,3.09
5558,2016,3
5558,2017,2.98
5558,2018,2.75
5558,2019,2.72
5558,2020,3.11
5558,1995,
5558,1996,
5558,1997,
5562,1998,13.27
5562,1999,13.23
5562,2000,12.41
5562,2001,12
5562,2002,11.81
5562,2003,11.95
5562,2004,12.23
5562,2005,13.96
5562,2006,13.78
5562,2007,12.1
5562,2008,11.24
5562,2009,11.35
5562,2010,11.24
5562,2011,10.75
5562,2012,10.74
5562,2013,11.1
5562,2014,11
5562,2015,10.61
5562,2016,10.4
5562,2017,10.22
5562,2018,9.22
5562,2019,8.08
5562,2020,8.85
5562,1995,
5562,1996,
5562,1997,
5566,1998,7.75
5566,1999,7.48
5566,2000,6.46
5566,2001,6.24
5566,2002,6.59
5566,2003,7.31
5566,2004,7.2
5566,2005,7.83
5566,2006,6.89
5566,2007,5.58
5566,2008,4.66
5566,2009,5.18
5566,2010,5.01
5566,2011,4.58
5566,2012,4.49
5566,2013,4.9
5566,2014,4.92
5566,2015,4.77
5566,2016,4.66
5566,2017,4.45
5566,2018,4.02
5566,2019,3.96
5566,2020,4.51
5566,1995,
5566,1996,
5566,1997,
5570,1998,7.87
5570,1999,7.36
5570,2000,6.44
5570,2001,6.54
5570,2002,6.95
5570,2003,7.65
5570,2004,7.88
5570,2005,9.25
5570,2006,8.06
5570,2007,6.42
5570,2008,5.1
5570,2009,6.1
5570,2010,6.2
5570,2011,5.43
5570,2012,5.48
5570,2013,5.9
5570,2014,5.91
5570,2015,5.88
5570,2016,5.82
5570,2017,5.55
5570,2018,4.89
5570,2019,4.58
5570,2020,5.08
5570,1995,
5570,1996,
5570,1997,
5711,1998,12.24
5711,1999,12.18
5711,2000,11.03
5711,2001,10.94
5711,2002,12.11
5711,2003,13.14
5711,2004,13.69
5711,2005,15.26
5711,2006,13.24
5711,2007,10.73
5711,2008,9.67
5711,2009,10.71
5711,2010,10.5
5711,2011,9.48
5711,2012,9.22
5711,2013,9.5
5711,2014,9.55
5711,2015,9.36
5711,2016,8.83
5711,2017,8.26
5711,2018,7.11
5711,2019,7.26
5711,2020,8.42
5711,1995,
5711,1996,
5711,1997,
5754,1998,7.82
5754,1999,7.41
5754,2000,6.6
5754,2001,6.95
5754,2002,7.89
5754,2003,8.77
5754,2004,8.83
5754,2005,9.68
5754,2006,7.87
5754,2007,5.86
5754,2008,4.74
5754,2009,5.28
5754,2010,5.4
5754,2011,4.68
5754,2012,4.88
5754,2013,5.4
5754,2014,5.4
5754,2015,5.22
5754,2016,4.76
5754,2017,4.54
5754,2018,4.03
5754,2019,3.96
5754,2020,4.61
5754,1995,
5754,1996,
5754,1997,
5758,1998,8.91
5758,1999,8.44
5758,2000,7.16
5758,2001,7
5758,2002,8.03
5758,2003,8.87
5758,2004,8.82
5758,2005,10.24
5758,2006,9.32
5758,2007,7.35
5758,2008,6.44
5758,2009,7.56
5758,2010,7.07
5758,2011,6.2
5758,2012,6.18
5758,2013,6.3
5758,2014,6.42
5758,2015,6.09
5758,2016,5.76
5758,2017,5.63
5758,2018,5.29
5758,2019,5.12
5758,2020,5.95
5758,1995,
5758,1996,
5758,1997,
5762,1998,8.84
5762,1999,8.72
5762,2000,7.69
5762,2001,7.99
5762,2002,8.35
5762,2003,8.45
5762,2004,8.54
5762,2005,9.29
5762,2006,9.05
5762,2007,7.22
5762,2008,6.32
5762,2009,6.78
5762,2010,6.23
5762,2011,5.54
5762,2012,5.37
5762,2013,5.4
5762,2014,5.4
5762,2015,5.1
5762,2016,5.02
5762,2017,4.57
5762,2018,3.88
5762,2019,3.74
5762,2020,4.27
5762,1995,
5762,1996,
5762,1997,
5766,1998,9.03
5766,1999,8.77
5766,2000,7.9
5766,2001,8.33
5766,2002,9.63
5766,2003,10.27
5766,2004,9.98
5766,2005,12.11
5766,2006,10.58
5766,2007,8.79
5766,2008,8.08
5766,2009,9
5766,2010,8.39
5766,2011,7.47
5766,2012,7.53
5766,2013,7.7
5766,2014,7.59
5766,2015,7.29
5766,2016,6.97
5766,2017,6.6
5766,2018,6.05
5766,2019,5.81
5766,2020,6.39
5766,1995,
5766,1996,
5766,1997,
5770,1998,9.37
5770,1999,8.82
5770,2000,7.65
5770,2001,7.5
5770,2002,8.51
5770,2003,9.64
5770,2004,9.51
5770,2005,10.62
5770,2006,9.32
5770,2007,7.29
5770,2008,6.25
5770,2009,7.4
5770,2010,7.27
5770,2011,6.19
5770,2012,5.77
5770,2013,5.8
5770,2014,5.86
5770,2015,5.59
5770,2016,5.39
5770,2017,5.09
5770,2018,4.68
5770,2019,4.71
5770,2020,5.74
5770,1995,
5770,1996,
5770,1997,
5774,1998,9.86
5774,1999,9.16
5774,2000,8.32
5774,2001,8.2
5774,2002,8.74
5774,2003,8.83
5774,2004,9.21
5774,2005,10.8
5774,2006,10.3
5774,2007,8.56
5774,2008,7.07
5774,2009,7.63
5774,2010,7.43
5774,2011,6.74
5774,2012,6.26
5774,2013,6.3
5774,2014,6.29
5774,2015,6.04
5774,2016,5.72
5774,2017,5.59
5774,2018,5.1
5774,2019,4.98
5774,2020,5.85
5774,1995,
5774,1996,
5774,1997,
5911,1998,12.91
5911,1999,12.53
5911,2000,11.46
5911,2001,10.88
5911,2002,11.08
5911,2003,12.24
5911,2004,12.39
5911,2005,14.63
5911,2006,13.8
5911,2007,11.61
5911,2008,9.96
5911,2009,10.33
5911,2010,9.93
5911,2011,9.98
5911,2012,9.88
5911,2013,10.4
5911,2014,10.12
5911,2015,9.91
5911,2016,10.06
5911,2017,9.71
5911,2018,8.88
5911,2019,8.46
5911,2020,9.4
5911,1995,
5911,1996,
5911,1997,
5913,1998,15.83
5913,1999,15.16
5913,2000,14.12
5913,2001,13.39
5913,2002,13.59
5913,2003,14.5
5913,2004,15.37
5913,2005,18.12
5913,2006,17.13
5913,2007,14.51
5913,2008,13.64
5913,2009,13.14
5913,2010,13.04
5913,2011,12.82
5913,2012,13.05
5913,2013,13.2
5913,2014,12.81
5913,2015,12.48
5913,2016,11.83
5913,2017,11.07
5913,2018,10.27
5913,2019,10.11
5913,2020,11.41
5913,1995,
5913,1996,
5913,1997,
5914,1998,12.47
5914,1999,12.09
5914,2000,10.74
5914,2001,9.83
5914,2002,10.8
5914,2003,12.11
5914,2004,12.25
5914,2005,13.9
5914,2006,13.97
5914,2007,11.97
5914,2008,10.7
5914,2009,11.6
5914,2010,11.49
5914,2011,10.37
5914,2012,10.13
5914,2013,10.6
5914,2014,10.35
5914,2015,10.39
5914,2016,11.12
5914,2017,10.33
5914,2018,9.31
5914,2019,10.02
5914,2020,11.72
5914,1995,
5914,1996,
5914,1997,
5915,1998,13.15
5915,1999,12.65
5915,2000,11.91
5915,2001,11.75
5915,2002,12.16
5915,2003,13.03
5915,2004,13.34
5915,2005,14.61
5915,2006,13.09
5915,2007,11.17
5915,2008,10.4
5915,2009,10.7
5915,2010,10.72
5915,2011,10.31
5915,2012,10.65
5915,2013,10.5
5915,2014,9.75
5915,2015,9.37
5915,2016,9.44
5915,2017,9.18
5915,2018,8.7
5915,2019,8.11
5915,2020,9.07
5915,1995,
5915,1996,
5915,1997,
5916,1998,15.56
5916,1999,15.27
5916,2000,14.27
5916,2001,14.25
5916,2002,14.63
5916,2003,15.3
5916,2004,15.46
5916,2005,18.11
5916,2006,17.13
5916,2007,14.4
5916,2008,12.61
5916,2009,13.11
5916,2010,13.23
5916,2011,12.73
5916,2012,13.11
5916,2013,13.7
5916,2014,13.38
5916,2015,13.24
5916,2016,12.84
5916,2017,12.09
5916,2018,10.91
5916,2019,10.34
5916,2020,11.62
5916,1995,
5916,1996,
5916,1997,
5954,1998,10.81
5954,1999,10.3
5954,2000,9.21
5954,2001,8.15
5954,2002,8.45
5954,2003,9.11
5954,2004,9.29
5954,2005,10.8
5954,2006,10.06
5954,2007,8.35
5954,2008,7.71
5954,2009,8.11
5954,2010,8.26
5954,2011,7.38
5954,2012,7.24
5954,2013,7.5
5954,2014,7.4
5954,2015,6.93
5954,2016,6.66
5954,2017,6.42
5954,2018,5.81
5954,2019,5.53
5954,2020,6.62
5954,1995,
5954,1996,
5954,1997,
5958,1998,7.68
5958,1999,7.51
5958,2000,6.35
5958,2001,6.32
5958,2002,7.16
5958,2003,7.95
5958,2004,8.12
5958,2005,10.12
5958,2006,9.34
5958,2007,6.65
5958,2008,5.72
5958,2009,6.59
5958,2010,6.15
5958,2011,5.05
5958,2012,4.92
5958,2013,5.2
5958,2014,5.23
5958,2015,4.81
5958,2016,4.72
5958,2017,4.52
5958,2018,4.06
5958,2019,3.97
5958,2020,4.57
5958,1995,
5958,1996,
5958,1997,
5962,1998,9.53
5962,1999,9
5962,2000,7.82
5962,2001,7.22
5962,2002,8.37
5962,2003,9.15
5962,2004,9.38
5962,2005,10.41
5962,2006,9.44
5962,2007,7.13
