county,year,gdp_pc_ardeco
9361,1991,18999.88
9361,1992,23505.48
9361,1993,23605.04
9361,1994,26800.18
9361,1995,30738.49
9361,1996,31317.7
9361,1997,31376.4
9361,1998,32606.17
9361,1999,33674.98
9361,2000,35427.53
9361,2001,36864.58
9361,2002,39067.24
9361,2003,37677.81
9361,2004,35118.46
9361,2005,36664.59
9361,2006,37372.74
9361,2007,39320.35
9361,2008,42552.56
9361,2009,43270.81
9361,2010,42380.02
9361,2011,46437.13
9361,2012,49211.13
9361,2013,49383.99
9361,2014,51385.47
9361,2015,52415.83
9361,2016,53586.32
9361,2017,57825.53
9361,2018,61619.57
9361,2019,64074.36
9361,2020,65930.93
9361,2021,69633.33
9361,2022,74229.67
9361,2023,78273.31
9361,2024,81069.33
9362,1980,15945.4
9362,1981,15520.16
9362,1982,17341.37
9362,1983,19192.15
9362,1984,21204.83
9362,1985,22637.61
9362,1986,27315.52
9362,1987,28132.29
9362,1988,31917.14
9362,1989,31747.51
9362,1990,37489.76
9362,1991,35364.84
9362,1992,43168.71
9362,1993,43215.92
9362,1994,49183.31
9362,1995,50397.14
9362,1996,50962.78
9362,1997,51104.34
9362,1998,52785.06
9362,1999,56711.95
9362,2000,57629.08
9362,2001,55399.51
9362,2002,55189.81
9362,2003,58088.66
9362,2004,61268.05
9362,2005,61739.9
9362,2006,64311.47
9362,2007,71374.39
9362,2008,72989.61
9362,2009,67465.53
9362,2010,76791.51
9362,2011,80159.79
9362,2012,79035.25
9362,2013,79052.77
9362,2014,83071.56
9362,2015,83898.8
9362,2016,83406.12
9362,2017,89859.58
9362,2018,87342.87
9362,2019,88949.36
9362,2020,87160.6
9362,2021,92056.18
9362,2022,98131.37
9362,2023,103476.1
9362,2024,107174.65
9363,1980,11475.28
9363,1981,11387.39
9363,1982,12793.01
9363,1983,14253.64
9363,1984,15377.16
9363,1985,16153.9
9363,1986,19370.03
9363,1987,18987.36
9363,1988,21701.43
9363,1989,21866.87
9363,1990,25721.29
9363,1991,24401.64
9363,1992,29845.34
9363,1993,29922.22
9363,1994,34228.49
9363,1995,38423.04
9363,1996,37565.1
9363,1997,38134.36
9363,1998,40231.86
9363,1999,41644.86
9363,2000,40099.77
9363,2001,42361.84
9363,2002,42742.82
9363,2003,41972.31
9363,2004,42275.08
9363,2005,42424.58
9363,2006,44678.14
9363,2007,46908.23
9363,2008,47270.59
9363,2009,46705.94
9363,2010,47253.89
9363,2011,49461.67
9363,2012,48722.61
9363,2013,48873.41
9363,2014,50461.34
9363,2015,51242.25
9363,2016,52928.81
9363,2017,54715.19
9363,2018,55607.34
9363,2019,58043.4
9363,2020,57427.53
9363,2021,60652.48
9363,2022,64655.4
9363,2023,68178.05
9363,2024,70613.69
9371,1980,4578.5
9371,1981,4555.53
9371,1982,5134.02
9371,1983,5729.49
9371,1984,6209.82
9371,1985,6546.41
9371,1986,7854.2
9371,1987,7707.46
9371,1988,8813.18
9371,1989,8769.76
9371,1990,10299.06
9371,1991,9763.34
9371,1992,11975.03
9371,1993,12084.41
9371,1994,13819.52
9371,1995,14726.18
9371,1996,14486.23
9371,1997,14543.52
9371,1998,15383.15
9371,1999,15554.39
9371,2000,16669.57
9371,2001,17252.28
9371,2002,18272.9
9371,2003,17450.48
9371,2004,17868.5
9371,2005,17542.08
9371,2006,18511.12
9371,2007,20144.67
9371,2008,20005.39
9371,2009,19308.56
9371,2010,20208.58
9371,2011,22477.03
9371,2012,22768.07
9371,2013,23685.2
9371,2014,25235.3
9371,2015,24658.21
9371,2016,25878.3
9371,2017,27138.46
9371,2018,27905.7
9371,2019,28381.16
9371,2020,28366.82
9371,2021,29960.09
9371,2022,31937.37
9371,2023,33676.94
9371,2024,34880.61
9372,1980,4962.85
9372,1981,4940.65
9372,1982,5570.58
9372,1983,6198.56
9372,1984,6682.55
9372,1985,7029.21
9372,1986,8431.08
9372,1987,8065.48
9372,1988,9238.35
9372,1989,9240.79
9372,1990,10940.1
9372,1991,10441.9
9372,1992,12936.24
9372,1993,13126.47
9372,1994,15119.76
9372,1995,17274.37
9372,1996,17235.21
9372,1997,17286
9372,1998,17946.77
9372,1999,19391.59
9372,2000,20548.69
9372,2001,20867.34
9372,2002,22120.63
9372,2003,21969.74
9372,2004,22070.51
9372,2005,22519.16
9372,2006,24388.31
9372,2007,26017.54
9372,2008,26075.13
9372,2009,26744.21
9372,2010,27126.42
9372,2011,29763.79
9372,2012,29679.52
9372,2013,29344.37
9372,2014,32154.26
9372,2015,33153.21
9372,2016,34321.94
9372,2017,35976.48
9372,2018,37643.52
9372,2019,39008.36
9372,2020,39428.04
9372,2021,41642.59
9372,2022,44390.97
9372,2023,46808.81
9372,2024,48481.45
9373,1980,7707.79
9373,1981,7524.72
9373,1982,8302.49
9373,1983,9088.67
9373,1984,9630.78
9373,1985,10001.14
9373,1986,11814.97
9373,1987,11335.14
9373,1988,12714.84
9373,1989,12559.08
9373,1990,14567.03
9373,1991,13601.92
9373,1992,16488.82
9373,1993,16413.88
9373,1994,18554.23
9373,1995,18788.64
9373,1996,18254.28
9373,1997,18177.62
9373,1998,18701.46
9373,1999,21101.59
9373,2000,20882.03
9373,2001,20542.85
9373,2002,21722.36
9373,2003,20875.6
9373,2004,21965.96
9373,2005,23153.24
9373,2006,23779.48
9373,2007,24469.24
9373,2008,26254.13
9373,2009,27596.61
9373,2010,29934
9373,2011,31232.66
9373,2012,31110.75
9373,2013,33271.39
9373,2014,35543.38
9373,2015,36786.4
9373,2016,37847.28
9373,2017,39466.14
9373,2018,39133.43
9373,2019,39146.49
9373,2020,39425.43
9373,2021,41639.89
9373,2022,44387.89
9373,2023,46805.72
9373,2024,48478.11
9374,1980,4870.17
9374,1981,4813.11
9374,1982,5416.85
9374,1983,6009.87
9374,1984,6455.35
9374,1985,6783.71
9374,1986,8131.1
9374,1987,7905.62
9374,1988,8987.04
9374,1989,8958.31
9374,1990,10486.7
9374,1991,9916.17
9374,1992,12191.54
9374,1993,12302.75
9374,1994,14094.33
9374,1995,15710.85
9374,1996,15280.68
9374,1997,15143.85
9374,1998,15987.76
9374,1999,16422.32
9374,2000,17403.66
9374,2001,18168.11
9374,2002,18694.04
9374,2003,18213.4
9374,2004,18106.36
9374,2005,18742.43
9374,2006,18385.69
9374,2007,20004.46
9374,2008,20642.68
9374,2009,20356.38
9374,2010,21672.14
9374,2011,23205.88
9374,2012,24583.72
9374,2013,25946.89
9374,2014,28051.93
9374,2015,29280.77
9374,2016,29703.59
9374,2017,30802.24
9374,2018,32465.16
9374,2019,33308.69
9374,2020,32701.85
9374,2021,34538.77
9374,2022,36818.2
9374,2023,38823.23
9374,2024,40211.02
9375,1980,5501.74
9375,1981,5348.59
9375,1982,5872.5
9375,1983,6424.02
9375,1984,6831.59
9375,1985,7095.27
9375,1986,8366.62
9375,1987,8208.41
9375,1988,9191.6
9375,1989,9065.42
9375,1990,10584.23
9375,1991,9879.57
9375,1992,11965.5
9375,1993,11931.86
9375,1994,13500.22
9375,1995,14118.96
9375,1996,14054.18
9375,1997,13762.11
9375,1998,14134.88
9375,1999,14627.11
9375,2000,14908.09
9375,2001,15016.24
9375,2002,15711.13
9375,2003,16230.16
9375,2004,16633.25
9375,2005,17064.89
9375,2006,17739.99
9375,2007,18502.1
9375,2008,19218.94
9375,2009,17268.99
9375,2010,18811.26
9375,2011,20247.38
9375,2012,21054.53
9375,2013,21943.94
9375,2014,23017.53
9375,2015,23455.5
9375,2016,24352.85
9375,2017,25061.25
9375,2018,25603.3
9375,2019,26287.79
9375,2020,26091.41
9375,2021,27556.91
9375,2022,29375.52
9375,2023,30975.45
9375,2024,32082.57
9376,1980,5317.07
9376,1981,5303.06
9376,1982,6015.81
9376,1983,6731.72
9376,1984,7292.55
9376,1985,7726.06
9376,1986,9301.91
9376,1987,9135.07
9376,1988,10503.26
9376,1989,10576.53
9376,1990,12538.08
9376,1991,11984.76
9376,1992,14854.29
9376,1993,15089.63
9376,1994,17337.49
9376,1995,19486.04
9376,1996,19570.03
9376,1997,19983.39
9376,1998,20722.68
9376,1999,20939.02
9376,2000,22688.1
9376,2001,23559.82
9376,2002,24378.87
9376,2003,23371.18
9376,2004,23753.6
9376,2005,25323.51
9376,2006,25735.36
9376,2007,26577.31
9376,2008,26212.68
9376,2009,25029.26
9376,2010,26564.88
9376,2011,28046.86
9376,2012,30293.86
9376,2013,31602.1
9376,2014,32913
9376,2015,33014.07
9376,2016,34254.2
9376,2017,35314.95
9376,2018,36626.06
9376,2019,37702.91
9376,2020,37044.61
9376,2021,39125.25
9376,2022,41707.47
9376,2023,43979.1
9376,2024,45550.96
9377,1980,7547.81
9377,1981,7375.34
9377,1982,8195.32
9377,1983,8965.15
9377,1984,9535.06
9377,1985,9923.87
9377,1986,11742.91
9377,1987,11164.48
9377,1988,12585.03
9377,1989,12418.95
9377,1990,14450.49
9377,1991,13551.81
9377,1992,16537.41
9377,1993,16490
9377,1994,18618.59
9377,1995,18378.74
9377,1996,18030.48
9377,1997,17420.06
9377,1998,18034.47
9377,1999,19239.11
9377,2000,19161.56
9377,2001,19482.76
9377,2002,20405.69
9377,2003,20252.02
9377,2004,20551.51
9377,2005,20657
9377,2006,21410.39
9377,2007,22177.59
9377,2008,23631.41
9377,2009,23842.25
9377,2010,25086.56
9377,2011,26332.62
9377,2012,28729.65
9377,2013,28981.82
9377,2014,29376.96
9377,2015,31363.4
9377,2016,33166.03
9377,2017,34314.61
9377,2018,36597.08
9377,2019,40766.05
9377,2020,40877.7
9377,2021,43173.88
9377,2022,46023
9377,2023,48529.53
9377,2024,50263.97
9461,1980,11591.7
9461,1981,11957.89
9461,1982,13603.17
9461,1983,15248.12
9461,1984,16596.54
9461,1985,17724.9
9461,1986,20684.21
9461,1987,21599.92
9461,1988,23759.34
9461,1989,24693.38
9461,1990,28418.69
9461,1991,28253.09
9461,1992,33645.14
9461,1993,35819.06
9461,1994,40136.74
9461,1995,40246.67
9461,1996,40262.31
9461,1997,40197.96
9461,1998,41283.69
9461,1999,42477.23
9461,2000,41381.42
9461,2001,45949.81
9461,2002,45691.65
9461,2003,45839.46
9461,2004,44094.36
9461,2005,45692.58
9461,2006,48506.47
9461,2007,49952.44
9461,2008,50646.75
9461,2009,48047.84
9461,2010,52401.76
9461,2011,54083.37
9461,2012,53692.05
9461,2013,56025.34
9461,2014,56319.87
9461,2015,58072
9461,2016,60346.66
9461,2017,62918.26
9461,2018,64036.57
9461,2019,64094.73
9461,2020,64423.14
9461,2021,67974.51
9461,2022,72461.3
9461,2023,76407.78
9461,2024,79138.58
9462,1980,12765.78
9462,1981,12982.4
9462,1982,14479.95
9462,1983,15906.33
9462,1984,16917.24
9462,1985,17713.29
9462,1986,20392.19
9462,1987,21468.38
9462,1988,23306.07
9462,1989,23829.85
9462,1990,26912.07
9462,1991,26276.68
9462,1992,30802.76
9462,1993,32282.67
9462,1994,35577.3
9462,1995,40773.54
9462,1996,39421.71
9462,1997,37781.5
9462,1998,39008.02
9462,1999,39305.42
9462,2000,41556.88
9462,2001,43863.34
9462,2002,44026.28
9462,2003,41369.66
9462,2004,42640.1
9462,2005,43314.5
9462,2006,44799.89
9462,2007,46499.79
9462,2008,47455.4
9462,2009,48650.72
9462,2010,50589.27
9462,2011,52732.97
9462,2012,54785.84
9462,2013,55697.61
9462,2014,57770.92
9462,2015,60343.63
9462,2016,62727.31
9462,2017,66029.92
9462,2018,64892.64
9462,2019,64992.51
9462,2020,63353
9462,2021,66845.58
9462,2022,71257.2
9462,2023,75138.29
9462,2024,77823.97
9463,1980,16204.77
9463,1981,16285.56
9463,1982,18088.05
9463,1983,19829.7
9463,1984,21082.36
9463,1985,22056.66
9463,1986,24812.38
9463,1987,25776.24
9463,1988,27679.12
9463,1989,27984.21
9463,1990,30973.23
9463,1991,29722.88
9463,1992,34433
9463,1993,35749.87
9463,1994,38964.03
9463,1995,41239.46
9463,1996,41522.11
9463,1997,42523.81
9463,1998,43232.99
9463,1999,44878.13
9463,2000,42342.62
9463,2001,37848.4
9463,2002,38436.02
9463,2003,38115.79
9463,2004,48500.95
9463,2005,47013.31
9463,2006,56687.46
9463,2007,63822.74
9463,2008,62867.75
9463,2009,66972.16
9463,2010,64935.42
9463,2011,69368.15
9463,2012,75734.94
9463,2013,76194.59
9463,2014,78649.04
9463,2015,83603.01
9463,2016,91887.51
9463,2017,96082.87
9463,2018,96726.48
9463,2019,99875.61
9463,2020,99067.87
9463,2021,104530.36
9463,2022,111428.85
9463,2023,117496.27
9463,2024,121695.94
9464,1980,10276.75
9464,1981,10399.13
9464,1982,11624.06
9464,1983,12787.76
9464,1984,13789.77
9464,1985,14478.18
9464,1986,16685.24
9464,1987,16850.98
9464,1988,18419.63
9464,1989,18693.66
9464,1990,20636.38
9464,1991,20059.36
9464,1992,23466.65
9464,1993,24509.36
9464,1994,26826.15
9464,1995,29847.09
9464,1996,28801.33
9464,1997,28216.31
9464,1998,28852.51
9464,1999,30839.21
9464,2000,31674.5
9464,2001,34490.18
9464,2002,34573.04
9464,2003,33951.64
9464,2004,35165.74
9464,2005,34163.85
9464,2006,35014.36
9464,2007,36742.09
9464,2008,36687.55
9464,2009,36625.05
9464,2010,38776.67
9464,2011,41098.41
9464,2012,42391.1
9464,2013,41439.87
9464,2014,41830.48
9464,2015,42307.48
9464,2016,41998.44
9464,2017,42333.99
9464,2018,42744.45
9464,2019,43714.69
9464,2020,43840.22
9464,2021,46257.21
9464,2022,49310.41
9464,2023,51995.53
9464,2024,53854.36
9471,1980,3445.07
9471,1981,3568.05
9471,1982,4035.66
9471,1983,4546.17
9471,1984,4956.46
9471,1985,5280.37
9471,1986,6183.42
9471,1987,6406.18
9471,1988,7098.35
9471,1989,7396.56
9471,1990,8476.47
9471,1991,8377.25
9471,1992,9902.28
9471,1993,10456.47
9471,1994,11602.04
9471,1995,13433.65
9471,1996,13239.68
9471,1997,13380.21
9471,1998,13999.25
9471,1999,14198.86
9471,2000,14693.41
9471,2001,16169.73
9471,2002,16575.67
9471,2003,16236.86
9471,2004,17166.67
9471,2005,17222
9471,2006,18212.44
9471,2007,18387.65
9471,2008,18135.1
9471,2009,18287.19
9471,2010,19975.65
9471,2011,21690.75
9471,2012,22359.72
9471,2013,23381.57
9471,2014,24019.23
9471,2015,25125.54
9471,2016,25120.98
9471,2017,25658.67
9471,2018,26237.81
9471,2019,27307.28
9471,2020,27222.83
9471,2021,28723.71
9471,2022,30619.25
9471,2023,32287
9471,2024,33440.96
9472,1980,4868.21
9472,1981,4979.61
9472,1982,5581.49
9472,1983,6167.66
9472,1984,6617.22
9472,1985,6927.93
9472,1986,7973.71
9472,1987,8105.36
9472,1988,8842.46
9472,1989,9015.88
9472,1990,10035.16
9472,1991,9732.08
9472,1992,11341.24
9472,1993,11784.83
9472,1994,12836.18
9472,1995,13844.19
9472,1996,13778.43
9472,1997,13340.15
9472,1998,13462.4
9472,1999,15954.35
9472,2000,16300.68
9472,2001,15182.51
9472,2002,14774.53
9472,2003,15178.56
9472,2004,14837.48
9472,2005,14773.28
9472,2006,15727.14
9472,2007,16278.84
9472,2008,16732.68
9472,2009,16395.23
9472,2010,16908.93
9472,2011,18312.87
9472,2012,18235.39
9472,2013,18622.32
9472,2014,19628.88
9472,2015,19955.58
9472,2016,20638.68
9472,2017,21371.05
9472,2018,21929.91
9472,2019,22840.63
9472,2020,23014.18
9472,2021,24283.05
9472,2022,25885.65
9472,2023,27295.36
9472,2024,28270.87
9473,1980,5629.56
9473,1981,5824.97
9473,1982,6627.56
9473,1983,7456.1
9473,1984,8130.15
9473,1985,8668.24
9473,1986,10154.46
9473,1987,10467.35
9473,1988,11604.99
9473,1989,12077.78
9473,1990,13630.37
9473,1991,13371.23
9473,1992,15781.85
9473,1993,16648.35
9473,1994,18328.97
9473,1995,19581.01
9473,1996,19215.13
9473,1997,18433.21
9473,1998,19424.95
9473,1999,19431.04
9473,2000,20712.38
9473,2001,21776.49
9473,2002,19575.5
9473,2003,18937.32
9473,2004,18590.1
9473,2005,18269.44
9473,2006,19081.63
9473,2007,20314.23
9473,2008,20182.87
9473,2009,20287.85
9473,2010,21457.33
9473,2011,21979.8
9473,2012,23174.29
9473,2013,23301.17
9473,2014,24703.3
9473,2015,25597.16
9473,2016,25918.31
9473,2017,26705.1
9473,2018,27407.25
9473,2019,28162.27
9473,2020,27685.32
9473,2021,29211.62
9473,2022,31139.42
9473,2023,32835.6
9473,2024,34009.22
9474,1980,4109.73
9474,1981,4252.95
9474,1982,4813.4
9474,1983,5378.7
9474,1984,5854.97
9474,1985,6231.52
9474,1986,7283.33
9474,1987,7591.57
9474,1988,8385.44
9474,1989,8713.54
9474,1990,9859.6
9474,1991,9720.83
9474,1992,11491.27
9474,1993,12134.79
9474,1994,13447.92
9474,1995,13281.57
9474,1996,13474.03
9474,1997,13846.74
9474,1998,14140.16
9474,1999,14835.2
9474,2000,15437.89
9474,2001,15554.69
9474,2002,16049.58
9474,2003,16184.71
9474,2004,16344.61
9474,2005,16417.89
9474,2006,17456.35
9474,2007,17709.48
9474,2008,18194.27
9474,2009,18091.63
9474,2010,18760.3
9474,2011,20366.76
9474,2012,21017.85
9474,2013,21688.92
9474,2014,23148.16
9474,2015,25859.75
9474,2016,26176.79
9474,2017,29516.5
9474,2018,30824.49
9474,2019,33791.22
9474,2020,33439.18
9474,2021,35282.55
9474,2022,37611.2
9474,2023,39659.72
9474,2024,41076.98
9475,1980,5803.56
9475,1981,5955.13
9475,1982,6714.89
9475,1983,7504.34
9475,1984,8129.12
9475,1985,8622.93
9475,1986,10010.71
9475,1987,10237.81
9475,1988,11287.63
9475,1989,11648.06
9475,1990,13012.37
9475,1991,12683.88
9475,1992,14879.19
9475,1993,15560.07
9475,1994,17053.9
9475,1995,17273.62
9475,1996,16969.6
9475,1997,16616.98
9475,1998,17074.16
9475,1999,17394.53
9475,2000,17538.48
9475,2001,18324.44
9475,2002,18379.03
9475,2003,18450.33
9475,2004,18960.4
9475,2005,19106.7
9475,2006,19992.75
9475,2007,20447.8
9475,2008,21993.97
9475,2009,22923.17
9475,2010,24939.43
9475,2011,26619.35
9475,2012,27323.71
9475,2013,28419.63
9475,2014,29261.23
9475,2015,31165.98
9475,2016,33378.18
9475,2017,34244.26
9475,2018,35210.38
9475,2019,35780.98
9475,2020,35129.3
9475,2021,37066.01
9475,2022,39512.32
9475,2023,41664.48
9475,2024,43153.28
9476,1980,6808.21
9476,1981,6996.08
9476,1982,7885.5
9476,1983,8804.15
9476,1984,9544.5
9476,1985,10082.84
9476,1986,11709.24
9476,1987,11730.79
9476,1988,12940
9476,1989,13396.52
9476,1990,15108.28
9476,1991,14784.64
9476,1992,17440.02
9476,1993,18373.49
9476,1994,20229.39
9476,1995,20809.87
9476,1996,20983.62
9476,1997,20814.26
9476,1998,21383.13
9476,1999,21292.48
9476,2000,21933.75
9476,2001,22617.6
9476,2002,24067.49
9476,2003,22299.44
9476,2004,24164.25
9476,2005,24078.23
9476,2006,26152.73
9476,2007,27152.14
9476,2008,26073.48
9476,2009,25259.81
9476,2010,26784.89
9476,2011,28459
9476,2012,28174.48
9476,2013,28162.38
9476,2014,30179.81
9476,2015,30891.7
9476,2016,30995.87
9476,2017,31603.2
9476,2018,32823.21
9476,2019,33759.64
9476,2020,32396.09
9476,2021,34181.99
9476,2022,36438.23
9476,2023,38422.4
9476,2024,39795.79
9477,1980,9048.18
9477,1981,9215.39
9477,1982,10251.96
9477,1983,11278.49
9477,1984,12052.94
9477,1985,12626.69
9477,1986,14489.25
9477,1987,14716.47
9477,1988,16063.94
9477,1989,16358.67
9477,1990,18155.4
9477,1991,17509.45
9477,1992,20310.34
9477,1993,21058.84
9477,1994,22761.66
9477,1995,21283.76
9477,1996,20803.48
9477,1997,20683.8
9477,1998,20668.51
9477,1999,20276.82
9477,2000,20084.63
9477,2001,21067.03
9477,2002,21281.12
9477,2003,21412.83
9477,2004,21302.66
9477,2005,21867.18
9477,2006,22418.46
9477,2007,23827.3
9477,2008,24650.46
9477,2009,26096.72
9477,2010,26701.21
9477,2011,27735.87
9477,2012,29750.88
9477,2013,30159.73
9477,2014,30923.82
9477,2015,31914.22
9477,2016,33336.29
9477,2017,34281.67
9477,2018,35347.56
9477,2019,36007.95
9477,2020,35895.66
9477,2021,37874.45
9477,2022,40374.15
9477,2023,42573.45
9477,2024,44094.72
9478,1980,8686.04
9478,1981,8803.34
9478,1982,9786.8
9478,1983,10758.14
9478,1984,11511.05
9478,1985,11998.75
9478,1986,13753.99
9478,1987,13801.09
9478,1988,14971.84
9478,1989,15317.8
9478,1990,17080.29
9478,1991,16504.23
9478,1992,19193.07
9478,1993,19973.79
9478,1994,21705.18
9478,1995,23117.45
9478,1996,22541.32
9478,1997,21767.92
9478,1998,22359.31
9478,1999,22888.38
9478,2000,22081.55
9478,2001,23518.1
9478,2002,24152.93
9478,2003,25382
9478,2004,26696.53
9478,2005,26910.57
9478,2006,28991.19
9478,2007,28004.95
9478,2008,28333.04
9478,2009,27836.83
9478,2010,30039.72
9478,2011,32075.19
9478,2012,31027.24
9478,2013,31257.18
9478,2014,31966.36
9478,2015,33360.66
9478,2016,33747.49
9478,2017,35520.76
9478,2018,36497.83
9478,2019,35585.39
9478,2020,35641.35
9478,2021,37606.58
9478,2022,40088.35
9478,2023,42271.79
9478,2024,43782.4
9479,1980,7155.12
9479,1981,7273.37
9479,1982,8126.58
9479,1983,8970.54
9479,1984,9641.09
9479,1985,10126.86
9479,1986,11660.38
9479,1987,11891.58
9479,1988,13015.36
9479,1989,13352.12
9479,1990,14831.1
9479,1991,14336.5
9479,1992,16737.05
9479,1993,17457.57
9479,1994,19064.86
9479,1995,20810.39
9479,1996,19856.36
9479,1997,19560.05
9479,1998,20450.48
9479,1999,19157.41
9479,2000,20900.46
9479,2001,22324.67
9479,2002,21277.07
9479,2003,21089.93
9479,2004,21694.03
9479,2005,22299.24
9479,2006,23460.5
9479,2007,23960.95
9479,2008,23798.32
9479,2009,24317.14
9479,2010,26406.17
9479,2011,28202.76
9479,2012,28407.36
9479,2013,29400.19
9479,2014,30567.88
9479,2015,31465.14
9479,2016,32237.09
9479,2017,33953.52
9479,2018,35106.91
9479,2019,37238.34
9479,2020,35072.59
9479,2021,37006.32
9479,2022,39448.58
9479,2023,41596.98
9479,2024,43083.82
9561,1980,11863.97
9561,1981,12602.46
9561,1982,14151.62
9561,1983,15668.35
9561,1984,16909.26
9561,1985,17797.66
9561,1986,20051.71
9561,1987,21033.31
9561,1988,21993.33
9561,1989,23195.02
9561,1990,25204.28
9561,1991,24885.16
9561,1992,27996.58
9561,1993,29373.38
9561,1994,30741.69
9561,1995,35503.75
9561,1996,34520.12
9561,1997,33184.21
9561,1998,34015.63
9561,1999,34331.08
9561,2000,34674.96
9561,2001,36448.12
9561,2002,38445.44
9561,2003,38629.98
9561,2004,38888.58
9561,2005,41392.11
9561,2006,42781.78
9561,2007,42948.47
9561,2008,43026.65
9561,2009,42080.44
9561,2010,47879.19
9561,2011,49657.32
9561,2012,50734.61
9561,2013,52936.12
9561,2014,52907.59
9561,2015,55009.61
9561,2016,56425.63
9561,2017,58188.75
9561,2018,58446.23
9561,2019,59603.3
9561,2020,59559.42
9561,2021,62833.37
9561,2022,66980.24
9561,2023,70627.87
9561,2024,73152.35
9562,1980,35861.83
9562,1981,35712.71
9562,1982,38006.05
9562,1983,40364.96
9562,1984,41802.61
9562,1985,42540.71
9562,1986,46112.75
9562,1987,46023.78
9562,1988,46372.36
9562,1989,46771.02
9562,1990,49638.33
9562,1991,48040.98
9562,1992,53226.12
9562,1993,55073.57
9562,1994,57238.15
9562,1995,48679.8
9562,1996,49736.67
9562,1997,49950.18
9562,1998,50376.28
9562,1999,54940.28
9562,2000,57698.83
9562,2001,49726.42
9562,2002,52662.07
9562,2003,56510.1
9562,2004,60094.1
9562,2005,57035.13
9562,2006,61008.84
9562,2007,64866.39
9562,2008,72344.92
9562,2009,73948.03
9562,2010,70772.21
9562,2011,80413.84
9562,2012,84279.9
9562,2013,82455.55
9562,2014,85570.84
9562,2015,89750.42
9562,2016,88127
9562,2017,89619.69
9562,2018,97243.18
9562,2019,101271.45
9562,2020,105558.51
9562,2021,111360.8
9562,2022,118709.97
9562,2023,125175.68
9562,2024,129649.7
9563,1980,5598.96
9563,1981,6031.82
9563,1982,6839.69
9563,1983,7750.86
9563,1984,8544.7
9563,1985,9215.61
9563,1986,10530.65
9563,1987,11174.1
9563,1988,11824.23
9563,1989,12515.19
9563,1990,13755.73
9563,1991,13771.4
9563,1992,15704.35
9563,1993,16745.64
9563,1994,17978.51
9563,1995,24985.5
9563,1996,24402.33
9563,1997,25371.02
9563,1998,26063.86
9563,1999,26512.79
9563,2000,27929.19
9563,2001,28320.19
9563,2002,30078.85
9563,2003,29617.79
9563,2004,29821.06
9563,2005,29338.54
9563,2006,30741.21
9563,2007,31327.84
9563,2008,30392.05
9563,2009,29670.4
9563,2010,28907.3
9563,2011,29965.37
9563,2012,30516.09
9563,2013,30968.68
9563,2014,32419.77
9563,2015,33544.32
9563,2016,34282.63
9563,2017,36241.58
9563,2018,37761.37
9563,2019,38374.88
9563,2020,38424.43
9563,2021,40536.47
9563,2022,43211.73
9563,2023,45565.4
9563,2024,47193.74
9564,1980,12210.54
9564,1981,12997.99
9564,1982,14733.67
9564,1983,16514.09
9564,1984,18011.42
9564,1985,19201.43
9564,1986,21701.25
9564,1987,22457.49
9564,1988,23348.2
9564,1989,24461.66
9564,1990,26778.09
9564,1991,26724.08
9564,1992,30477.21
9564,1993,32478.81
9564,1994,34649.39
9564,1995,36252.39
9564,1996,36075.1
9564,1997,35566.69
9564,1998,37295.12
9564,1999,38210.38
9564,2000,39856.76
9564,2001,40291.54
9564,2002,41576.13
9564,2003,40201.91
9564,2004,43860.57
9564,2005,42306.71
9564,2006,43773.09
9564,2007,45773.71
9564,2008,46748.17
9564,2009,45676.59
9564,2010,47532.68
9564,2011,49467.16
9564,2012,50813.44
9564,2013,52012.01
9564,2014,53603.8
9564,2015,54282.36
9564,2016,57116.66
9564,2017,59980.15
9564,2018,61254.48
9564,2019,63298.61
9564,2020,60769.71
9564,2021,64110.06
9564,2022,68341.09
9564,2023,72063.38
9564,2024,74638.77
9565,1980,7437.11
9565,1981,7937.52
9565,1982,8931.95
9565,1983,10061.53
9565,1984,11073.18
9565,1985,11723.45
9565,1986,13375.72
9565,1987,14948.09
9565,1988,15736.79
9565,1989,16677.64
9565,1990,18349.79
9565,1991,18415.42
9565,1992,21026.7
9565,1993,22376.48
9565,1994,23919.3
9565,1995,24843.78
9565,1996,24111.89
9565,1997,23986.91
9565,1998,24802.78
9565,1999,27482.98
9565,2000,28539.4
9565,2001,30674.63
9565,2002,31663.36
9565,2003,31716.49
9565,2004,30558.05
9565,2005,31110.39
9565,2006,32117.42
9565,2007,33374.25
9565,2008,29984.07
9565,2009,28837.51
9565,2010,30852.78
9565,2011,30368.15
9565,2012,30948.03
9565,2013,30933.15
9565,2014,31893.05
9565,2015,32511.57
9565,2016,32168.1
9565,2017,36833.82
9565,2018,36662.91
9565,2019,38220.84
9565,2020,37025.84
9565,2021,39060.74
9565,2022,41638.69
9565,2023,43907.06
9565,2024,45475.76
9571,1980,4512.64
9571,1981,4887.52
9571,1982,5579.51
9571,1983,6272.78
9571,1984,6842.05
9571,1985,7309.6
9571,1986,8378.75
9571,1987,8743.66
9571,1988,9300.65
9571,1989,9894.52
9571,1990,10893.99
9571,1991,10927.97
9571,1992,12502.38
9571,1993,13324.13
9571,1994,14165.18
9571,1995,16448.38
9571,1996,16486.37
9571,1997,16171.12
9571,1998,16837.48
9571,1999,17598.03
9571,2000,18799.75
9571,2001,19738.29
9571,2002,19853.77
9571,2003,19960.55
9571,2004,20312.03
