wk_id,brownweights,brown1,brown0_3,brown0_5,total_employees,state,election_year,brownness_share,brown1_share,brown0_3_share,brown0_5_share
1,5411.76906257415,3294.73447462857,6741.74735920443,4599.73886861487,105306.758276432,1,2021,0.0513905199547417,0.0312870183125364,0.0640200825621013,0.0436794270747607
2,3514.64511681787,1650.60600643749,4865.32917742738,3050.05296594413,83523.2818980169,1,2021,0.0420798253726344,0.0197622263987771,0.0582511734077692,0.0365173984622429
3,4552.95074502361,2250.47696397958,6209.7618485423,3803.30969650116,78617.8530047522,1,2021,0.0579124279156847,0.0286255205143232,0.078986662840652,0.0483771758085439
4,2953.52407622882,1085.0529539944,4252.26533282424,2108.03018399135,82448.610595109,1,2021,0.0358226058014861,0.0131603546277197,0.0515747360947825,0.0255678072532178
5,3302.94307053883,1439.07284620907,4511.85470335648,2164.33906371949,131878.295928328,1,2021,0.0250453878501272,0.0109121280046807,0.0342122611730481,0.0164116395991024
6,2885.75598082121,1166.00388645499,4108.23227489441,2253.05367024213,82212.926629177,1,2021,0.0351010005255922,0.0141827317705678,0.0499706365329223,0.0274051023679594
7,4441.37827286012,2383.70403229527,5943.20567551589,3753.50533629773,95683.9999782218,2,2021,0.0464171467943543,0.0249122531754296,0.0621128472562664,0.0392281398891356
8,5755.97942171447,2821.91930687643,7697.40567381141,4839.6979391211,111739.418936949,2,2021,0.051512523301758,0.0252544655567679,0.0688871102699651,0.0433123599994018
9,3459.6650507877,1762.66414993639,4850.08294914481,3105.65226396094,79609.0820514195,1,2021,0.0434581703699724,0.0221414957252979,0.0609237391534315,0.0390112809233876
10,3963.51584389087,1781.37285914175,5626.75869580695,3178.52626809288,76521.5033360868,2,2021,0.0517961052919057,0.0232793761423878,0.0735317322647715,0.0415376871796756
11,4729.63528994094,2844.15203354763,6080.79741288699,3737.07109485624,111083.28069497,1,2021,0.0425773821258334,0.0256037813769432,0.0547408878711875,0.033642066308053
12,6833.07562589324,4202.45319708452,8768.4018206725,6277.81421900213,108999.122130785,1,2021,0.0626892720997738,0.0385549270024591,0.0804447012899018,0.0575950897243886
13,5458.49786710152,3453.02288787983,6905.10387057156,5004.18305186914,67752.1219328184,13,2021,0.0805657108793442,0.0509655312538222,0.10191716028346,0.0738601671668849
