county,year,unemployed_regstat
13003,2014,11439
13003,2015,10670
13003,2016,10399
13003,2017,9298
13003,2018,8329
13003,2019,7280
13003,2020,8222
13004,2001,8245
13004,2002,7512
13004,2003,8097
13004,2004,7856
13004,2005,8546
13004,2006,8288
13004,2007,7829
13004,2008,6894
13004,2009,6645
13004,2010,6368
13004,2011,6084
13004,2012,6017
13004,2013,5665
13004,2014,5404
13004,2015,4996
13004,2016,4768
13004,2017,4430
13004,2018,4306
13004,2019,4199
13004,2020,4650
13071,2001,35071.2474525206
13071,2002,36098.129977197
13071,2003,37990.8579818473
13071,2004,37840.0241852351
13071,2005,35819.9276361289
13071,2006,33046.8553395666
13071,2007,28766.3493772455
13071,2008,24342.8753851421
13071,2009,
13071,2010,
13071,2011,21282
13071,2012,20060
13071,2013,19564
13071,2014,18297
13071,2015,17481
13071,2016,16401
13071,2017,14296
13071,2018,12648
13071,2019,11446
13071,2020,11731
13072,2001,20731
13072,2002,21533
13072,2003,23448
13072,2004,23708
13072,2005,23183
13072,2006,20844
13072,2007,17548
13072,2008,14362
13072,2009,
13072,2010,
13072,2011,11735
13072,2012,10794
13072,2013,10358
13072,2014,9566
13072,2015,8659
13072,2016,8186
13072,2017,7210
13072,2018,6516
13072,2019,5694
13072,2020,6141
13073,2001,26415
13073,2002,26168
13073,2003,28701
13073,2004,29186
13073,2005,27654
13073,2006,25998
13073,2007,21987
13073,2008,18529
13073,2009,
13073,2010,
13073,2011,16187
13073,2012,16021
13073,2013,15431
13073,2014,14687
13073,2015,13757
13073,2016,12828
13073,2017,11194
13073,2018,10302
13073,2019,9102
13073,2020,10471
13074,2001,13427
13074,2002,13053
13074,2003,13664
13074,2004,13458
13074,2005,13981
13074,2006,14038
13074,2007,12236
13074,2008,10977
13074,2009,
13074,2010,
13074,2011,9939
13074,2012,9052
13074,2013,8332
13074,2014,7754
13074,2015,6817
13074,2016,6362
13074,2017,5695
13074,2018,5352
13074,2019,4796
13074,2020,5309
13075,2001,29377.7525474794
13075,2002,29575.870022803
13075,2003,31535.1420181527
13075,2004,32611.9758147649
13075,2005,32662.0723638711
13075,2006,29024.1446604334
13075,2007,25627.6506227545
13075,2008,21515.1246148579
13075,2009,
13075,2010,
13075,2011,17720
13075,2012,16755
13075,2013,17492
13075,2014,16322
13075,2015,15151
13075,2016,13766
13075,2017,11958
13075,2018,10968
13075,2019,9954
13075,2020,10492
13076,2001,17597
13076,2002,17835
13076,2003,18828
13076,2004,18648
13076,2005,18602
13076,2006,18728
13076,2007,15886
13076,2008,13604
13076,2009,
13076,2010,
13076,2011,11180
13076,2012,10664
13076,2013,10090
13076,2014,9598
13076,2015,8565
13076,2016,7679
13076,2017,6902
13076,2018,6571
13076,2019,6015
13076,2020,6834
14511,2001,22857
14511,2002,23288
14511,2003,23258
14511,2004,22542
14511,2005,22416
14511,2006,20378
14511,2007,18230
14511,2008,16131
14511,2009,16350
14511,2010,15510
14511,2011,14003
14511,2012,13240
14511,2013,12612
14511,2014,12227
14511,2015,11267
14511,2016,10383
14511,2017,9353
14511,2018,8985
14511,2019,8099
14511,2020,9248
14521,2001,37689
14521,2002,38681
14521,2003,39872
14521,2004,38764
14521,2005,37777
14521,2006,36053
14521,2007,30146
14521,2008,25614
14521,2009,26128
14521,2010,22123
14521,2011,18358
14521,2012,17032
14521,2013,16600
14521,2014,14628
14521,2015,13061
14521,2016,11288
14521,2017,9632
14521,2018,8322
14521,2019,7644
14521,2020,8214
14522,2001,32990
14522,2002,32711
14522,2003,32423
14522,2004,32358
14522,2005,33072
14522,2006,28401
14522,2007,24842
14522,2008,20623
14522,2009,20660
14522,2010,18563
14522,2011,16032
14522,2012,14810
14522,2013,14482
14522,2014,13285
14522,2015,12253
14522,2016,10819
14522,2017,9542
14522,2018,8464
14522,2019,7632
14522,2020,8293
14523,2001,21075
14523,2002,22426
14523,2003,22898
14523,2004,21420
14523,2005,22077
14523,2006,20125
14523,2007,17025
14523,2008,15118
14523,2009,15536
14523,2010,13828
14523,2011,11792
14523,2012,10150
14523,2013,10161
14523,2014,9263
14523,2015,8524
14523,2016,7680
14523,2017,6855
14523,2018,5939
14523,2019,5577
14523,2020,6198
14524,2001,34369
14524,2002,34780
14524,2003,34127
14524,2004,33556
14524,2005,34114
14524,2006,32243
14524,2007,27528
14524,2008,21950
14524,2009,22432
14524,2010,19605
14524,2011,16395
14524,2012,14354
14524,2013,14206
14524,2014,12975
14524,2015,11787
14524,2016,11177
14524,2017,9697
14524,2018,8071
14524,2019,7400
14524,2020,8038
14612,2001,37519
14612,2002,37313
14612,2003,36602
14612,2004,36094
14612,2005,37308
14612,2006,36460
14612,2007,32442
14612,2008,29411
14612,2009,30310
14612,2010,29631
14612,2011,26613
14612,2012,24438
14612,2013,24239
14612,2014,23442
14612,2015,22489
14612,2016,20992
14612,2017,19074
14612,2018,17759
14612,2019,16763
14612,2020,18587
14625,2001,36645
14625,2002,37320
14625,2003,36449
14625,2004,35166
14625,2005,33057
14625,2006,31245
14625,2007,26249
14625,2008,21927
14625,2009,20674
14625,2010,18930
14625,2011,17594
14625,2012,16562
14625,2013,15575
14625,2014,14422
14625,2015,12945
14625,2016,11212
14625,2017,9707
14625,2018,8750
14625,2019,7872
14625,2020,8202
14626,2001,35433
14626,2002,36055
14626,2003,36082
14626,2004,35634
14626,2005,33033
14626,2006,29417
14626,2007,27419
14626,2008,23757
14626,2009,22108
14626,2010,19553
14626,2011,17808
14626,2012,17071
14626,2013,16004
14626,2014,15543
14626,2015,14933
14626,2016,13006
14626,2017,11676
14626,2018,10740
14626,2019,9744
14626,2020,10075
14627,2001,24345
14627,2002,24364
14627,2003,24013
14627,2004,24175
14627,2005,24978
14627,2006,22526
14627,2007,18263
14627,2008,15482
14627,2009,15626
14627,2010,14268
14627,2011,13368
14627,2012,12140
14627,2013,12063
14627,2014,11650
14627,2015,10365
14627,2016,9214
14627,2017,8181
14627,2018,7510
14627,2019,6690
14627,2020,7211
14628,2001,23659
14628,2002,23916
14628,2003,22607
14628,2004,22145
14628,2005,22507
14628,2006,21440
14628,2007,18165
14628,2008,15722
14628,2009,15564
14628,2010,13995
14628,2011,12681
14628,2012,11548
14628,2013,11034
14628,2014,10176
14628,2015,9383
14628,2016,8314
14628,2017,7250
14628,2018,6462
14628,2019,5748
14628,2020,6260
14713,2001,43313
14713,2002,46027
14713,2003,46942
14713,2004,45752
14713,2005,50736
14713,2006,46318
14713,2007,42645
14713,2008,39244
14713,2009,38360
14713,2010,35900
14713,2011,33650
14713,2012,30597
14713,2013,29716
14713,2014,28251
14713,2015,27270
14713,2016,25629
14713,2017,22946
14713,2018,20499
14713,2019,19544
14713,2020,23840
14729,2001,27226
14729,2002,26770
14729,2003,26844
14729,2004,27264
14729,2005,28533
14729,2006,26225
14729,2007,21653
14729,2008,18508
14729,2009,18374
14729,2010,16884
14729,2011,15012
14729,2012,13535
14729,2013,12188
14729,2014,10795
14729,2015,9982
14729,2016,8982
14729,2017,8149
14729,2018,7316
14729,2019,6724
14729,2020,7375
14730,2001,22067
14730,2002,21489
14730,2003,21414
14730,2004,21816
14730,2005,22664
14730,2006,21041
14730,2007,18212
14730,2008,16087
14730,2009,15605
14730,2010,14353
14730,2011,13542
14730,2012,12319
14730,2013,11749
14730,2014,10839
14730,2015,10061
14730,2016,9167
14730,2017,8286
14730,2018,7492
14730,2019,6613
14730,2020,7128
15001,2001,10271.0229950836
15001,2002,9129.74905123339
15001,2003,8775.98807534458
15001,2004,8961.67001057398
15001,2005,8910.24774996383
15001,2006,8010.10367770173
15001,2007,7183
15001,2008,6754
15001,2009,6641
15001,2010,5758
15001,2011,5447
15001,2012,5322
15001,2013,5044
15001,2014,4897
15001,2015,4612
15001,2016,4218
15001,2017,3631
15001,2018,3213
15001,2019,3050
15001,2020,3274
15002,2001,26030
15002,2002,26350
15002,2003,25758
15002,2004,24466
15002,2005,23703
15002,2006,19619
15002,2007,19032
15002,2008,17049
15002,2009,15904
15002,2010,15062
15002,2011,13467
15002,2012,13846
15002,2013,13682
15002,2014,13568
15002,2015,13146
15002,2016,12503
15002,2017,11530
15002,2018,10424
15002,2019,9653
15002,2020,10812
15003,2001,23027
15003,2002,22524
15003,2003,23583
15003,2004,23348
15003,2005,23194
15003,2006,21981
15003,2007,18546
15003,2008,16269
15003,2009,16079
15003,2010,14814
15003,2011,13602
15003,2012,13946
15003,2013,13769
15003,2014,13726
15003,2015,13453
15003,2016,12802
15003,2017,11419
15003,2018,10821
15003,2019,10275
15003,2020,11277
15081,2001,7967
15081,2002,8236
15081,2003,8998
15081,2004,9125
15081,2005,9328
15081,2006,8724
15081,2007,8090
15081,2008,6874
15081,2009,6356
15081,2010,5340
15081,2011,4627
15081,2012,4720
15081,2013,4385
15081,2014,4143
15081,2015,3941
15081,2016,3832
15081,2017,3616
15081,2018,3242
15081,2019,2908
15081,2020,2997
15082,2001,22101.1238977187
15082,2002,21888.6258697027
15082,2003,22197.4387524565
15082,2004,21701.3789279614
15082,2005,20899.1514686731
15082,2006,18265.6683459155
15082,2007,16658
15082,2008,14448
15082,2009,13397
15082,2010,11614
15082,2011,11101
15082,2012,11129
15082,2013,10394
15082,2014,9608
15082,2015,8783
15082,2016,8137
15082,2017,6790
15082,2018,6292
15082,2019,5784
15082,2020,6022
15083,2001,16004
15083,2002,15978
15083,2003,16575
15083,2004,16179
15083,2005,16302
15083,2006,14797
15083,2007,11810
15083,2008,9947
15083,2009,10128
15083,2010,9027
15083,2011,8168
15083,2012,8387
15083,2013,8385
15083,2014,7574
15083,2015,7252
15083,2016,6791
15083,2017,5666
15083,2018,5144
15083,2019,4745
15083,2020,5058
15084,2001,24117
15084,2002,23829
15084,2003,24285
15084,2004,24713
15084,2005,24397
15084,2006,22556
15084,2007,19728
15084,2008,17156
15084,2009,15657
15084,2010,13977
15084,2011,13255
15084,2012,12871
15084,2013,11831
15084,2014,10703
15084,2015,9725
15084,2016,9026
15084,2017,7652
15084,2018,6740
15084,2019,6043
15084,2020,6389
15085,2001,25950.5244987775
15085,2002,24601.7411243489
15085,2003,25482.6919398075
15085,2004,24856.3308615455
15085,2005,25055.1333333333
15085,2006,22198.7131368151
15085,2007,18842
15085,2008,16781
15085,2009,16089
15085,2010,13921
15085,2011,12816
15085,2012,11619
15085,2013,10495
15085,2014,9602
15085,2015,8988
15085,2016,7986
15085,2017,7023
15085,2018,6279
15085,2019,5645
15085,2020,6420
15086,2001,10392.7375204849
15086,2002,9635.46307716635
15086,2003,10123.5441359304
15086,2004,9564.97868936909
15086,2005,9146.555115034
15086,2006,8651.38659930089
15086,2007,7284
15086,2008,6242
15086,2009,6089
15086,2010,5706
15086,2011,5058
15086,2012,4996
15086,2013,4961
15086,2014,4794
15086,2015,4717
15086,2016,4395
15086,2017,3729
15086,2018,3379
15086,2019,3229
15086,2020,3381
15087,2001,19096
15087,2002,19852
15087,2003,20737
15087,2004,21089
15087,2005,20616
15087,2006,19230
15087,2007,16775
15087,2008,14352
15087,2009,13602
15087,2010,12206
15087,2011,11026
15087,2012,10424
15087,2013,10193
15087,2014,9874
15087,2015,9398
15087,2016,8676
15087,2017,7716
15087,2018,6937
15087,2019,6335
15087,2020,6443
15088,2001,22057
15088,2002,22337
15088,2003,22658
15088,2004,21582
15088,2005,20952
15088,2006,17366
15088,2007,15670
15088,2008,13779
15088,2009,13467
15088,2010,12521
15088,2011,11159
15088,2012,10528
15088,2013,10208
15088,2014,9741
15088,2015,9314
15088,2016,8410
15088,2017,7597
15088,2018,6954
15088,2019,6133
15088,2020,6561
15089,2001,26426.4755012225
15089,2002,26116.2588756511
15089,2003,27815.3080601925
15089,2004,26535.6691384545
15089,2005,25241.8666666667
15089,2006,22300.2868631849
15089,2007,18562
15089,2008,15303
15089,2009,14464
15089,2010,13017
15089,2011,12739
15089,2012,12611
15089,2013,12795
15089,2014,12353
15089,2015,11463
15089,2016,10376
15089,2017,9497
15089,2018,8684
15089,2019,7885
15089,2020,7900
15090,2001,14962
15090,2002,14804
15090,2003,16022
15090,2004,16206
15090,2005,15815
15090,2006,14530
15090,2007,12948
15090,2008,10927
15090,2009,10583
15090,2010,9739
15090,2011,9037
15090,2012,8798
15090,2013,8445
15090,2014,7813
15090,2015,7178
15090,2016,6780
15090,2017,5850
15090,2018,5392
15090,2019,4877
15090,2020,5118
15091,2001,15982.1155867128
15091,2002,14906.1620018975
15091,2003,15286.0290362686
15091,2004,14937.9723720955
15091,2005,14966.045666329
15091,2006,13669.8413770819
15091,2007,10968
15091,2008,9202
15091,2009,9209
15091,2010,8577
15091,2011,7724
15091,2012,7481
15091,2013,7546
15091,2014,7165
15091,2015,6882
15091,2016,6330
15091,2017,5244
15091,2018,4606
15091,2019,4044
15091,2020,4458
16051,2001,17301
16051,2002,18176
16051,2003,19541
16051,2004,19456
16051,2005,20422
16051,2006,17065
16051,2007,15239
16051,2008,13646
16051,2009,12649
16051,2010,11079
16051,2011,10660
16051,2012,10118
16051,2013,9136
16051,2014,8835
16051,2015,8605
16051,2016,8142
16051,2017,7448
16051,2018,6712
16051,2019,6355
16051,2020,7487
16052,2001,10292
16052,2002,10305
16052,2003,10626
16052,2004,10625
16052,2005,10679
16052,2006,9540
16052,2007,8413
16052,2008,7797
16052,2009,7649
16052,2010,6958
16052,2011,6258
16052,2012,6027
16052,2013,5861
16052,2014,5535
16052,2015,5324
16052,2016,4780
16052,2017,4616
16052,2018,4178
16052,2019,3836
16052,2020,3994
16053,2001,6127
16053,2002,6279
16053,2003,6888
16053,2004,6618
16053,2005,6754
16053,2006,5616
16053,2007,5397
16053,2008,4531
16053,2009,4464
16053,2010,4106
16053,2011,3766
16053,2012,3684
16053,2013,3771
16053,2014,3797
16053,2015,3760
16053,2016,3567
16053,2017,3302
16053,2018,3119
16053,2019,2931
16053,2020,3279
16054,2001,4212.44415069399
16054,2002,4180.65834481842
16054,2003,4213.69415767245
16054,2004,3965.44095434842
16054,2005,3548.8858256277
16054,2006,3647.24851191762
16054,2007,2998.28057145354
16054,2008,2546.83591380405
16054,2009,2607.16522463742
16054,2010,2167.32315086782
16054,2011,1712.72558809581
16054,2012,1618.86221252431
16054,2013,1528.95016428349
16054,2014,1441.96734588931
16054,2015,1403.63408137201
16054,2016,1259.77845869173
16054,2017,1020.54304879169
16054,2018,937.149914476467
16054,2019,927
16054,2020,1091
16055,2001,4780
16055,2002,4949
16055,2003,5394
16055,2004,5639
16055,2005,5778
16055,2006,5119
16055,2007,4549
16055,2008,3930
16055,2009,3750
16055,2010,3450
16055,2011,3051
16055,2012,2868
16055,2013,2644
16055,2014,2621
16055,2015,2583
16055,2016,2251
16055,2017,2032
16055,2018,1954
16055,2019,1789
16055,2020,2092
16061,2001,7760
16061,2002,8311
16061,2003,9010
16061,2004,9223
16061,2005,9218
16061,2006,7811
16061,2007,6296
16061,2008,5408
16061,2009,5745
16061,2010,4714
16061,2011,4067
16061,2012,3631
16061,2013,3469
16061,2014,3153
16061,2015,2907
16061,2016,2728
16061,2017,2364
16061,2018,2104
16061,2019,2080
16061,2020,2449
16062,2001,9695
16062,2002,9662
16062,2003,9916
16062,2004,9763
16062,2005,9332
16062,2006,9014
16062,2007,7730
16062,2008,6429
16062,2009,6300
16062,2010,5200
16062,2011,4828
16062,2012,4591
16062,2013,4638
16062,2014,4256
16062,2015,3947
16062,2016,3526
16062,2017,3237
16062,2018,3029
16062,2019,2984
16062,2020,3293
16063,2001,11883.9740681954
16063,2002,12339.7377888425
16063,2003,12290.7830582762
16063,2004,12485.4510711348
16063,2005,13100.1421673161
16063,2006,12385.1823409766
16063,2007,9897.13143982585
16063,2008,8134.77502603952
16063,2009,9257.20512820513
16063,2010,7590.69736519608
16063,2011,6247.83285965834
16063,2012,6184.79518498432
16063,2013,6350.0804146243
16063,2014,5797.32199308618
16063,2015,5544.40706696909
16063,2016,5154.06758652759
16063,2017,4480.24444911283
16063,2018,3997.90379191221
16063,2019,3988
16063,2020,4815
16064,2001,9302
16064,2002,9829
16064,2003,10212
16064,2004,9982
16064,2005,10463
16064,2006,9917
16064,2007,8421
16064,2008,7423
16064,2009,7822
16064,2010,7012
16064,2011,6639
16064,2012,6345
16064,2013,6288
16064,2014,5745
16064,2015,5510
16064,2016,5129
16064,2017,4577
16064,2018,4110
16064,2019,3762
16064,2020,4081
16065,2001,10417
16065,2002,10507
16065,2003,10913
16065,2004,11118
16065,2005,11282
16065,2006,10456
16065,2007,9207
16065,2008,7556
16065,2009,7130
16065,2010,5989
16065,2011,5544
16065,2012,5151
16065,2013,4686
16065,2014,4453
16065,2015,4360
16065,2016,3940
16065,2017,3398
16065,2018,3231
16065,2019,2990
16065,2020,3078
16066,2001,10380.0259318046
16066,2002,10680.2622111575
16066,2003,11182.2169417238
16066,2004,10513.5489288652
16066,2005,10320.857832684
16066,2006,9821.8176590234
16066,2007,8223.86856017415
16066,2008,6542.22497396048
16066,2009,7133.79487179487
16066,2010,6025.30263480392
16066,2011,4882.16714034166
16066,2012,4893.20481501568
16066,2013,4550.9195853757
16066,2014,4129.67800691382
16066,2015,3742.59293303092
16066,2016,3452.93241347241
16066,2017,3093.75555088717
16066,2018,2748.09620808779
16066,2019,2711
16066,2020,3351
16067,2001,10476
16067,2002,10782
16067,2003,11522
16067,2004,11262
16067,2005,11589
16067,2006,10622
16067,2007,8583
16067,2008,7072
16067,2009,7779
16067,2010,6468
16067,2011,5993
16067,2012,5880
16067,2013,5761
16067,2014,5393
16067,2015,5097
16067,2016,4701
16067,2017,4181
16067,2018,3641
16067,2019,3687
16067,2020,4358
16068,2001,7339
16068,2002,7904
16068,2003,8530
16068,2004,8194
16068,2005,8342
16068,2006,7496
16068,2007,6713
16068,2008,6108
16068,2009,5554
16068,2010,4629
16068,2011,4235
16068,2012,3917
16068,2013,3820
16068,2014,3444
16068,2015,3121
16068,2016,2629
16068,2017,2311
16068,2018,2071
16068,2019,2003
16068,2020,2357
16069,2001,4512
16069,2002,5009
16069,2003,5323
16069,2004,5499
16069,2005,5607
16069,2006,4942
16069,2007,3684
16069,2008,2943
16069,2009,3318
16069,2010,2850
16069,2011,2262
16069,2012,2087
16069,2013,2085
16069,2014,1936
16069,2015,1774
16069,2016,1598
16069,2017,1402
16069,2018,1211
16069,2019,1186
16069,2020,1429
16070,2001,10808.555849306
16070,2002,11510.3416551816
16070,2003,11853.3058423275
16070,2004,11553.5590456516
16070,2005,11359.1141743723
16070,2006,10231.7514880824
16070,2007,8423.71942854646
16070,2008,6949.16408619595
16070,2009,6841.83477536257
16070,2010,5864.67684913217
16070,2011,5202.27441190419
16070,2012,4825.13778747569
16070,2013,4638.04983571651
16070,2014,4404.03265411069
16070,2015,4187.36591862799
16070,2016,3823.22154130827
16070,2017,3244.45695120831
16070,2018,2974.85008552353
16070,2019,2735
16070,2020,3142
16071,2001,7292
16071,2002,7850
16071,2003,8511
16071,2004,8359
16071,2005,8233
16071,2006,7177
16071,2007,5892
16071,2008,4718
16071,2009,4410
16071,2010,3762
16071,2011,3505
16071,2012,3414
16071,2013,3174
16071,2014,2963
16071,2015,2771
16071,2016,2359
16071,2017,2018
16071,2018,1846
16071,2019,1771
16071,2020,2025
16072,2001,3668.82356982025
16072,2002,4211.58404444102
16072,2003,4522.08831991244
16072,2004,4557.6978893695
16072,2005,4845.59388265767
16072,2006,4276.825221024
16072,2007,3322.53398825098
16072,2008,2806.91280035387
16072,2009,2994.88277558473
16072,2010,2399.56851683816
16072,2011,1704.53051278063
16072,2012,1527.84348169348
16072,2013,1530.88957183134
16072,2014,1444.30881199497
16072,2015,1377.23711085488
16072,2016,1280.88765175645
16072,2017,1142.90266187318
16072,2018,1105.07435405619
16072,2019,1175
16072,2020,1408
16073,2001,10380.1764301797
16073,2002,10534.415955559
16073,2003,11247.9116800876
16073,2004,10810.3021106305
16073,2005,11640.4061173423
16073,2006,10012.174778976
16073,2007,7935.46601174903
16073,2008,6684.08719964613
16073,2009,6574.11722441527
16073,2010,6028.43148316184
16073,2011,5109.46948721937
16073,2012,4910.15651830652
16073,2013,4789.11042816866
16073,2014,4679.69118800504
16073,2015,4357.76288914511
16073,2016,3862.11234824355
16073,2017,3326.09733812682
16073,2018,3013.92564594381
16073,2019,2866
16073,2020,3111
16074,2001,6795
16074,2002,7152
16074,2003,7677
16074,2004,7519
16074,2005,7391
16074,2006,6457
16074,2007,5406
16074,2008,4450
16074,2009,4562
16074,2010,4007
16074,2011,3658
16074,2012,3399
16074,2013,3390
16074,2014,3175
16074,2015,2890
16074,2016,2555
16074,2017,2239
16074,2018,2006
16074,2019,1818
16074,2020,1984
16075,2001,7807
16075,2002,7991
16075,2003,8141
16075,2004,7775
16075,2005,7864
16075,2006,6764
16075,2007,5369
16075,2008,4592
16075,2009,4698
16075,2010,4133
16075,2011,3599
16075,2012,3473
16075,2013,3421
16075,2014,3231
16075,2015,2963
16075,2016,2677
16075,2017,2314
16075,2018,2128
16075,2019,1978
16075,2020,2090
16076,2001,10240
16076,2002,10388
16076,2003,10676
16076,2004,10671
16076,2005,10641
16076,2006,9269
16076,2007,7594
16076,2008,6461
16076,2009,6493
16076,2010,5603
16076,2011,5037
16076,2012,4959
16076,2013,4740
16076,2014,4396
16076,2015,3986
16076,2016,3440
16076,2017,2874
16076,2018,2480
16076,2019,2292
16076,2020,2590
16077,2001,11892
16077,2002,12417
16077,2003,12502
16077,2004,12134
16077,2005,11532
16077,2006,10801
16077,2007,9677
16077,2008,8475
16077,2009,8284
16077,2010,7019
16077,2011,6195
16077,2012,5811
16077,2013,5584
16077,2014,5331
16077,2015,5004
16077,2016,4360
16077,2017,3991
16077,2018,3547
16077,2019,3203
16077,2020,3176
1001,2021,4369
1002,2021,11097
1003,2021,9347
1004,2021,3771
1051,2021,4143
1053,2021,5603
1054,2021,4699
1055,2021,5371
1056,2021,9371
1057,2021,2854
1058,2021,6170
1059,2021,5567
1060,2021,7456
1061,2021,4250
1062,2021,4798
2000,2021,80395
3101,2021,7340
3102,2021,5002
3103,2021,3599
3151,2021,4150
3152,2021,
3153,2021,4527
3154,2021,3018
3155,2021,3802
3156,2021,
3157,2021,3740
3158,2021,3038
3159,2021,9840
3241,2021,48229
3251,2021,5362
3252,2021,5169
3254,2021,9572
3255,2021,2326
3256,2021,3448
3257,2021,4412
3351,2021,5605
3352,2021,5971
3353,2021,6186
3354,2021,1722
3355,2021,5832
3356,2021,2038
3357,2021,3356
3358,2021,4478
3359,2021,6933
3360,2021,2387
3361,2021,2647
3401,2021,3825
3402,2021,2289
3403,2021,6325
3404,2021,6837
3405,2021,4227
3451,2021,2651
3452,2021,6696
3453,2021,4420
3454,2021,5522
3455,2021,2204
3456,2021,2097
3457,2021,5055
3458,2021,2537
3459,2021,6661
3460,2021,3285
3461,2021,2990
3462,2021,1674
4011,2021,31369
4012,2021,7923
5111,2021,27158
5112,2021,31833
5113,2021,32551
5114,2021,13267
5116,2021,14457
5117,2021,7350
5119,2021,11549
5120,2021,4461
5122,2021,6764
5124,2021,17535
5154,2021,8849
5158,2021,17483
5162,2021,14197
5166,2021,9390
5170,2021,15721
5314,2021,13534
5315,2021,56528
5316,2021,7027
5334,2021,23867
5354,2021,
5358,2021,9858
5362,2021,17827
5366,2021,6277
5370,2021,7457
5374,2021,8300
5378,2021,9217
5382,2021,18303
5512,2021,4874
5513,2021,19452
5515,2021,8564
5554,2021,7836
5558,2021,3621
5562,2021,27790
5566,2021,10656
5570,2021,7425
5711,2021,15791
5754,2021,8629
5758,2021,7601
5762,2021,2969
5766,2021,10579
5770,2021,8919
5774,2021,9209
5911,2021,17821
5913,2021,36561
5914,2021,11907
5915,2021,8049
5916,2021,9097
5954,2021,11523
5958,2021,6225
5962,2021,15621
5966,2021,3069
5970,2021,8476
5974,2021,9297
5978,2021,15900
6411,2021,5192
6412,2021,28139
6413,2021,7345
6414,2021,11944
6431,2021,5546
6432,2021,7717
6433,2021,8629
6434,2021,5489
6435,2021,11324
6436,2021,5732
6437,2021,2411
6438,2021,10199
6439,2021,4396
6440,2021,7286
6531,2021,8302
6532,2021,7043
6533,2021,4246
6534,2021,5320
6535,2021,2135
6611,2021,8798
6631,2021,3900
6632,2021,2358
6633,2021,4983
6634,2021,3658
6635,2021,3226
6636,2021,2771
7111,2021,3972
7131,2021,2938
7132,2021,3593
7133,2021,5187
7134,2021,2571
7135,2021,1284
7137,2021,3967
7138,2021,5085
7140,2021,2231
7141,2021,2160
7143,2021,3565
7211,2021,3709
7231,2021,2168
7232,2021,1514
7233,2021,1207
7235,2021,2386
7311,2021,1847
7312,2021,4884
7313,2021,1493
7314,2021,8951
7315,2021,7120
7316,2021,1740
7317,2021,2396
7318,2021,1746
7319,2021,3817
7320,2021,1215
7331,2021,3158
7332,2021,3101
7333,2021,2287
7334,2021,3059
7335,2021,2954
7336,2021,1692
7337,2021,2612
7338,2021,3787
7339,2021,4712
7340,2021,2034
8111,2021,17724
8115,2021,7992
8116,2021,12147
8117,2021,6365
8118,2021,10532
8119,2021,10072
8121,2021,4110
8125,2021,6972
8126,2021,2047
8127,2021,3749
8128,2021,2476
8135,2021,3265
8136,2021,6077
8211,2021,1632
8212,2021,8129
8215,2021,8566
8216,2021,4995
8221,2021,3850
8222,2021,12644
8225,2021,2939
8226,2021,12881
8231,2021,4823
8235,2021,3406
8236,2021,3670
8237,2021,2463
8311,2021,6919
8315,2021,4675
8316,2021,2953
8317,2021,8834
8325,2021,2345
8326,2021,4885
8327,2021,2987
8335,2021,6419
8336,2021,6054
8337,2021,3679
8415,2021,6664
8416,2021,3986
8417,2021,4103
8421,2021,2875
8425,2021,3183
8426,2021,2960
8435,2021,3476
8436,2021,4805
8437,2021,2449
9161,2021,2992
9162,2021,42452
9163,2021,1667
9171,2021,2040
9172,2021,2121
9173,2021,1880
9174,2021,2378
9175,2021,1906
9176,2021,1442
9177,2021,2059
9178,2021,3006
9179,2021,4003
9180,2021,1566
9181,2021,1902
9182,2021,1549
9183,2021,2289
9184,2021,5672
9185,2021,1310
9186,2021,1732
9187,2021,3767
9188,2021,2249
9189,2021,2841
9190,2021,2078
9261,2021,1955
9262,2021,1557
9263,2021,1536
9271,2021,2151
9272,2021,1370
9273,2021,2232
9274,2021,2667
9275,2021,3492
9276,2021,1600
9277,2021,2440
9278,2021,1720
9279,2021,1799
9361,2021,1113
9362,2021,3901
9363,2021,1222
9371,2021,1635
9372,2021,2100
9373,2021,1678
9374,2021,1655
9375,2021,2976
9376,2021,2676
9377,2021,1272
9461,2021,1931
9462,2021,1805
9463,2021,1261
9464,2021,1473
9471,2021,2338
9472,2021,1752
9473,2021,1794
9474,2021,1991
9475,2021,1744
9476,2021,1319
9477,2021,1437
9478,2021,1419
9479,2021,1744
9561,2021,949
9562,2021,2673
9563,2021,4253
9564,2021,18247
9565,2021,889
9571,2021,2745
9572,2021,1937
9573,2021,2112
9574,2021,2596
9575,2021,1360
9576,2021,1779
9577,2021,1839
9661,2021,2324
9662,2021,1771
9663,2021,2914
9671,2021,3274
9672,2021,1904
9673,2021,1277
9674,2021,1460
9675,2021,1308
9676,2021,2403
9677,2021,1627
9678,2021,1699
9679,2021,2094
9761,2021,9987
9762,2021,1022
9763,2021,1480
9764,2021,925
9771,2021,2029
9772,2021,4128
9773,2021,1370
9774,2021,1769
9775,2021,2899
9776,2021,1298
9777,2021,2231
9778,2021,1895
9779,2021,1676
9780,2021,2392
10041,2021,16871
10042,2021,2529
10043,2021,5248
10044,2021,6003
10045,2021,3760
10046,2021,1746
11000,2021,198401
12051,2021,2899
12052,2021,3976
12053,2021,2277
12054,2021,5504
12060,2021,5453
12061,2021,3670
12062,2021,3346
12063,2021,4838
12064,2021,5818
12065,2021,5844
12066,2021,4092
12067,2021,5775
12068,2021,3182
12069,2021,4716
12070,2021,2912
