county,year,unemployed_regstat
12071,2021,3619
12072,2021,4435
12073,2021,6108
13001,2021,
13002,2021,
13003,2021,8217
13004,2021,4510
13005,2021,
13006,2021,
13051,2021,
13052,2021,
13053,2021,
13054,2021,
13055,2021,
13056,2021,
13057,2021,
13058,2021,
13059,2021,
13060,2021,
13061,2021,
13062,2021,
13071,2021,11256
13072,2021,6079
13073,2021,10262
13074,2021,5401
13075,2021,9896
13076,2021,6789
14161,2021,
14166,2021,
14167,2021,
14171,2021,
14173,2021,
14177,2021,
14178,2021,
14181,2021,
14182,2021,
14188,2021,
14191,2021,
14193,2021,
14262,2021,
14263,2021,
14264,2021,
14272,2021,
14280,2021,
14284,2021,
14285,2021,
14286,2021,
14287,2021,
14290,2021,
14292,2021,
14365,2021,
14374,2021,
14375,2021,
14379,2021,
14383,2021,
14389,2021,
14511,2021,8933
14521,2021,7623
14522,2021,7844
14523,2021,5705
14524,2021,7538
14612,2021,18470
14625,2021,8351
14626,2021,9683
14627,2021,6928
14628,2021,6075
14713,2021,23339
14729,2021,7245
14730,2021,7010
15001,2021,3168
15002,2021,10756
15003,2021,10320
15081,2021,2772
15082,2021,5405
15083,2021,4597
15084,2021,5974
15085,2021,6001
15086,2021,3154
15087,2021,6303
15088,2021,6191
15089,2021,7313
15090,2021,4886
15091,2021,4253
15101,2021,
15151,2021,
15153,2021,
15154,2021,
15159,2021,
15171,2021,
15202,2021,
15256,2021,
15260,2021,
15261,2021,
15265,2021,
15266,2021,
15268,2021,
15303,2021,
15352,2021,
15355,2021,
15357,2021,
15358,2021,
15362,2021,
15363,2021,
15364,2021,
15367,2021,
15369,2021,
15370,2021,
16051,2021,7010
16052,2021,3640
16053,2021,3201
16054,2021,1068
16055,2021,1986
16056,2021,
16061,2021,2213
16062,2021,3107
16063,2021,4547
16064,2021,3807
16065,2021,2768
16066,2021,3003
16067,2021,3923
16068,2021,2193
16069,2021,1373
16070,2021,2959
16071,2021,1887
16072,2021,1370
16073,2021,3055
16074,2021,1909
16075,2021,2006
16076,2021,2301
16077,2021,2922
